split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.44599946891321113,0.9748632064048461,0.9748085612013784,0.42480417887339345,0.9771955935450182,0.9771460187483769
Test,33.25558723028733,0.1804583880185977,0.14451358047555385,18.047615650386135,0.7586310514317142,0.7480446940383683
