split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,1.0444039745865883,0.9956996710076664,0.9956903224663788,0.9900408373222465,0.9961356999798114,0.9961272993275936
Test,1.9813455600737777,0.8682857905153356,0.8625088515028503,1.9391137447548161,0.8738408433788497,0.8683075470358168
