split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.34033084907490607,0.981401175866768,0.9813607436403914,0.3349741274180244,0.9819820484643426,0.9819428790044824
Test,12.723583305954133,0.6757670050493886,0.661546259656818,8.062593681323472,0.8698069318022542,0.8640967095128794
