split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.17381478912117687,0.9879972006154998,0.9879711075733596,0.15303228135410887,0.9906958829728127,0.9906756566314493
Test,1.3020911508961284,0.9300862158491999,0.9270198218074982,1.400628744015675,0.9191041782542793,0.9155561158970108
