split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.23757178576917481,0.9873668008634819,0.9873393373870982,0.2213485698366376,0.9890332722115355,0.9890094314989518
Test,6.843775361593276,0.6682247370502563,0.6536731904296536,5.001253543119312,0.8228218233071506,0.8150508506451836
