split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.29627428011647033,0.9914214780689048,0.991402829108185,0.2544867408854667,0.9936707112271451,0.9936569519037258
Test,2.5389949848295292,0.9037028584132554,0.8994792995717314,2.6289472420884694,0.8967587052247668,0.8922305782609408
