name,modelname,split,RMSE,R2 Score,Adj R2 Score,time
1301.TW,LSTM,Train,0.9915119484543617,0.9961242072456958,0.9961157816092734,7.261334419250488
1301.TW,LSTM,Test,1.9592967673324142,0.8712009566037706,0.8655518757530588,7.261334419250488
1301.TW,GRU,Train,0.9970035063568105,0.9960811556249746,0.9960726363980723,3.4631175994873047
1301.TW,GRU,Test,1.935898642038393,0.8742588559858481,0.868743893529087,3.4631175994873047
1303.TW,LSTM,Train,0.9083256792626759,0.9933715449947607,0.9933571353099666,4.434779167175293
1303.TW,LSTM,Test,1.8398633822225852,0.9315095504988322,0.9285055834154476,4.434779167175293
1303.TW,GRU,Train,0.7779065878865109,0.9951383465480983,0.9951277777362464,3.48858904838562
1303.TW,GRU,Test,1.4593841127686997,0.9569078540435914,0.9550178476419945,3.48858904838562
1304.TW,LSTM,Train,0.25030961831537885,0.9915819783166119,0.9915636782694741,4.503166675567627
1304.TW,LSTM,Test,2.3868224375876346,0.8729238034341904,0.8673502860409532,4.503166675567627
1304.TW,GRU,Train,0.2745406785234979,0.9898732899404368,0.9898512753533507,3.4659218788146973
1304.TW,GRU,Test,2.1773410869646432,0.8942508478141219,0.889612727104215,3.4659218788146973
1305.TW,LSTM,Train,0.37818338321758144,0.9965483974490915,0.9965408939652852,4.436821222305298
1305.TW,LSTM,Test,1.4358677927060322,0.942052102418671,0.9395105279633496,4.436821222305298
1305.TW,GRU,Train,0.372976266460006,0.9966427914563414,0.9966354931768986,3.5389482975006104
1305.TW,GRU,Test,1.6807618719496182,0.920599872450492,0.9171174107158645,3.5389482975006104
1308.TW,LSTM,Train,0.2926945738539367,0.9844905630394901,0.9844568468721847,4.509403944015503
1308.TW,LSTM,Test,1.5042118703261447,0.9107665358202911,0.9068527873913566,4.509403944015503
1308.TW,GRU,Train,0.27351641197494525,0.986456420292501,0.9864269777279195,3.4691011905670166
1308.TW,GRU,Test,1.4214981753525109,0.9203102628593727,0.916815098949696,3.4691011905670166
1309.TW,LSTM,Train,0.3367805437532092,0.9939767517444876,0.9939636577265408,4.423088550567627
1309.TW,LSTM,Test,2.6525468032259947,0.7654266427099516,0.7551383375656513,4.423088550567627
1309.TW,GRU,Train,0.32216351365232004,0.9944882504437265,0.9944762683794737,3.461459159851074
1309.TW,GRU,Test,3.2077815749753698,0.6569462580711353,0.6419000413198692,3.461459159851074
1312.TW,LSTM,Train,0.44800336870987556,0.9932544467328843,0.9932397824866515,4.428113698959351
1312.TW,LSTM,Test,1.1368258186594924,0.8750074681514237,0.8695253395615739,4.428113698959351
1312.TW,GRU,Train,0.40392679055259695,0.994516468443643,0.9945045477228683,3.4538533687591553
1312.TW,GRU,Test,0.8510900814396829,0.9299436906895541,0.9268710455443591,3.4538533687591553
1313.TW,LSTM,Train,0.23987754434584943,0.9899601118544432,0.9899382860106485,4.526682376861572
1313.TW,LSTM,Test,1.3293003939779036,0.925178424488451,0.9218967764396988,4.526682376861572
1313.TW,GRU,Train,0.18109953694152717,0.9942775186161229,0.9942650784392014,3.463359832763672
1313.TW,GRU,Test,1.2147901713340756,0.9375139411247123,0.9347733245073752,3.463359832763672
1314.TW,LSTM,Train,0.30197287737948875,0.9955658934442619,0.9955562540821843,4.42779803276062
1314.TW,LSTM,Test,0.43624789013393395,0.9372263523484025,0.9344731221882446,4.42779803276062
1314.TW,GRU,Train,0.30196658569574103,0.9955660780625454,0.9955564391018118,3.466830015182495
1314.TW,GRU,Test,0.44648768306117437,0.934244866762001,0.931360869690159,3.466830015182495
1326.TW,LSTM,Train,1.1983832514892518,0.994816374536107,0.9948051057850986,4.448407411575317
1326.TW,LSTM,Test,1.759227335883762,0.7750275930680544,0.7651603822377059,4.448407411575317
1326.TW,GRU,Train,1.026687586579482,0.9961953146969607,0.9961870436419541,3.4509034156799316
1326.TW,GRU,Test,1.4457107407689587,0.848068409955399,0.8414047437253727,3.4509034156799316
2002.TW,LSTM,Train,0.2702552084213571,0.9778828946088483,0.9778348139449544,4.5639426708221436
2002.TW,LSTM,Test,2.8404830779659536,0.7918804624446791,0.7827524125519019,4.5639426708221436
2002.TW,GRU,Train,0.23173036204108094,0.9837390454887487,0.9837036955876373,3.4453694820404053
2002.TW,GRU,Test,1.688614371364351,0.9264488662346668,0.9232229393151347,3.4453694820404053
2006.TW,LSTM,Train,0.2682720569775147,0.9929664351906962,0.9929511448324151,4.516648054122925
2006.TW,LSTM,Test,2.1886605590113835,0.9284439263801277,0.9253055020985544,4.516648054122925
2006.TW,GRU,Train,0.2603368287091981,0.9933763738660403,0.9933619746787925,3.4414079189300537
2006.TW,GRU,Test,2.8238532751886565,0.8808829414554572,0.8756585090631527,3.4414079189300537
2010.TW,LSTM,Train,0.11499768129763378,0.9905456625797278,0.9905251096722923,4.429356813430786
2010.TW,LSTM,Test,2.7099853074636218,0.6802414544696471,0.6662169568586668,4.429356813430786
2010.TW,GRU,Train,0.10887478219879868,0.991525627637709,0.9915072050890953,3.444017171859741
2010.TW,GRU,Test,1.4880029613403878,0.9035958206174742,0.8993675671357845,3.444017171859741
2014.TW,LSTM,Train,0.25467388315600936,0.9883923705249753,0.9883671365478557,4.443747282028198
2014.TW,LSTM,Test,10.196361595928318,0.5337646410207597,0.5133157217672843,4.443747282028198
2014.TW,GRU,Train,0.22831358495872717,0.9906709319825734,0.9906506513999268,3.4626283645629883
2014.TW,GRU,Test,6.383905510951263,0.8172372712121446,0.8092213620547826,3.4626283645629883
2023.TW,LSTM,Train,0.15692223541611885,0.9902168648732264,0.9901955971881682,4.605900764465332
