split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.8220532430706065,0.9945708852884891,0.9945590828652032,0.7784194787388519,0.9951319336702596,0.9951213509173689
Test,1.5873000582241081,0.949022687231766,0.9467868401805276,1.4742858936118548,0.9560233286784499,0.9540945273046977
