split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.5350370622435825,0.9954240170422427,0.9954140692532041,0.5318017506617595,0.9954791912397596,0.9954693633946287
Test,5.479855144841628,0.8453701851739439,0.8385881757517485,4.416812222559455,0.899544677042063,0.8951387418246096
