split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.2754361270621896,0.9909793963725368,0.9909597863646511,0.24130584610255074,0.9930764395570011,0.9930613883386468
Test,4.522901539518812,0.7884495015667552,0.7791709709337181,4.149632513482157,0.8219266073863336,0.8141163708681903
