split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.2307701160971,0.9875173018260643,0.9874901655256862,0.19939464396083925,0.9906808504746156,0.9906605914539083
Test,2.0596634982549213,0.7770256717788473,0.767246095979674,1.4773727696562742,0.885279101262435,0.8802474828967524
