split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.6494751636184961,0.9950960146004827,0.9950853537626576,0.5873151478218033,0.9959897958996848,0.9959810780646842
Test,19.757054095270313,0.768746938686413,0.7586042605586241,8.80472302704678,0.9540723240053721,0.9520579522512218
