split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.2867513617281188,0.985284138211217,0.9852521472073283,0.23792369781755873,0.9898690504349912,0.989847026631589
Test,11.280092808767757,0.42938902177784655,0.4043622244874012,5.489156437392274,0.864878020998151,0.8589516184103506
