split,RMSE_LSTM,R2 Score_LSTM,Adj R2 Score_LSTM,RMSE_GRU,R2 Score_GRU,Adj R2 Score_GRU
Train,0.46041164467375634,0.9928756113711461,0.992860123569779,0.41654202464578877,0.9941686023922035,0.9941559254408822
Test,0.8740517041627659,0.9261125931068039,0.9228719173658743,0.8598185694960632,0.9284993806106132,0.9253633885321313
