name,lstm_time,gru_time
2603.TW,7.314106702804565,3.4717321395874023
2605.TW,4.520869731903076,3.6768581867218018
2606.TW,4.49512505531311,3.600863456726074
2609.TW,4.6057751178741455,3.6427578926086426
2615.TW,4.261475324630737,3.624588966369629
2617.TW,4.564476728439331,3.6333343982696533
2636.TW,4.687243700027466,3.6760306358337402
2637.TW,4.495029449462891,3.467083215713501
5608.TW,4.276532888412476,3.4803261756896973
5609.TWO,4.4270970821380615,3.3779654502868652
