allTrainRMSE_LSTM,allTestRMSE_LSTM,mseloss_train_LSTM,mseloss_test_LSTM,allTrainRMSE_GRU,allTestRMSE_GRU,mseloss_train_GRU,mseloss_test_GRU
4.72494221808409,3.110938671040949,0.03650100901722908,0.01582321524620056,6.024397203357226,11.921999789443555,0.05933883786201477,0.2323860228061676
4.852710139712987,1.4546340162235947,0.03850175812840462,0.003459547646343708,7.3384403594483,4.23598818296634,0.08804797381162643,0.029337380081415176
4.156750871121028,2.5003713332011395,0.028250092640519142,0.010221647098660469,3.9187485592974824,1.9294515612221679,0.02510768361389637,0.006086667533963919
4.127549279587092,2.5579513558720324,0.027854565531015396,0.010697846300899982,4.185162247551471,3.3808523229815246,0.028637588024139404,0.018688060343265533
3.7243405161549656,1.3158482124368365,0.022678310051560402,0.002830893499776721,4.52147572724605,2.3666914114755433,0.03342505916953087,0.009157882072031498
2.848700940059949,1.3420792328374058,0.0132680032402277,0.0029448838904500008,3.677235557856122,1.0501393906849528,0.02210826799273491,0.0018030417850241065
1.9293629608915555,2.570614411498971,0.006086109671741724,0.010804027318954468,2.4245682046823296,3.4844904995921637,0.009611268527805805,0.01985136605799198
1.8311054029434906,2.5411221176221934,0.005481992848217487,0.01055754441767931,2.333942697065117,5.098785158463052,0.008906196802854538,0.04250551387667656
2.64584592881296,2.1148019561752758,0.011445663869380951,0.00731225311756134,3.016006682755329,4.0789913265793505,0.014872240833938122,0.02720303274691105
1.8435931381481923,1.543753895001768,0.005557020660489798,0.0038964387495070696,2.399535384505284,1.6436220677708144,0.00941382721066475,0.004416881129145622
1.3517052018347921,2.001531491422812,0.0029872790910303593,0.006549929268658161,1.2049140509347858,1.3341236404845207,0.002373690018430352,0.002910073148086667
1.2926062222629229,3.2318671635060787,0.0027317716740071774,0.017077283933758736,1.5946917276029262,2.4787812988644435,0.004157817456871271,0.010045886971056461
1.4554270076448044,4.263860875692445,0.0034633215982466936,0.02972472459077835,2.285334653492698,2.1522290983316164,0.008539087139070034,0.007573364302515984
1.6906508241045548,4.631745651430032,0.004673257935792208,0.03507528454065323,2.1328587789020976,0.915414283383554,0.0074376557022333145,0.0013700840063393116
1.7045067597823356,4.40360543179679,0.004750172607600689,0.031705062836408615,1.3640716360164187,1.841235304784823,0.003042189171537757,0.005542815197259188
1.4599797174272908,3.9523869605792936,0.0034850221127271652,0.025540579110383987,0.9404462929722303,3.4450582466682635,0.0014460382517427206,0.019404614344239235
1.1567923845976997,3.6898255854379007,0.002187876496464014,0.022259915247559547,1.4509589345787786,4.0426545394205595,0.0034420888405293226,0.026720533147454262
0.9620883532019086,3.8805707450781197,0.0015133584383875132,0.024620847776532173,1.5907755752370836,3.5947355826258742,0.00413742009550333,0.021127384155988693
0.9079242893533326,4.486441212658277,0.0013477555476129055,0.0329090841114521,1.1676956418811266,2.645638306005493,0.0022293138317763805,0.011443865485489368
1.0382698305304288,5.096103990197438,0.001762512605637312,0.04246081784367561,0.7951192774753375,1.7647646943277806,0.0010336569976061583,0.005091965664178133
1.247772950869545,5.2138257579654335,0.002545557450503111,0.04444519057869911,1.0692472516912674,1.2870268498593613,0.0018692535813897848,0.0027082394808530807
1.2544272698049925,4.846290561997259,0.0025727804750204086,0.03839995339512825,1.3669446893063164,1.278383444326525,0.0030550179071724415,0.002671985886991024
1.057102236510435,4.39039127908847,0.0018270303262397647,0.03151506930589676,1.3419439909797868,1.6908355525368681,0.0029442908708006144,0.004674278665333986
0.8830438496425534,4.162756623843218,0.0012749007437378168,0.028331777080893517,1.013445760979685,2.3991529161916705,0.0016792406095191836,0.009410824626684189
0.8332368238513509,4.224610052227754,0.0011351382127031684,0.02917998842895031,0.644177380144154,3.117556595521842,0.0006784578436054289,0.015890607610344887
0.8563440452218526,4.446412927421673,0.0011989704798907042,0.03232446685433388,0.7584139216922832,3.4860880793147957,0.0009404255542904139,0.019869571551680565
0.9255847641920746,4.622314498257424,0.001400697510689497,0.034932591021060944,1.0284528076367971,3.2867867395882566,0.001729340641759336,0.017662610858678818
