allTrainRMSE_LSTM,allTestRMSE_LSTM,mseloss_train_LSTM,mseloss_test_LSTM,allTrainRMSE_GRU,allTestRMSE_GRU,mseloss_train_GRU,mseloss_test_GRU
2.1403113365086632,22.11900325909333,0.0048630633391439915,0.5193821787834167,12.57508819124455,6.110190724893952,0.16787190735340118,0.03963378071784973
10.849728038561251,14.465852715114675,0.12496649473905563,0.2221488505601883,8.611380175690389,16.880184027224608,0.07872296869754791,0.3024894893169403
3.5879190658746194,10.041879696518748,0.013665994629263878,0.1070498377084732,6.027002924481535,15.425782239174444,0.03856193274259567,0.25260987877845764
2.4475186179897577,9.32683632286195,0.006359280552715063,0.0923473984003067,5.298134983058289,9.991372392110707,0.029799021780490875,0.1059756875038147
3.22905968929823,9.74806350648501,0.01106899231672287,0.10087711364030838,1.8890130603716424,7.420206946600014,0.0037881392054259777,0.05845046788454056
2.828010093082832,10.367959448699768,0.008490199223160744,0.11411495506763458,4.683354286518037,7.901594034968959,0.023284664377570152,0.06628044694662094
2.2767780314510877,11.008938365618562,0.0055029732175171375,0.12866097688674927,4.088354150962988,10.25941258405296,0.01774406060576439,0.11173802614212036
1.9096175918430411,11.60872634985511,0.003871228778734803,0.1430622786283493,1.8675776756300442,13.073160156576227,0.0037026559002697468,0.18143334984779358
1.8326093009836766,12.08654097152076,0.0035652979277074337,0.15508149564266205,2.9689597607844447,13.919028319722408,0.009357599541544914,0.20567135512828827
1.9653946273028438,12.341987735161739,0.0041006761603057384,0.16170603036880493,3.698134653176504,12.850551465740013,0.014518488198518753,0.17530709505081177
2.09750382706085,12.371664811574913,0.00467047980055213,0.16248461604118347,2.659147948132746,11.079411742641767,0.007506559137254953,0.13031348586082458
2.117710963777809,12.241439007710335,0.004760903771966696,0.15908195078372955,1.7564756608205687,9.684966512847655,0.003275218652561307,0.09957543760538101
2.0462212137237663,12.02191957604811,0.004444891586899757,0.15342764556407928,2.552870357893049,9.25530317719822,0.006918525788933039,0.09093630313873291
1.9428692530306686,11.768936805640356,0.004007219336926937,0.1470382958650589,3.0101863856605315,9.625803728110675,0.00961928442120552,0.09836260229349136
1.8572177072783884,11.522099366162008,0.0036616900470107794,0.14093512296676636,2.6144975645630657,10.541173589179103,0.007256586570292711,0.11795976758003235
1.8123668095552068,11.306704221998979,0.0034869692754000425,0.135715052485466,1.8846443097695977,11.653329109988404,0.00377063755877316,0.14416374266147614
1.8066098762163705,11.13575173644958,0.003464852226898074,0.1316421926021576,1.8371566944813158,12.443578107136164,0.0035830135457217693,0.1643790751695633
1.824990674870326,11.012877815684833,0.003535715863108635,0.12875309586524963,2.3515221475072874,12.55260050909833,0.005870217457413673,0.16727203130722046
1.8510632707075345,10.936139703356396,0.0036374619230628014,0.1269650161266327,2.472935761718386,12.0573029860683,0.006492047104984522,0.15433211624622345
1.872904178406605,10.901066551174019,0.0037238062359392643,0.1261519491672516,2.103532286341571,11.252547590235192,0.004697366151958704,0.1344180852174759
1.8842467231170312,10.902208688925148,0.0037690470926463604,0.12617839872837067,1.7165151458214258,10.48239439947722,0.0031278885435312986,0.11664789915084839
1.8835509185794446,10.933662482478674,0.0037662633694708347,0.12690751254558563,1.8071587886571159,10.003433401066372,0.003466958412900567,0.1062316969037056
1.8726119410588689,10.989224791742023,0.003722644643858075,0.12820060551166534,2.088743800959357,9.917945672482013,0.0046315486542880535,0.10442378371953964
1.8552022320923531,11.06248758606295,0.0036537472624331713,0.12991568446159363,2.1256445860752535,10.195678049600884,0.00479664234444499,0.11035402119159698
1.8358340619755755,11.14694792026103,0.0035778561141341925,0.13190703094005585,1.879471342955699,10.708460548525915,0.0037499673198908567,0.12173348665237427
1.8186728497164228,11.236148020512509,0.0035112774930894375,0.13402657210826874,1.6284980536903977,11.257123599129319,0.0028153376188129187,0.13452742993831635
