name,modelname,split,RMSE,R2 Score,Adj R2 Score,time
1301.TW,LSTM,Train,0.8968620751277022,0.9968288562306273,0.9965456113476352,18.874626636505127
1301.TW,LSTM,Test,2.52517659164666,0.7860581570996437,1.3637011329306057,18.874626636505127
1301.TW,GRU,Train,0.980463673855837,0.9962101011340986,0.9958715893733919,6.165015459060669
1301.TW,GRU,Test,2.437273552964205,0.8006938106654712,1.338820521868699,6.165015459060669
1303.TW,LSTM,Train,1.6340424500207602,0.9785485929056252,0.9766325645781976,8.28965163230896
1303.TW,LSTM,Test,2.873456789567017,0.8329416287534931,1.2839992311190618,8.28965163230896
1303.TW,GRU,Train,0.8310172479356714,0.9944518372207275,0.9939562782579285,6.324420213699341
1303.TW,GRU,Test,4.038433210392343,0.670022201691294,1.5609622571248,6.324420213699341
1304.TW,LSTM,Train,0.26990209857574265,0.990212596710682,0.9893383910293582,8.247852563858032
1304.TW,LSTM,Test,7.790139142068209,-0.3536749873641398,3.3012474785190378,8.247852563858032
1304.TW,GRU,Train,0.28107346186384546,0.9893856194156835,0.98843754856009,6.329400539398193
1304.TW,GRU,Test,8.006894002202102,-0.43005293281497825,3.431089985785463,6.329400539398193
1305.TW,LSTM,Train,0.31821831696657016,0.9975561964137073,0.9973379171708863,8.278538227081299
1305.TW,LSTM,Test,6.301716271001502,-0.11616029030899355,2.8974724935252887,8.278538227081299
1305.TW,GRU,Train,0.38143113086001446,0.9964888597221118,0.9961752465309394,6.384273052215576
1305.TW,GRU,Test,6.8119951813569335,-0.3042398503862964,3.2172077456567036,6.384273052215576
1308.TW,LSTM,Train,0.27374894252990906,0.9864333841309784,0.9852216211823748,8.242529153823853
1308.TW,LSTM,Test,2.983885080758121,0.6488651151567415,1.5969293042335395,8.242529153823853
1308.TW,GRU,Train,0.3319448021940452,0.9800520440923285,0.9782703032291197,6.3549792766571045
1308.TW,GRU,Test,3.4505681717222507,0.530440105553421,1.7982518205591842,6.3549792766571045
1309.TW,LSTM,Train,0.2977345846631351,0.995292445986584,0.9948719697538166,8.324805736541748
1309.TW,LSTM,Test,6.717132799556296,-0.504251344439451,3.5572272855470666,8.324805736541748
1309.TW,GRU,Train,0.33392423791055154,0.9940784876009243,0.9935495812476988,6.3328986167907715
1309.TW,GRU,Test,7.534629221946295,-0.8926762299978561,4.217549590996356,6.3328986167907715
1312.TW,LSTM,Train,0.37298745286231,0.9953243349488986,0.9949067070213664,8.423698425292969
1312.TW,LSTM,Test,0.7908386032389831,0.9395116259043489,1.102830235962607,8.423698425292969
1312.TW,GRU,Train,0.3958229598978253,0.9947342898481278,0.994263959404506,6.294146299362183
1312.TW,GRU,Test,0.8359334000816697,0.9324166773307974,1.1148916485376446,6.294146299362183
1313.TW,LSTM,Train,0.20600322785904063,0.9925954659653445,0.9919340969045932,8.29891324043274
1313.TW,LSTM,Test,6.083235369725272,-0.5669308117236189,3.663782379930152,8.29891324043274
1313.TW,GRU,Train,0.19171857653534619,0.9935867509682916,0.9930139229593158,6.3936357498168945
1313.TW,GRU,Test,6.139208137569248,-0.5958986516912566,3.713027707875136,6.3936357498168945
1314.TW,LSTM,Train,0.27251369553455923,0.9963888383798906,0.9960662913353723,8.320220947265625
1314.TW,LSTM,Test,0.47554924606000365,0.9254063785516908,1.1268091564621256,8.320220947265625
1314.TW,GRU,Train,0.28053458936619585,0.9961731355010002,0.9958313219895111,6.327075481414795
1314.TW,GRU,Test,0.566870479418511,0.8940067153311422,1.1801885839370583,6.327075481414795
1326.TW,LSTM,Train,0.9833346424794508,0.9965098441111343,0.9961981052344823,8.523522853851318
1326.TW,LSTM,Test,1.7408122292434416,0.7797128465129577,1.374488160927972,8.523522853851318
1326.TW,GRU,Train,1.0030815804374733,0.9963682609574034,0.9960438759484002,6.238859176635742
1326.TW,GRU,Test,1.6736773464168826,0.796376098999548,1.3461606317007684,6.238859176635742
2002.TW,LSTM,Train,0.21126282294704454,0.9864846804649371,0.9852774992777316,8.244948148727417
2002.TW,LSTM,Test,7.626510220414698,-0.5003070259044862,3.5505219440376266,8.244948148727417
2002.TW,GRU,Train,0.2271158596828133,0.9843802131389164,0.9829850620440465,6.300561189651489
2002.TW,GRU,Test,7.6719172645538976,-0.5182253952413811,3.580983171910348,6.300561189651489
2006.TW,LSTM,Train,0.2414958984923125,0.9943004036199221,0.9937913186880531,8.203383922576904
2006.TW,LSTM,Test,8.402799103624869,-0.05472120506015021,2.7930260486022553,8.203383922576904
2006.TW,GRU,Train,0.2664370605685257,0.9930623270544046,0.9924426577790182,6.172863721847534
2006.TW,GRU,Test,10.230457563710951,-0.5634349542453407,3.657839422217079,6.172863721847534
2010.TW,LSTM,Train,0.10323659158581355,0.9923806101791212,0.9917000503132676,8.382250547409058
2010.TW,LSTM,Test,5.197453704378257,-0.17616856901586764,2.999486567326975,8.382250547409058
2010.TW,GRU,Train,0.11111898604399637,0.9911726684134996,0.990384215828505,6.245114088058472
2010.TW,GRU,Test,5.0999351347743875,-0.13244625657178832,2.92515863617204,6.245114088058472
2014.TW,LSTM,Train,0.2255927988965781,0.9908919547921862,0.9900784290151178,8.308532476425171
2014.TW,LSTM,Test,19.040175676577196,-0.6257608370026684,3.763793422904536,8.308532476425171
2014.TW,GRU,Train,0.2828701824565216,0.9856797995943613,0.9844007268738197,6.234567165374756
2014.TW,GRU,Test,18.54412692888742,-0.5421533177392885,3.6216606401567906,6.234567165374756
2023.TW,LSTM,Train,0.1354436816876283,0.9927116933666463,0.99206070567586,8.272905588150024
