Date,Price,Open,High,Low,Vol.,Change %
2018-08-24,"13,430.00","13,260.00","13,475.00","13,220.00",-,1.44%
2018-08-23,"13,240.00","13,575.00","13,575.00","13,190.00",-,-2.54%
2018-08-22,"13,585.00","13,552.50","13,740.00","13,470.00",-,0.20%
2018-08-21,"13,557.50","13,655.00","13,772.50","13,512.50",-,-0.31%
2018-08-20,"13,600.00","13,625.00","13,847.50","13,492.50",-,0.35%
2018-08-17,"13,552.50","13,335.00","13,625.00","13,202.50",-,1.67%
2018-08-16,"13,330.00","12,927.50","13,457.50","12,835.00",-,3.45%
2018-08-15,"12,885.00","13,430.00","13,465.00","12,770.00",-,-4.06%
2018-08-14,"13,430.00","13,527.50","13,605.00","13,382.50",-,-0.74%
2018-08-13,"13,530.00","13,765.00","13,895.00","13,470.00",-,-2.05%
2018-08-10,"13,812.50","13,857.50","13,992.50","13,625.00",-,-0.41%
2018-08-09,"13,870.00","14,022.50","14,140.00","13,845.00",-,-1.14%
2018-08-08,"14,030.00","13,867.50","14,055.00","13,842.50",-,1.14%
2018-08-07,"13,872.50","13,717.50","13,922.50","13,602.50",-,1.35%
2018-08-06,"13,687.50","13,502.50","13,730.00","13,305.00",-,1.28%
2018-08-03,"13,515.00","13,350.00","13,562.50","13,085.00",-,1.27%
2018-08-02,"13,345.00","13,407.50","13,560.00","13,275.00",-,-0.34%
2018-08-01,"13,390.00","13,992.50","14,072.50","13,365.00",-,-4.87%
2018-07-31,"14,075.00","13,877.50","14,115.00","13,805.00",-,1.30%
2018-07-30,"13,895.00","13,825.00","13,897.50","13,660.00",-,0.82%
2018-07-27,"13,782.50","13,737.50","13,887.50","13,672.50",-,-0.11%
2018-07-26,"13,797.50","13,802.50","13,840.00","13,610.00",-,0.60%
2018-07-25,"13,715.00","13,622.50","13,835.00","13,565.00",-,0.77%
2018-07-24,"13,610.00","13,355.00","13,770.00","13,277.50",-,1.78%
2018-07-23,"13,372.50","13,590.00","13,642.50","13,355.00",-,-1.05%
2018-07-20,"13,515.00","13,462.50","13,632.50","13,310.00",-,0.67%
2018-07-19,"13,425.00","13,670.00","13,780.00","13,225.00",-,-1.76%
2018-07-18,"13,665.00","13,527.50","13,697.50","13,322.50",-,0.90%
2018-07-17,"13,542.50","13,640.00","13,762.50","13,477.50",-,-0.70%
2018-07-16,"13,637.50","13,985.00","14,055.00","13,607.50",-,-2.36%
2018-07-13,"13,967.50","14,247.50","14,287.50","13,915.00",-,-1.88%
2018-07-12,"14,235.00","13,947.50","14,397.50","13,882.50",-,2.06%
2018-07-11,"13,947.50","14,105.00","14,105.00","13,567.50",-,-1.59%
2018-07-10,"14,172.50","14,135.00","14,277.50","14,005.00",-,0.75%
2018-07-09,"14,067.50","13,972.50","14,237.50","13,972.50",-,0.77%
2018-07-06,"13,960.00","14,207.50","14,250.00","13,862.50",-,-1.74%
2018-07-05,"14,207.50","14,145.00","14,357.50","14,042.50",-,0.53%
2018-07-04,"14,132.50","14,355.00","14,480.00","13,995.00",-,-1.43%
2018-07-03,"14,337.50","14,580.00","14,747.50","14,332.50",-,-1.63%
2018-07-02,"14,575.00","14,907.50","14,940.00","14,525.00",-,-2.51%
2018-06-29,"14,950.00","14,795.00","15,090.00","14,760.00",-,1.15%
2018-06-28,"14,780.00","14,827.50","15,015.00","14,722.50",-,-0.61%
2018-06-27,"14,870.00","14,895.00","15,020.00","14,517.50",-,-0.18%
2018-06-26,"14,897.50","14,780.00","14,912.50","14,557.50",-,0.76%
2018-06-25,"14,785.00","15,375.00","15,412.50","14,730.00",-,-3.81%
2018-06-22,"15,370.00","15,077.50","15,390.00","14,980.00",-,1.94%
2018-06-21,"15,077.50","14,962.50","15,192.50","14,917.50",-,0.79%
2018-06-20,"14,960.00","14,705.00","15,025.00","14,697.50",-,1.54%
2018-06-19,"14,732.50","14,995.00","15,055.00","14,595.00",-,-1.67%
2018-06-18,"14,982.50","15,165.00","15,332.50","14,932.50",-,-1.24%
2018-06-15,"15,170.00","15,255.00","15,402.50","15,102.50",-,-0.75%
2018-06-14,"15,285.00","15,687.50","15,702.50","15,110.00",-,-2.36%
2018-06-13,"15,655.00","15,272.50","15,712.50","15,172.50",-,2.59%
2018-06-12,"15,260.00","15,265.00","15,390.00","15,157.50",-,0.00%
2018-06-11,"15,260.00","15,462.50","15,542.50","15,252.50",-,-1.29%
2018-06-08,"15,460.00","15,410.00","15,517.50","15,277.50",-,0.34%
2018-06-07,"15,407.50","15,647.50","15,837.50","15,365.00",-,-1.46%
2018-06-06,"15,635.00","15,762.50","15,840.00","15,622.50",-,-0.78%
2018-06-05,"15,757.50","15,492.50","15,810.00","15,255.00",-,1.69%
2018-06-04,"15,495.00","15,392.50","15,517.50","15,247.50",-,0.55%
2018-06-01,"15,410.00","15,300.00","15,677.50","15,117.50",-,0.77%
2018-05-31,"15,292.50","15,082.50","15,362.50","15,070.00",-,1.46%
2018-05-30,"15,072.50","14,825.00","15,187.50","14,692.50",-,1.55%
2018-05-29,"14,842.50","14,860.00","15,017.50","14,780.00",-,0.76%
2018-05-25,"14,730.00","14,890.00","15,055.00","14,687.50",-,-1.09%
2018-05-24,"14,892.50","14,610.00","14,937.50","14,530.00",-,1.99%
2018-05-23,"14,602.50","14,795.00","14,800.00","14,447.50",-,-1.45%
2018-05-22,"14,817.50","14,727.50","14,835.00","14,562.50",-,0.59%
2018-05-21,"14,730.00","14,687.50","14,737.50","14,542.50",-,0.67%
2018-05-18,"14,632.50","14,602.50","14,872.50","14,585.00",-,0.26%
2018-05-17,"14,595.00","14,460.00","14,737.50","14,455.00",-,1.02%
2018-05-16,"14,447.50","14,477.50","14,630.00","14,362.50",-,-0.14%
2018-05-15,"14,467.50","14,455.00","14,660.00","14,210.00",-,0.00%
2018-05-14,"14,467.50","14,035.00","14,512.50","14,035.00",-,3.03%
2018-05-11,"14,042.50","13,877.50","14,127.50","13,797.50",-,1.37%
2018-05-10,"13,852.50","13,915.00","13,950.00","13,795.00",-,-0.61%
2018-05-09,"13,937.50","13,935.00","13,942.50","13,767.50",-,0.22%
2018-05-08,"13,907.50","13,945.00","14,115.00","13,745.00",-,-0.43%
2018-05-04,"13,967.50","13,907.50","14,065.00","13,812.50",-,0.45%
2018-05-03,"13,905.00","13,927.50","14,195.00","13,772.50",-,-0.27%
2018-05-02,"13,942.50","13,767.50","14,042.50","13,767.50",-,1.14%
2018-05-01,"13,785.00","13,685.00","13,827.50","13,557.50",-,0.80%
2018-04-30,"13,675.00","13,827.50","13,945.00","13,672.50",-,-1.37%
2018-04-27,"13,865.00","14,277.50","14,305.00","13,807.50",-,-2.97%
2018-04-26,"14,290.00","14,167.50","14,297.50","13,925.00",-,0.81%
2018-04-25,"14,175.00","14,092.50","14,240.00","13,950.00",-,0.67%
2018-04-24,"14,080.00","14,230.00","14,440.00","14,035.00",-,-1.42%
2018-04-23,"14,282.50","14,857.50","14,875.00","13,835.00",-,-3.82%
2018-04-20,"14,850.00","15,050.00","15,242.50","14,527.50",-,-1.48%
2018-04-19,"15,072.50","15,317.50","16,687.50","14,817.50",-,-1.44%
2018-04-18,"15,292.50","14,300.00","15,865.00","14,205.00",-,6.85%
2018-04-17,"14,312.50","14,165.00","14,322.50","13,880.00",-,0.85%
2018-04-16,"14,192.50","13,947.50","14,372.50","13,860.00",-,2.09%
2018-04-13,"13,902.50","13,777.50","14,077.50","13,702.50",-,0.96%
2018-04-12,"13,770.00","13,820.00","13,850.00","13,520.00",-,-0.38%
2018-04-11,"13,822.50","13,735.00","13,900.00","13,565.00",-,0.67%
2018-04-10,"13,730.00","13,447.50","13,785.00","13,402.50",-,1.99%
2018-04-09,"13,462.50","13,307.50","13,505.00","13,097.50",-,1.51%
2018-04-06,"13,262.50","13,272.50","13,320.00","12,942.50",-,-0.56%
2018-04-05,"13,337.50","13,197.50","13,482.50","13,195.00",-,1.29%
2018-04-04,"13,167.50","13,525.00","13,535.00","12,997.50",-,-2.43%
2018-04-03,"13,495.00","13,462.50","13,642.50","13,415.00",-,0.86%
2018-03-29,"13,380.00","13,042.50","13,407.50","13,017.50",-,2.65%
2018-03-28,"13,035.00","12,965.00","13,137.50","12,877.50",-,0.52%
2018-03-27,"12,967.50","13,027.50","13,215.00","12,930.00",-,-0.27%
2018-03-26,"13,002.50","12,937.50","13,090.00","12,820.00",-,0.12%
2018-03-23,"12,987.50","13,105.00","13,265.00","12,902.50",-,-1.31%
2018-03-22,"13,160.00","13,555.00","13,662.50","13,060.00",-,-2.59%
2018-03-21,"13,510.00","13,475.00","13,570.00","13,217.50",-,0.39%
2018-03-20,"13,457.50","13,500.00","13,610.00","13,382.50",-,-0.11%
2018-03-19,"13,472.50","13,555.00","13,572.50","13,360.00",-,-0.90%
2018-03-16,"13,595.00","13,585.00","13,785.00","13,515.00",-,-0.06%
2018-03-15,"13,602.50","13,810.00","13,845.00","13,527.50",-,-1.40%
2018-03-14,"13,795.00","13,837.50","14,027.50","13,765.00",-,-0.63%
2018-03-13,"13,882.50","13,747.50","13,922.50","13,617.50",-,1.39%
2018-03-12,"13,692.50","13,815.00","13,840.00","13,647.50",-,-0.92%
2018-03-09,"13,820.00","13,230.00","13,897.50","13,120.00",-,4.64%
2018-03-08,"13,207.50","13,557.50","13,567.50","13,140.00",-,-2.46%
2018-03-07,"13,540.00","13,597.50","13,615.00","13,347.50",-,-0.68%
2018-03-06,"13,632.50","13,452.50","13,707.50","13,402.50",-,1.62%
2018-03-05,"13,415.00","13,485.00","13,522.50","13,222.50",-,-0.57%
2018-03-02,"13,492.50","13,467.50","13,515.00","13,307.50",-,0.77%
2018-03-01,"13,390.00","13,732.50","13,825.00","13,305.00",-,-2.53%
2018-02-28,"13,737.50","13,800.00","13,882.50","13,730.00",-,-0.72%
2018-02-27,"13,837.50","13,920.00","14,030.00","13,705.00",-,-0.70%
2018-02-26,"13,935.00","13,810.00","14,060.00","13,670.00",-,1.46%
2018-02-23,"13,735.00","13,770.00","13,865.00","13,675.00",-,-0.63%
2018-02-22,"13,822.50","13,592.50","13,840.00","13,385.00",-,0.33%
2018-02-21,"13,777.50","13,602.50","13,935.00","13,410.00",-,1.81%
2018-02-20,"13,532.50","13,640.00","13,795.00","13,467.50",-,-0.90%
2018-02-19,"13,655.00","13,722.50","13,860.00","13,575.00",-,-0.15%
2018-02-16,"13,675.00","14,102.50","14,237.50","13,660.00",-,-3.34%
2018-02-15,"14,147.50","13,940.00","14,417.50","13,940.00",-,1.07%
2018-02-14,"13,997.50","13,455.00","14,132.50","13,412.50",-,4.19%
2018-02-13,"13,435.00","13,100.00","13,562.50","13,082.50",-,2.48%
2018-02-12,"13,110.00","13,042.50","13,160.00","12,967.50",-,1.24%
2018-02-09,"12,950.00","13,095.00","13,112.50","12,790.00",-,-1.67%
2018-02-08,"13,170.00","13,220.00","13,320.00","12,877.50",-,-0.04%
2018-02-07,"13,175.00","13,517.50","13,712.50","13,155.00",-,-1.27%
2018-02-06,"13,345.00","13,565.00","13,565.00","13,257.50",-,-2.41%
2018-02-05,"13,675.00","13,455.00","13,817.50","13,300.00",-,1.20%
2018-02-02,"13,512.50","13,962.50","13,975.00","13,190.00",-,-3.19%
2018-02-01,"13,957.50","13,535.00","14,027.50","13,427.50",-,3.48%
2018-01-31,"13,487.50","13,387.50","13,622.50","13,345.00",-,0.71%
2018-01-30,"13,392.50","13,827.50","13,912.50","13,300.00",-,-3.25%
2018-01-29,"13,842.50","13,685.00","14,052.50","13,685.00",-,1.54%
2018-01-26,"13,632.50","13,597.50","13,827.50","13,537.50",-,-0.49%
2018-01-25,"13,700.00","13,505.00","13,910.00","13,460.00",-,1.24%
2018-01-24,"13,532.50","12,850.00","13,660.00","12,725.00",-,5.54%
2018-01-23,"12,822.50","12,747.50","12,897.50","12,582.50",-,0.69%
2018-01-22,"12,735.00","12,685.00","12,840.00","12,647.50",-,0.37%
2018-01-19,"12,687.50","12,495.00","12,745.00","12,360.00",-,1.81%
2018-01-18,"12,462.50","12,410.00","12,595.00","12,380.00",-,0.38%
2018-01-17,"12,415.00","12,562.50","12,595.00","12,382.50",-,-1.10%
2018-01-16,"12,552.50","12,862.50","12,870.00","12,192.50",-,-2.56%
2018-01-15,"12,882.50","12,725.00","12,977.50","12,710.00",-,1.74%
2018-01-12,"12,662.50","12,642.50","12,737.50","12,560.00",-,0.36%
2018-01-11,"12,617.50","12,867.50","12,897.50","12,585.00",-,-1.96%
2018-01-10,"12,870.00","12,655.00","13,192.50","12,650.00",-,1.62%
2018-01-09,"12,665.00","12,577.50","12,780.00","12,517.50",-,0.68%
2018-01-08,"12,580.00","12,542.50","12,662.50","12,350.00",-,0.26%
2018-01-05,"12,547.50","12,635.00","12,667.50","12,435.00",-,-0.75%
2018-01-04,"12,642.50","12,427.50","12,712.50","12,372.50",-,1.57%
2018-01-03,"12,447.50","12,625.00","12,632.50","12,352.50",-,-1.60%
2018-01-02,"12,650.00","12,557.50","12,835.00","12,477.50",-,-0.02%
2017-12-29,"12,652.50","12,297.50","12,945.00","12,160.00",-,2.43%
2017-12-28,"12,352.50","12,065.00","12,417.50","11,952.50",-,2.40%
2017-12-27,"12,062.50","12,010.00","12,082.50","11,815.00",-,-0.14%
2017-12-22,"12,080.00","12,047.50","12,222.50","11,935.00",-,-0.02%
2017-12-21,"12,082.50","12,000.00","12,102.50","11,862.50",-,0.58%
2017-12-20,"12,012.50","11,765.00","12,110.00","11,710.00",-,2.08%
2017-12-19,"11,767.50","11,807.50","11,827.50","11,660.00",-,-0.40%
2017-12-18,"11,815.00","11,570.00","11,847.50","11,487.50",-,2.14%
2017-12-15,"11,567.50","11,182.50","11,627.50","11,152.50",-,3.35%
2017-12-14,"11,192.50","11,145.00","11,320.00","11,035.00",-,0.88%
2017-12-13,"11,095.00","11,107.50","11,222.50","11,082.50",-,-0.11%
2017-12-12,"11,107.50","11,182.50","11,225.00","10,980.00",-,-0.94%
2017-12-11,"11,212.50","10,950.00","11,232.50","10,845.00",-,2.40%
2017-12-08,"10,950.00","10,985.00","11,137.50","10,875.00",-,-0.48%
2017-12-07,"11,002.50","10,827.50","11,032.50","10,742.50",-,1.66%
2017-12-06,"10,822.50","10,897.50","10,927.50","10,757.50",-,-0.78%
2017-12-05,"10,907.50","11,365.00","11,380.00","10,867.50",-,-4.17%
2017-12-04,"11,382.50","11,342.50","11,467.50","11,277.50",-,0.60%
2017-12-01,"11,315.00","11,172.50","11,425.00","10,942.50",-,1.55%
2017-11-30,"11,142.50","11,420.00","11,442.50","11,112.50",-,-2.52%
2017-11-29,"11,430.00","11,362.50","11,497.50","11,285.00",-,0.44%
2017-11-28,"11,380.00","11,602.50","11,642.50","11,267.50",-,-1.79%
2017-11-27,"11,587.50","11,995.00","12,020.00","11,577.50",-,-3.70%
2017-11-24,"12,032.50","11,925.00","12,095.00","11,895.00",-,0.96%
2017-11-23,"11,917.50","11,877.50","11,942.50","11,660.00",-,0.51%
2017-11-22,"11,857.50","11,792.50","11,945.00","11,660.00",-,0.04%
2017-11-21,"11,852.50","11,667.50","11,877.50","11,612.50",-,1.56%
2017-11-20,"11,670.00","11,582.50","11,707.50","11,452.50",-,0.63%
2017-11-17,"11,597.50","11,447.50","11,635.00","11,425.00",-,1.84%
2017-11-16,"11,387.50","11,665.00","11,752.50","11,320.00",-,-2.27%
2017-11-15,"11,652.50","11,847.50","11,852.50","11,472.50",-,-1.27%
2017-11-14,"11,802.50","12,487.50","12,580.00","11,760.00",-,-5.56%
2017-11-13,"12,497.50","12,137.50","12,547.50","12,135.00",-,3.31%
2017-11-10,"12,097.50","12,307.50","12,447.50","12,072.50",-,-1.55%
2017-11-09,"12,287.50","12,660.00","12,680.00","12,190.00",-,-3.23%
2017-11-08,"12,697.50","12,647.50","12,722.50","12,522.50",-,0.32%
2017-11-07,"12,657.50","12,922.50","12,930.00","12,542.50",-,-2.24%
2017-11-06,"12,947.50","12,732.50","12,967.50","12,665.00",-,1.93%
2017-11-03,"12,702.50","12,617.50","12,792.50","12,517.50",-,1.11%
2017-11-02,"12,562.50","12,727.50","12,915.00","12,367.50",-,-1.18%
2017-11-01,"12,712.50","12,497.50","13,032.50","12,497.50",-,2.33%
2017-10-31,"12,422.50","11,592.50","12,560.00","11,555.00",-,6.65%
2017-10-30,"11,647.50","11,577.50","11,687.50","11,460.00",-,0.65%
2017-10-27,"11,572.50","11,752.50","11,752.50","11,355.00",-,-1.59%
2017-10-26,"11,760.00","11,857.50","11,975.00","11,645.00",-,-0.80%
2017-10-25,"11,855.00","12,032.50","12,085.00","11,792.50",-,-1.52%
2017-10-24,"12,037.50","11,892.50","12,082.50","11,880.00",-,1.11%
2017-10-23,"11,905.00","11,715.00","11,927.50","11,665.00",-,1.43%
2017-10-20,"11,737.50","11,767.50","12,162.50","11,650.00",-,-0.25%
2017-10-19,"11,767.50","11,632.50","11,790.00","11,582.50",-,1.18%
2017-10-18,"11,630.00","11,765.00","11,857.50","11,597.50",-,-1.17%
2017-10-17,"11,767.50","11,865.00","11,892.50","11,612.50",-,-0.88%
2017-10-16,"11,872.50","11,705.00","11,927.50","11,582.50",-,1.34%
2017-10-13,"11,715.00","11,415.00","11,742.50","11,367.50",-,2.70%
2017-10-12,"11,407.50","11,200.00","11,425.00","11,137.50",-,2.01%
2017-10-11,"11,182.50","11,027.50","11,240.00","10,887.50",-,1.36%
2017-10-10,"11,032.50","10,995.00","11,052.50","10,830.00",-,0.36%
2017-10-09,"10,992.50","10,577.50","11,012.50","10,562.50",-,3.90%
2017-10-06,"10,580.00","10,590.00","10,692.50","10,512.50",-,0.05%
2017-10-05,"10,575.00","10,607.50","10,702.50","10,517.50",-,0.07%
2017-10-04,"10,567.50","10,740.00","10,840.00","10,567.50",-,-1.54%
2017-10-03,"10,732.50","10,457.50","10,775.00","10,430.00",-,2.70%
2017-10-02,"10,450.00","10,547.50","10,595.00","10,272.50",-,-0.71%
2017-09-29,"10,525.00","10,455.00","10,832.50","10,372.50",-,0.65%
2017-09-28,"10,457.50","10,295.00","10,522.50","10,230.00",-,1.75%
2017-09-27,"10,277.50","10,455.00","10,617.50","10,212.50",-,-1.72%
2017-09-26,"10,457.50","10,625.00","10,680.00","10,412.50",-,-1.46%
2017-09-25,"10,612.50","10,622.50","10,652.50","10,442.50",-,-0.19%
2017-09-22,"10,632.50","10,722.50","10,825.00","10,432.50",-,-0.79%
2017-09-21,"10,717.50","11,342.50","11,352.50","10,622.50",-,-5.70%
2017-09-20,"11,365.00","11,147.50","11,482.50","11,145.00",-,2.07%
2017-09-19,"11,135.00","11,212.50","11,237.50","10,877.50",-,-0.31%
2017-09-18,"11,170.00","11,150.00","11,260.00","11,060.00",-,0.40%
2017-09-15,"11,125.00","11,222.50","11,267.50","10,850.00",-,-0.71%
2017-09-14,"11,205.00","11,422.50","11,517.50","11,115.00",-,-1.99%
2017-09-13,"11,432.50","11,915.00","11,972.50","11,337.50",-,-4.09%
2017-09-12,"11,920.00","11,845.00","11,972.50","11,587.50",-,0.74%
2017-09-11,"11,832.50","11,492.50","11,837.50","11,442.50",-,3.00%
2017-09-08,"11,487.50","12,292.50","12,367.50","11,470.00",-,-5.72%
2017-09-07,"12,185.00","12,217.50","12,315.00","12,007.50",-,-0.51%
2017-09-06,"12,247.50","11,977.50","12,252.50","11,907.50",-,2.19%
2017-09-05,"11,985.00","12,260.00","12,320.00","11,920.00",-,-2.38%
2017-09-04,"12,277.50","12,145.00","12,380.00","12,117.50",-,1.15%
2017-09-01,"12,137.50","11,780.00","12,147.50","11,750.00",-,3.03%
2017-08-31,"11,780.00","11,597.50","11,812.50","11,592.50",-,1.49%
2017-08-30,"11,607.50","11,712.50","11,792.50","11,562.50",-,-1.02%
2017-08-29,"11,727.50","11,727.50","11,887.50","11,602.50",-,2.33%
2017-08-25,"11,460.00","11,730.00","11,735.00","11,395.00",-,-2.39%
2017-08-24,"11,740.00","11,765.00","11,782.50","11,610.00",-,-0.40%
2017-08-23,"11,787.50","11,445.00","11,827.50","11,225.00",-,3.04%
2017-08-22,"11,440.00","11,342.50","11,557.50","11,237.50",-,0.82%
2017-08-21,"11,347.50","11,007.50","11,355.00","10,975.00",-,3.16%
2017-08-18,"11,000.00","10,672.50","11,052.50","10,615.00",-,3.02%
2017-08-17,"10,677.50","10,722.50","10,872.50","10,640.00",-,-0.42%
2017-08-16,"10,722.50","10,350.00","10,832.50","10,345.00",-,3.75%
2017-08-15,"10,335.00","10,430.00","10,507.50","10,335.00",-,-0.89%
2017-08-14,"10,427.50","10,632.50","10,725.00","10,387.50",-,-2.00%
2017-08-11,"10,640.00","10,877.50","10,900.00","10,537.50",-,-2.14%
2017-08-10,"10,872.50","10,752.50","10,987.50","10,727.50",-,1.09%
2017-08-09,"10,755.00","10,767.50","10,835.00","10,672.50",-,0.12%
2017-08-08,"10,742.50","10,377.50","10,777.50","10,260.00",-,3.49%
2017-08-07,"10,380.00","10,330.00","10,415.00","10,247.50",-,0.46%
2017-08-04,"10,332.50","10,372.50","10,412.50","10,180.00",-,-0.43%
2017-08-03,"10,377.50","10,337.50","10,447.50","10,247.50",-,0.34%
2017-08-02,"10,342.50","10,270.00","10,352.50","10,137.50",-,1.10%
2017-08-01,"10,230.00","10,227.50","10,297.50","10,087.50",-,0.07%
2017-07-31,"10,222.50","10,272.50","10,352.50","10,182.50",-,-0.58%
2017-07-28,"10,282.50","10,147.50","10,287.50","10,022.50",-,1.33%
2017-07-27,"10,147.50","9,980.00","10,217.50","9,977.50",-,1.75%
2017-07-26,"9,972.50","10,017.50","10,082.50","9,852.50",-,-0.50%
2017-07-25,"10,022.50","9,760.00","10,022.50","9,732.50",-,2.72%
2017-07-24,"9,757.50","9,537.50","9,777.50","9,477.50",-,2.20%
2017-07-21,"9,547.50","9,512.50","9,687.50","9,490.00",-,0.34%
2017-07-20,"9,515.00","9,645.00","9,687.50","9,462.50",-,-1.37%
2017-07-19,"9,647.50","9,730.00","9,777.50","9,632.50",-,-0.85%
2017-07-18,"9,730.00","9,615.00","9,770.00","9,557.50",-,1.17%
2017-07-17,"9,617.50","9,547.50","9,727.50","9,522.50",-,0.84%
2017-07-14,"9,537.50","9,185.00","9,572.50","9,175.00",-,3.87%
2017-07-13,"9,182.50","9,205.00","9,277.50","9,160.00",-,-0.22%
2017-07-12,"9,202.50","9,172.50","9,287.50","9,162.50",-,0.27%
2017-07-11,"9,177.50","8,997.50","9,207.50","8,972.50",-,1.83%
2017-07-10,"9,012.50","8,975.00","9,032.50","8,870.00",-,0.33%
2017-07-07,"8,982.50","9,105.00","9,105.00","8,917.50",-,-1.26%
2017-07-06,"9,097.50","9,137.50","9,172.50","9,072.50",-,-0.46%
2017-07-05,"9,140.00","9,162.50","9,202.50","9,067.50",-,-0.25%
2017-07-04,"9,162.50","9,345.00","9,345.00","9,112.50",-,-1.82%
2017-07-03,"9,332.50","9,375.00","9,442.50","9,297.50",-,-0.43%
2017-06-30,"9,372.50","9,272.50","9,377.50","9,215.00",-,1.19%
2017-06-29,"9,262.50","9,242.50","9,365.00","9,242.50",-,0.22%
2017-06-28,"9,242.50","9,232.50","9,292.50","9,172.50",-,0.16%
2017-06-27,"9,227.50","9,027.50","9,262.50","9,027.50",-,2.22%
2017-06-26,"9,027.50","9,107.50","9,152.50","9,007.50",-,-0.82%
2017-06-23,"9,102.50","9,057.50","9,227.50","9,027.50",-,0.55%
2017-06-22,"9,052.50","8,970.00","9,092.50","8,905.00",-,0.89%
2017-06-21,"8,972.50","8,875.00","9,017.50","8,857.50",-,1.04%
2017-06-20,"8,880.00","9,007.50","9,087.50","8,827.50",-,-1.47%
2017-06-19,"9,012.50","8,935.00","9,122.50","8,847.50",-,0.84%
2017-06-16,"8,937.50","8,890.00","8,990.00","8,880.00",-,0.45%
2017-06-15,"8,897.50","8,885.00","8,967.50","8,847.50",-,0.06%
2017-06-14,"8,892.50","8,810.00","8,942.50","8,770.00",-,0.99%
2017-06-13,"8,805.00","8,745.00","8,832.50","8,682.50",-,0.66%
2017-06-12,"8,747.50","8,965.00","9,042.50","8,742.50",-,-2.34%
2017-06-09,"8,957.50","8,837.50","8,985.00","8,792.50",-,1.42%
2017-06-08,"8,832.50","8,827.50","8,905.00","8,762.50",-,0.17%
2017-06-07,"8,817.50","8,917.50","8,962.50","8,812.50",-,-1.12%
2017-06-06,"8,917.50","8,870.00","9,002.50","8,842.50",-,0.62%
2017-06-05,"8,862.50","8,915.00","8,942.50","8,840.00",-,-0.51%
2017-06-02,"8,907.50","8,817.50","8,917.50","8,697.50",-,0.99%
2017-06-01,"8,820.00","8,955.00","8,960.00","8,812.50",-,-1.48%
2017-05-31,"8,952.50","9,125.00","9,160.00","8,827.50",-,-1.84%
2017-05-30,"9,120.00","9,085.00","9,175.00","9,032.50",-,0.47%
2017-05-26,"9,077.50","9,062.50","9,112.50","9,020.00",-,0.33%
2017-05-25,"9,047.50","9,132.50","9,190.00","9,037.50",-,-0.88%
2017-05-24,"9,127.50","9,350.00","9,367.50","9,087.50",-,-2.30%
2017-05-23,"9,342.50","9,407.50","9,432.50","9,267.50",-,-0.61%
2017-05-22,"9,400.00","9,365.00","9,442.50","9,342.50",-,0.45%
2017-05-19,"9,357.50","9,157.50","9,437.50","9,100.00",-,2.07%
2017-05-18,"9,167.50","9,117.50","9,195.00","8,997.50",-,0.44%
2017-05-17,"9,127.50","9,155.00","9,272.50","9,100.00",-,-0.44%
2017-05-16,"9,167.50","9,165.00","9,235.00","9,047.50",-,0.05%
2017-05-15,"9,162.50","9,322.50","9,380.00","9,152.50",-,-1.77%
2017-05-12,"9,327.50","9,302.50","9,392.50","9,252.50",-,0.32%
2017-05-11,"9,297.50","9,145.00","9,382.50","9,085.00",-,1.70%
2017-05-10,"9,142.50","9,225.00","9,257.50","9,072.50",-,-0.81%
2017-05-09,"9,217.50","9,145.00","9,317.50","9,102.50",-,0.90%
2017-05-08,"9,135.00","9,160.00","9,182.50","8,995.00",-,-0.25%
2017-05-05,"9,157.50","9,012.50","9,185.00","8,910.00",-,1.72%
2017-05-04,"9,002.50","9,237.50","9,290.00","8,975.00",-,-2.60%
2017-05-03,"9,242.50","9,542.50","9,550.00","9,217.50",-,-3.19%
2017-05-02,"9,547.50","9,492.50","9,572.50","9,455.00",-,1.03%
2017-04-28,"9,450.00","9,345.00","9,592.50","9,325.00",-,1.20%
2017-04-27,"9,337.50","9,285.00","9,367.50","9,192.50",-,0.65%
2017-04-26,"9,277.50","9,312.50","9,350.00","9,237.50",-,-0.30%
2017-04-25,"9,305.00","9,272.50","9,342.50","9,232.50",-,0.40%
2017-04-24,"9,267.50","9,407.50","9,442.50","9,247.50",-,-1.20%
2017-04-21,"9,380.00","9,492.50","9,560.00","9,345.00",-,-1.16%
2017-04-20,"9,490.00","9,405.00","9,562.50","9,332.50",-,1.09%
2017-04-19,"9,387.50","9,357.50","9,532.50","9,315.00",-,0.40%
2017-04-18,"9,350.00","9,687.50","9,725.00","9,312.50",-,-3.68%
2017-04-13,"9,707.50","9,717.50","9,845.00","9,660.00",-,0.05%
2017-04-12,"9,702.50","9,865.00","9,900.00","9,702.50",-,-1.52%
2017-04-11,"9,852.50","10,095.00","10,187.50","9,765.00",-,-2.35%
2017-04-10,"10,090.00","10,205.00","10,215.00","10,062.50",-,-1.20%
2017-04-07,"10,212.50","10,117.50","10,247.50","9,935.00",-,0.99%
2017-04-06,"10,112.50","10,327.50","10,372.50","10,057.50",-,-2.18%
2017-04-05,"10,337.50","9,987.50","10,357.50","9,977.50",-,3.43%
2017-04-04,"9,995.00","9,822.50","9,997.50","9,757.50",-,1.91%
2017-04-03,"9,807.50","10,022.50","10,077.50","9,797.50",-,-2.15%
2017-03-31,"10,022.50","10,040.00","10,117.50","9,887.50",-,-0.02%
