Date,Price,Open,High,Low,Vol.,Change %
428,2012-07-16,133.1,133.1,133.1,133.1,-,-0.15%
429,2012-07-17,132.8,132.8,132.8,132.8,-,-0.23%
430,2012-07-18,132.4,132.4,132.4,132.4,-,-0.30%
431,2012-07-19,132.0,132.0,132.0,132.0,-,-0.30%
432,2012-07-20,131.5,131.5,131.5,131.5,-,-0.38%
433,2012-07-23,131.0,131.0,131.0,131.0,-,-0.38%
434,2012-07-24,130.7,130.7,130.7,130.7,-,-0.23%
435,2012-07-25,130.6,130.6,130.6,130.6,-,-0.08%
436,2012-07-26,129.6,129.6,129.6,129.6,-,-0.77%
437,2012-07-27,129.1,129.1,129.1,129.1,-,-0.39%
438,2012-07-30,128.5,128.5,128.5,128.5,-,-0.46%
439,2012-07-31,127.9,127.9,127.9,127.9,-,-0.47%
440,2012-08-01,116.3,116.3,116.3,116.3,-,-9.07%
441,2012-08-02,114.4,114.4,114.4,114.4,0.00K,-1.63%
442,2012-08-03,114.5,114.5,114.5,114.5,-,0.09%
443,2012-08-06,116.0,116.0,116.0,116.0,-,1.31%
444,2012-08-07,117.1,117.1,117.1,117.1,-,0.95%
445,2012-08-08,115.8,115.8,115.8,115.8,-,-1.11%
446,2012-08-09,115.7,115.7,115.7,115.7,-,-0.09%
447,2012-08-10,114.8,114.8,114.8,114.8,-,-0.78%
448,2012-08-13,114.6,114.6,114.6,114.6,-,-0.17%
449,2012-08-14,114.0,114.0,114.0,114.0,-,-0.52%
450,2012-08-15,114.1,114.1,114.1,114.1,-,0.09%
451,2012-08-16,113.9,113.9,113.9,113.9,-,-0.18%
452,2012-08-17,113.2,113.2,113.2,113.2,-,-0.61%
453,2012-08-20,112.9,112.9,112.9,112.9,-,-0.27%
454,2012-08-21,112.5,112.5,112.5,112.5,-,-0.35%
455,2012-08-22,111.9,111.9,111.9,111.9,-,-0.53%
456,2012-08-23,111.1,111.1,111.1,111.1,-,-0.71%
457,2012-08-24,110.9,110.9,110.9,110.9,-,-0.18%
458,2012-08-27,111.0,111.0,111.0,111.0,-,0.09%
459,2012-08-28,110.4,110.4,110.4,110.4,-,-0.54%
460,2012-08-29,109.5,109.5,109.5,109.5,-,-0.82%
461,2012-08-30,108.6,108.6,108.6,108.6,-,-0.82%
462,2012-08-31,107.8,107.8,107.8,107.8,-,-0.74%
463,2012-09-04,86.4,86.4,86.4,86.4,-,-19.85%
464,2012-09-05,85.2,85.2,85.2,85.2,-,-1.39%
465,2012-09-06,87.5,87.5,87.5,87.5,-,2.70%
466,2012-09-07,92.8,92.8,92.8,92.8,-,6.06%
467,2012-09-10,95.1,95.1,95.1,95.1,-,2.48%
468,2012-09-11,96.5,96.5,96.5,96.5,-,1.47%
469,2012-09-12,94.0,94.0,94.0,94.0,-,-2.59%
470,2012-09-13,93.9,93.9,93.9,93.9,-,-0.11%
471,2012-09-14,95.8,95.8,95.8,95.8,-,2.02%
472,2012-09-17,96.9,96.9,96.9,96.9,-,1.15%
473,2012-09-18,97.7,97.7,97.7,97.7,-,0.83%
474,2012-09-19,98.4,98.4,98.4,98.4,-,0.72%
475,2012-09-20,98.8,98.8,98.8,98.8,-,0.41%
476,2012-09-21,98.2,98.2,98.2,98.2,-,-0.61%
477,2012-09-24,98.5,98.5,98.5,98.5,-,0.31%
478,2012-09-25,98.7,98.7,98.7,98.7,-,0.20%
479,2012-09-26,98.9,98.9,98.9,98.9,-,0.20%
480,2012-09-27,99.2,99.2,99.2,99.2,-,0.30%
481,2012-10-01,106.1,106.1,106.1,106.1,-,6.96%
482,2012-10-02,106.6,106.6,106.6,106.6,-,0.47%
483,2012-10-03,108.59,108.59,108.59,108.59,-,1.87%
484,2012-10-04,109.82,109.82,109.82,109.82,0.00K,1.13%
485,2012-10-05,109.59,109.59,109.59,109.59,-,-0.21%
486,2012-10-08,110.67,110.67,110.67,110.67,0.02K,0.99%
487,2012-10-09,111.33,111.33,111.33,111.33,0.01K,0.60%
488,2012-10-10,110.6,110.6,110.6,110.6,-,-0.66%
489,2012-10-11,110.33,110.33,110.33,110.33,-,-0.24%
490,2012-10-12,110.06,110.06,110.06,110.06,-,-0.24%
491,2012-10-15,109.94,109.94,109.94,109.94,-,-0.11%
492,2012-10-16,110.44,110.44,110.44,110.44,-,0.45%
493,2012-10-17,111.34,111.34,111.34,111.34,-,0.81%
494,2012-10-18,111.81,111.81,111.81,111.81,-,0.42%
495,2012-10-19,111.73,111.73,111.73,111.73,-,-0.07%
496,2012-10-22,112.17,112.17,112.17,112.17,-,0.39%
497,2012-10-23,112.21,112.21,112.21,112.21,-,0.04%
498,2012-10-24,112.52,112.52,112.52,112.52,-,0.28%
499,2012-10-25,112.82,112.82,112.82,112.82,-,0.27%
500,2012-10-26,113.16,113.16,113.16,113.16,-,0.30%
501,2012-10-29,113.7,113.7,113.7,113.7,-,0.48%
502,2012-10-30,113.7,113.7,113.7,113.7,-,0.00%
503,2012-10-31,113.95,113.95,113.95,113.95,-,0.22%
504,2012-11-01,117.45,117.45,117.45,117.45,0.02K,3.07%
505,2012-11-02,117.45,117.45,117.45,117.45,-,0.00%
506,2012-11-05,117.08,117.08,117.08,117.08,-,-0.32%
507,2012-11-06,117.79,117.79,117.79,117.79,-,0.61%
508,2012-11-07,118.34,118.34,118.34,118.34,-,0.47%
509,2012-11-08,118.71,118.71,118.71,118.71,-,0.31%
510,2012-11-09,119.99,119.99,119.99,119.99,-,1.08%
511,2012-11-12,120.64,120.64,120.64,120.64,-,0.54%
512,2012-11-13,120.18,120.18,120.18,120.18,-,-0.38%
513,2012-11-14,120.17,120.17,120.17,120.17,-,-0.01%
514,2012-11-15,120.61,120.61,120.61,120.61,-,0.37%
515,2012-11-16,120.53,120.53,120.53,120.53,-,-0.07%
516,2012-11-19,120.28,120.28,120.28,120.28,-,-0.21%
517,2012-11-20,120.16,120.16,120.16,120.16,-,-0.10%
518,2012-11-21,120.28,120.28,120.28,120.28,-,0.10%
519,2012-11-23,120.26,120.26,120.26,120.26,-,-0.02%
520,2012-11-26,120.26,120.26,120.26,120.26,-,0.00%
521,2012-11-27,120.1,120.1,120.1,120.1,-,-0.13%
522,2012-11-28,119.94,119.94,119.94,119.94,-,-0.13%
523,2012-11-29,119.97,119.97,119.97,119.97,-,0.03%
524,2012-11-30,120.35,120.35,120.35,120.35,-,0.32%
525,2012-12-03,113.79,113.79,113.79,113.79,0.06K,-5.45%
526,2012-12-04,114.59,114.59,114.59,114.59,0.02K,0.70%
527,2012-12-05,117.68,117.68,117.68,117.68,-,2.70%
528,2012-12-06,118.49,118.49,118.49,118.49,-,0.69%
529,2012-12-07,121.29,121.29,121.29,121.29,-,2.36%
530,2012-12-10,121.4,121.4,121.4,121.4,-,0.09%
531,2012-12-11,121.4,121.4,121.4,121.4,-,0.00%
532,2012-12-12,122.31,122.31,122.31,122.31,-,0.75%
533,2012-12-13,122.73,122.73,122.73,122.73,-,0.34%
534,2012-12-14,124.33,124.33,124.33,124.33,-,1.30%
535,2012-12-17,126.0,126.0,126.0,126.0,-,1.34%
536,2012-12-18,126.5,126.5,126.5,126.5,-,0.40%
537,2012-12-19,127.08,127.08,127.08,127.08,-,0.46%
538,2012-12-20,127.58,127.58,127.58,127.58,-,0.39%
539,2012-12-21,127.63,127.63,127.63,127.63,-,0.04%
540,2012-12-24,129.75,129.75,129.75,129.75,-,1.66%
541,2012-12-26,129.75,129.75,129.75,129.75,-,0.00%
542,2012-12-27,128.82,128.82,128.82,128.82,-,-0.72%
543,2012-12-28,128.23,128.23,128.23,128.23,-,-0.46%
544,2012-12-31,128.55,128.55,128.55,128.55,-,0.25%
545,2013-01-02,146.74,146.74,146.74,146.74,-,14.15%
546,2013-01-03,151.24,151.24,151.24,151.24,0.06K,3.07%
547,2013-01-04,148.91,148.91,148.91,148.91,-,-1.54%
548,2013-01-07,150.16,150.16,150.16,150.16,-,0.84%
549,2013-01-08,152.39,152.39,152.39,152.39,-,1.49%
550,2013-01-09,151.99,151.99,151.99,151.99,-,-0.26%
551,2013-01-10,151.66,151.66,151.66,151.66,-,-0.22%
552,2013-01-11,151.16,151.16,151.16,151.16,-,-0.33%
553,2013-01-14,152.78,152.78,152.78,152.78,-,1.07%
554,2013-01-15,152.19,152.19,152.19,152.19,-,-0.39%
555,2013-01-16,151.37,151.37,151.37,151.37,0.01K,-0.54%
556,2013-01-17,151.31,151.31,151.31,151.31,-,-0.04%
557,2013-01-18,151.57,151.57,151.57,151.57,-,0.17%
558,2013-01-22,151.35,151.35,151.35,151.35,-,-0.15%
559,2013-01-23,151.23,151.23,151.23,151.23,-,-0.08%
560,2013-01-24,151.03,151.03,151.03,151.03,-,-0.13%
561,2013-01-25,150.88,150.88,150.88,150.88,-,-0.10%
562,2013-01-28,150.8,150.8,150.8,150.8,-,-0.05%
563,2013-01-29,150.7,150.7,150.7,150.7,-,-0.07%
564,2013-01-30,150.75,150.75,150.75,150.75,-,0.03%
565,2013-01-31,150.86,150.86,150.86,150.86,-,0.07%
566,2013-02-01,153.64,153.64,153.64,153.64,-,1.84%
567,2013-02-04,156.15,156.15,156.15,156.15,-,1.63%
568,2013-02-05,154.83,154.83,154.83,154.83,-,-0.85%
569,2013-02-06,155.97,155.97,155.97,155.97,-,0.74%
570,2013-02-07,156.65,156.65,156.65,156.65,-,0.44%
571,2013-02-08,157.3,157.3,157.3,157.3,-,0.41%
572,2013-02-11,156.72,156.72,156.72,156.72,-,-0.37%
573,2013-02-12,156.83,156.83,156.83,156.83,-,0.07%
574,2013-02-13,156.62,156.62,156.62,156.62,-,-0.13%
575,2013-02-14,156.37,156.37,156.37,156.37,-,-0.16%
576,2013-02-15,155.28,155.28,155.28,155.28,-,-0.70%
577,2013-02-19,155.43,155.43,155.43,155.43,-,0.10%
578,2013-02-20,155.39,155.39,155.39,155.39,-,-0.03%
579,2013-02-21,155.52,155.52,155.52,155.52,-,0.08%
580,2013-02-22,155.3,155.3,155.3,155.3,-,-0.14%
581,2013-02-25,155.21,155.21,155.21,155.21,-,-0.06%
582,2013-02-26,155.01,155.01,155.01,155.01,-,-0.13%
583,2013-02-27,154.82,154.82,154.82,154.82,-,-0.12%
584,2013-02-28,154.64,154.64,154.64,154.64,-,-0.12%
585,2013-03-01,146.85,146.85,146.85,146.85,-,-5.04%
586,2013-03-04,142.96,142.96,142.96,142.96,-,-2.65%
587,2013-03-05,143.74,143.74,143.74,143.74,-,0.55%
588,2013-03-06,146.0,146.0,146.0,146.0,-,1.57%
589,2013-03-07,145.56,145.56,145.56,145.56,-,-0.30%
590,2013-03-08,145.26,145.26,145.26,145.26,-,-0.21%
591,2013-03-11,143.91,143.91,143.91,143.91,-,-0.93%
592,2013-03-12,142.61,142.61,142.61,142.61,-,-0.90%
593,2013-03-13,142.12,142.12,142.12,142.12,-,-0.34%
594,2013-03-14,140.84,140.84,140.84,140.84,-,-0.90%
595,2013-03-15,142.28,142.28,142.28,142.28,-,1.02%
596,2013-03-18,141.17,141.17,141.17,141.17,-,-0.78%
597,2013-03-19,140.92,140.92,140.92,140.92,-,-0.18%
598,2013-03-20,140.71,140.71,140.71,140.71,-,-0.15%
599,2013-03-21,140.8,140.8,140.8,140.8,-,0.06%
600,2013-03-22,140.9,140.9,140.9,140.9,-,0.07%
601,2013-03-25,140.7,140.7,140.7,140.7,-,-0.14%
602,2013-03-26,140.5,140.5,140.5,140.5,-,-0.14%
603,2013-03-27,140.04,140.04,140.04,140.04,-,-0.33%
604,2013-03-28,139.87,139.87,139.87,139.87,-,-0.12%
605,2013-04-01,136.7,136.7,136.7,136.7,-,-2.27%
606,2013-04-02,136.59,136.59,136.59,136.59,-,-0.08%
607,2013-04-03,136.8,136.8,136.8,136.8,-,0.15%
608,2013-04-04,137.2,137.2,137.2,137.2,-,0.29%
609,2013-04-05,136.54,136.54,136.54,136.54,-,-0.48%
610,2013-04-08,137.52,137.52,137.52,137.52,-,0.72%
611,2013-04-09,138.23,138.23,138.23,138.23,-,0.52%
612,2013-04-10,138.68,138.68,138.68,138.68,-,0.33%
613,2013-04-11,139.0,139.0,139.0,139.0,0.02K,0.23%
614,2013-04-12,138.96,138.96,138.96,138.96,-,-0.03%
615,2013-04-15,138.48,138.48,138.48,138.48,-,-0.35%
616,2013-04-16,138.36,138.36,138.36,138.36,-,-0.09%
617,2013-04-17,138.07,138.07,138.07,138.07,-,-0.21%
618,2013-04-18,138.25,138.25,138.25,138.25,-,0.13%
619,2013-04-19,138.28,138.28,138.28,138.28,-,0.02%
620,2013-04-22,138.15,138.15,138.15,138.15,-,-0.09%
621,2013-04-23,138.15,138.15,138.15,138.15,-,0.00%
622,2013-04-24,138.01,138.01,138.01,138.01,-,-0.10%
623,2013-04-25,137.89,137.89,137.89,137.89,-,-0.09%
624,2013-04-26,137.89,137.89,137.89,137.89,-,0.00%
625,2013-04-29,137.8,137.8,137.8,137.8,-,-0.07%
626,2013-04-30,137.44,137.44,137.44,137.44,-,-0.26%
627,2013-05-01,129.0,129.0,129.0,129.0,-,-6.14%
628,2013-05-02,126.15,126.15,126.15,126.15,0.04K,-2.21%
629,2013-05-03,127.46,127.46,127.46,127.46,0.00K,1.04%
630,2013-05-06,127.5,127.5,127.5,127.5,-,0.03%
631,2013-05-07,130.59,130.59,130.59,130.59,0.01K,2.42%
632,2013-05-08,130.97,130.97,130.97,130.97,-,0.29%
633,2013-05-09,130.18,130.18,130.18,130.18,-,-0.60%
634,2013-05-13,129.38,129.38,129.38,129.38,-,-0.61%
635,2013-05-14,128.6,128.6,128.6,128.6,-,-0.60%
636,2013-05-15,127.93,127.93,127.93,127.93,-,-0.52%
637,2013-05-16,127.8,127.8,127.8,127.8,0.01K,-0.10%
638,2013-05-17,127.47,127.47,127.47,126.0,-,-0.26%
639,2013-05-20,127.3,127.3,127.3,127.3,-,-0.13%
640,2013-05-21,127.34,127.34,127.34,127.34,-,0.03%
641,2013-05-22,127.08,127.08,127.08,127.08,-,-0.20%
642,2013-05-23,126.71,126.71,126.71,126.71,0.01K,-0.29%
643,2013-05-24,126.73,126.73,126.73,126.0,-,0.02%
644,2013-05-28,126.5,126.5,126.5,126.5,-,-0.18%
645,2013-05-29,125.31,125.31,125.31,125.31,-,-0.94%
646,2013-05-30,124.66,124.66,124.66,124.66,-,-0.52%
647,2013-06-03,117.25,117.25,117.25,117.25,0.02K,-5.94%
648,2013-06-04,118.33,118.33,118.33,118.33,0.01K,0.92%
649,2013-06-05,114.5,114.5,114.5,114.5,0.03K,-3.24%
650,2013-06-06,111.25,111.25,111.25,111.25,0.01K,-2.84%
651,2013-06-07,111.83,111.75,112.0,111.5,0.08K,0.52%
652,2013-06-10,112.25,112.25,112.25,112.25,0.00K,0.38%
653,2013-06-11,112.58,112.58,112.58,112.58,0.02K,0.29%
654,2013-06-12,112.54,112.54,112.54,112.54,0.05K,-0.04%
655,2013-06-13,112.33,112.33,112.33,112.33,-,-0.19%
656,2013-06-14,114.67,114.5,114.5,114.5,0.01K,2.08%
657,2013-06-17,115.67,115.67,115.67,115.67,0.01K,0.87%
658,2013-06-18,116.08,116.08,116.08,116.08,0.01K,0.35%
659,2013-06-19,116.58,116.58,116.58,116.58,0.02K,0.43%
660,2013-06-20,115.17,115.17,115.17,115.17,-,-1.21%
661,2013-06-21,115.17,115.17,115.75,115.17,-,0.00%
662,2013-06-24,115.0,115.0,115.0,115.0,-,-0.15%
663,2013-06-25,114.83,114.83,114.83,114.83,-,-0.15%
664,2013-06-26,114.67,114.67,114.67,114.67,-,-0.14%
665,2013-06-27,114.75,114.75,114.75,114.75,-,0.07%
666,2013-07-01,116.75,116.75,116.75,116.75,0.02K,1.74%
667,2013-07-02,119.33,119.33,119.33,119.33,0.01K,2.21%
668,2013-07-03,120.17,120.17,120.17,120.17,0.01K,0.70%
669,2013-07-05,120.92,124.5,124.5,121.0,0.05K,0.62%
670,2013-07-08,120.24,120.24,120.24,120.24,0.06K,-0.56%
671,2013-07-09,120.82,120.82,120.82,120.82,0.02K,0.48%
672,2013-07-10,121.26,121.26,121.26,121.26,-,0.36%
673,2013-07-11,121.75,121.75,121.75,121.75,-,0.40%
674,2013-07-12,122.31,122.31,125.25,122.31,0.30K,0.46%
675,2013-07-15,122.77,122.77,122.77,122.77,-,0.38%
676,2013-07-16,123.34,123.34,123.34,123.34,-,0.46%
677,2013-07-17,123.93,123.93,123.93,123.93,0.04K,0.48%
678,2013-07-18,124.54,124.54,124.54,124.54,-,0.49%
679,2013-07-19,127.47,127.47,127.47,127.47,0.02K,2.35%
680,2013-07-22,127.4,127.4,127.4,127.4,-,-0.05%
681,2013-07-23,127.52,127.52,127.52,127.52,-,0.09%
682,2013-07-24,127.58,127.58,127.58,127.58,-,0.05%
683,2013-07-25,127.58,127.58,127.58,127.58,-,0.00%
684,2013-07-26,127.67,127.67,127.67,127.67,-,0.07%
685,2013-07-29,127.55,127.55,127.55,127.55,-,-0.09%
686,2013-07-30,127.47,127.47,127.47,127.47,-,-0.06%
687,2013-07-31,127.43,127.43,127.43,127.43,-,-0.03%
688,2013-08-01,127.12,127.12,127.12,127.12,-,-0.24%
689,2013-08-02,128.78,128.78,128.0,128.78,0.01K,1.31%
690,2013-08-05,129.57,129.57,129.57,129.57,-,0.61%
691,2013-08-06,131.9,131.9,131.9,131.9,0.01K,1.80%
692,2013-08-07,132.91,132.91,132.91,132.91,-,0.77%
693,2013-08-08,133.6,133.6,133.6,133.6,0.01K,0.52%
694,2013-08-09,134.16,134.16,134.16,134.16,-,0.42%
695,2013-08-12,135.91,135.91,135.91,135.91,0.04K,1.30%
696,2013-08-13,136.29,136.29,136.29,136.29,-,0.28%
697,2013-08-14,135.79,135.79,135.79,135.79,-,-0.37%
698,2013-08-15,134.93,134.93,134.93,134.93,-,-0.63%
699,2013-08-16,135.85,135.85,135.0,135.85,-,0.68%
700,2013-08-19,136.01,136.01,136.01,136.01,-,0.12%
701,2013-08-20,136.26,136.26,136.26,136.26,-,0.18%
702,2013-08-21,136.32,136.32,136.32,136.32,-,0.04%
703,2013-08-22,136.43,136.43,136.43,136.43,-,0.08%
704,2013-08-23,136.87,137.5,137.5,137.5,0.02K,0.32%
705,2013-08-26,136.92,136.92,136.92,136.92,-,0.04%
706,2013-08-27,136.89,136.89,136.89,136.89,-,-0.02%
707,2013-08-28,136.94,136.94,136.94,136.94,-,0.04%
708,2013-08-29,137.0,137.0,137.0,137.0,-,0.04%
709,2013-08-30,137.05,137.05,137.05,137.05,-,0.04%
710,2013-09-03,134.15,134.15,134.15,134.15,0.01K,-2.12%
711,2013-09-04,135.28,135.28,135.28,135.28,0.01K,0.84%
712,2013-09-05,134.08,134.08,134.08,134.08,-,-0.89%
713,2013-09-06,134.03,134.03,134.03,133.0,-,-0.04%
714,2013-09-09,135.36,135.36,135.36,135.36,-,0.99%
715,2013-09-10,134.89,134.89,134.89,134.89,-,-0.35%
716,2013-09-11,135.25,135.25,135.25,135.25,-,0.27%
717,2013-09-12,135.28,135.28,135.28,135.28,-,0.02%
718,2013-09-13,135.08,135.08,135.08,134.75,-,-0.15%
719,2013-09-16,134.79,134.79,134.79,134.79,-,-0.21%
720,2013-09-17,134.67,134.67,134.67,134.67,-,-0.09%
721,2013-09-18,134.73,134.73,134.73,134.73,-,0.04%
722,2013-09-19,134.67,134.67,134.67,134.67,-,-0.04%
723,2013-09-20,134.64,134.64,134.64,134.64,-,-0.02%
724,2013-09-23,134.55,134.55,134.55,134.55,-,-0.07%
725,2013-09-24,134.48,134.48,134.48,134.48,-,-0.05%
726,2013-09-25,134.45,134.45,134.45,134.45,-,-0.02%
727,2013-09-26,134.45,134.45,134.45,134.45,-,0.00%
728,2013-09-27,134.33,134.33,134.33,134.33,-,-0.09%
729,2013-09-30,134.19,134.19,134.19,134.19,-,-0.10%
730,2013-10-01,127.43,127.43,127.43,127.43,0.01K,-5.04%
731,2013-10-02,129.32,129.32,129.32,129.32,-,1.48%
732,2013-10-03,129.53,129.53,129.53,129.53,-,0.16%
733,2013-10-04,129.73,129.73,129.73,129.73,-,0.15%
734,2013-10-07,129.91,129.91,129.91,129.91,-,0.14%
735,2013-10-08,130.19,130.19,130.19,130.19,0.02K,0.22%
736,2013-10-09,130.76,130.76,130.76,130.76,-,0.44%
737,2013-10-10,131.4,131.4,131.4,131.4,0.04K,0.49%
738,2013-10-11,131.94,131.94,131.94,131.94,0.02K,0.41%
739,2013-10-14,132.29,132.29,132.29,132.29,0.02K,0.27%
740,2013-10-15,132.55,132.55,132.55,132.55,0.03K,0.20%
741,2013-10-16,132.34,132.34,132.34,132.34,0.09K,-0.16%
742,2013-10-17,132.59,132.59,132.59,132.59,0.05K,0.19%
743,2013-10-18,132.65,132.65,132.65,132.65,-,0.05%
744,2013-10-21,132.69,132.69,132.69,132.69,-,0.03%
745,2013-10-22,132.67,132.67,132.67,132.67,-,-0.02%
746,2013-10-23,132.6,132.6,132.6,132.6,0.01K,-0.05%
747,2013-10-24,132.68,132.68,132.68,132.68,-,0.06%
748,2013-10-25,132.76,132.76,132.76,132.76,-,0.06%
749,2013-10-28,132.73,132.73,132.73,132.73,-,-0.02%
750,2013-10-29,132.61,132.61,132.61,132.61,0.03K,-0.09%
751,2013-10-30,132.59,132.59,132.59,132.59,-,-0.02%
752,2013-10-31,132.57,132.57,132.57,132.57,-,-0.02%
753,2013-11-01,133.82,133.82,133.0,133.82,0.01K,0.94%
754,2013-11-04,134.22,134.22,134.22,134.22,0.02K,0.30%
755,2013-11-05,135.0,135.0,135.0,135.0,-,0.58%
756,2013-11-06,135.39,135.39,135.39,135.39,0.01K,0.29%
757,2013-11-07,135.23,135.23,135.23,135.23,0.21K,-0.12%
758,2013-11-08,135.25,135.25,135.25,135.25,-,0.01%
759,2013-11-11,135.12,135.12,135.12,135.12,-,-0.10%
760,2013-11-12,135.81,135.81,135.81,135.81,-,0.51%
761,2013-11-13,135.65,135.65,135.65,135.65,-,-0.12%
762,2013-11-14,135.72,135.72,135.72,135.72,-,0.05%
763,2013-11-15,135.71,135.71,135.71,135.71,-,-0.01%
764,2013-11-18,135.82,135.82,135.82,135.82,-,0.08%
765,2013-11-19,135.95,135.95,135.95,135.95,-,0.10%
766,2013-11-20,136.1,136.1,136.1,136.1,-,0.11%
767,2013-11-21,136.23,136.23,136.23,136.23,0.01K,0.10%
768,2013-11-22,136.33,136.33,136.33,136.33,-,0.07%
769,2013-11-25,136.37,136.37,136.37,136.37,-,0.03%
770,2013-11-26,136.36,136.36,136.36,136.36,-,-0.01%
771,2013-11-27,136.32,136.32,136.32,136.32,-,-0.03%
772,2013-12-02,136.16,136.16,136.16,136.16,-,-0.12%
773,2013-12-03,137.39,137.39,137.39,137.39,-,0.90%
774,2013-12-04,138.52,138.52,138.52,138.52,0.02K,0.82%
775,2013-12-05,138.05,138.05,138.05,138.05,-,-0.34%
776,2013-12-06,138.1,138.1,138.1,138.1,-,0.04%
777,2013-12-09,138.7,138.7,138.7,138.7,-,0.43%
778,2013-12-10,138.41,138.41,138.41,138.41,-,-0.21%
779,2013-12-11,138.04,138.04,138.04,138.04,-,-0.27%
780,2013-12-12,137.52,137.52,137.52,137.52,-,-0.38%
781,2013-12-13,137.4,137.4,137.4,137.0,-,-0.09%
782,2013-12-16,137.48,137.48,137.48,137.48,-,0.06%
783,2013-12-17,137.05,137.05,137.05,137.05,0.02K,-0.31%
784,2013-12-18,136.97,136.97,136.97,136.97,0.03K,-0.06%
785,2013-12-19,136.76,136.76,136.76,136.76,-,-0.15%
786,2013-12-20,136.61,136.61,136.61,136.5,-,-0.11%
787,2013-12-23,136.28,136.28,136.28,136.28,-,-0.24%
788,2013-12-24,136.27,136.27,136.27,136.27,-,-0.01%
789,2013-12-26,136.13,136.13,136.13,136.13,-,-0.10%
790,2013-12-27,135.93,135.93,135.93,135.93,-,-0.15%
791,2013-12-30,135.88,135.88,135.88,135.88,-,-0.04%
792,2013-12-31,135.79,135.79,135.79,135.79,-,-0.07%
793,2014-01-02,133.33,133.33,133.33,133.33,-,-1.81%
794,2014-01-03,132.71,132.71,132.71,133.0,0.08K,-0.47%
795,2014-01-06,132.18,132.18,132.18,132.18,0.04K,-0.40%
796,2014-01-07,132.02,132.02,132.02,132.02,0.04K,-0.12%
797,2014-01-08,131.93,131.93,131.93,131.93,0.04K,-0.07%
798,2014-01-09,130.91,130.91,130.91,130.91,-,-0.77%
799,2014-01-10,130.82,130.82,130.82,130.82,-,-0.07%
800,2014-01-13,130.63,130.63,130.63,130.63,-,-0.15%
801,2014-01-14,131.01,131.01,131.01,131.01,-,0.29%
802,2014-01-15,130.89,130.89,130.89,130.89,-,-0.09%
803,2014-01-16,130.38,130.38,130.38,130.38,-,-0.39%
804,2014-01-17,129.73,129.73,129.73,128.75,-,-0.50%
805,2014-01-21,129.18,129.18,129.18,129.18,0.05K,-0.42%
806,2014-01-22,129.23,129.23,129.23,129.23,-,0.04%
807,2014-01-23,129.16,129.16,129.16,129.16,-,-0.05%
808,2014-01-24,128.98,128.98,128.98,128.5,-,-0.14%
809,2014-01-27,128.81,128.81,128.81,128.81,-,-0.13%
810,2014-01-28,128.55,128.55,128.55,128.55,0.03K,-0.20%
811,2014-01-29,128.46,128.46,128.46,128.46,-,-0.07%
812,2014-01-30,128.12,128.12,128.12,128.12,-,-0.26%
813,2014-01-31,122.63,122.63,122.63,122.63,-,-4.29%
814,2014-02-03,122.51,122.51,122.51,122.51,-,-0.10%
815,2014-02-04,122.29,122.29,122.4,122.29,-,-0.18%
816,2014-02-05,121.87,121.87,121.87,121.87,0.00K,-0.34%
817,2014-02-06,122.03,122.03,122.03,122.03,0.02K,0.13%
818,2014-02-07,121.04,121.04,121.04,121.75,0.06K,-0.81%
819,2014-02-10,120.87,120.87,120.87,120.87,-,-0.14%
820,2014-02-11,120.68,120.68,120.68,120.68,-,-0.16%
821,2014-02-12,121.17,121.17,121.17,121.17,-,0.41%
822,2014-02-13,122.04,122.04,122.04,122.04,-,0.72%
823,2014-02-14,122.39,122.39,122.5,122.39,-,0.29%
824,2014-02-18,122.33,122.33,122.33,122.33,-,-0.05%
825,2014-02-19,122.39,122.39,122.39,122.39,-,0.05%
826,2014-02-20,122.17,122.17,122.17,122.17,-,-0.18%
827,2014-02-21,122.27,122.27,122.27,122.27,-,0.08%
828,2014-02-24,121.82,121.82,121.82,121.82,-,-0.37%
829,2014-02-25,121.71,121.71,121.71,121.71,-,-0.09%
830,2014-02-26,121.6,121.6,121.6,121.6,-,-0.09%
831,2014-02-27,121.54,121.54,121.54,121.54,-,-0.05%
832,2014-02-28,121.37,121.37,121.37,121.37,-,-0.14%
833,2014-03-03,115.0,115.0,115.0,115.0,-,-5.25%
834,2014-03-04,114.84,114.84,114.84,114.84,0.07K,-0.14%
835,2014-03-05,115.65,115.65,115.65,115.65,0.02K,0.71%
836,2014-03-06,115.52,115.52,115.52,115.52,-,-0.11%
837,2014-03-07,113.76,113.27,113.27,113.27,0.07K,-1.52%
838,2014-03-10,109.2,109.2,109.2,109.2,0.01K,-4.01%
839,2014-03-11,110.6,110.6,110.6,110.6,0.03K,1.28%
840,2014-03-12,110.87,110.87,110.87,110.87,0.02K,0.24%
841,2014-03-13,112.66,112.66,112.66,112.66,0.00K,1.61%
842,2014-03-14,111.43,111.43,111.43,111.0,-,-1.09%
843,2014-03-17,111.13,111.13,111.13,111.13,-,-0.27%
844,2014-03-18,111.57,111.57,111.57,111.57,-,0.40%
845,2014-03-19,111.56,111.56,111.56,111.56,-,-0.01%
846,2014-03-20,111.56,111.56,111.56,111.56,-,0.00%
847,2014-03-21,111.43,111.43,111.43,111.43,-,-0.12%
848,2014-03-24,111.43,111.43,111.43,111.43,-,0.00%
849,2014-03-25,111.55,111.55,111.55,111.55,-,0.11%
