Date,Price,Open,High,Low,Vol.,Change %
565,2012-02-14,728,728,728,728,-,0.00%
566,2012-02-15,728,728,728,728,-,0.00%
567,2012-02-16,728,728,728,728,-,0.00%
568,2012-02-17,728,728,728,728,-,0.00%
569,2012-02-19,728,728,728,728,-,0.00%
570,2012-02-21,728,728,728,728,-,0.00%
571,2012-02-22,728,728,728,728,-,0.00%
572,2012-02-23,728,728,728,728,-,0.00%
573,2012-02-24,728,728,728,728,-,0.00%
574,2012-02-26,728,728,728,728,-,0.00%
575,2012-02-27,728,728,728,728,-,0.00%
576,2012-02-28,693,693,693,693,-,-4.81%
577,2012-02-29,693,693,693,693,-,0.00%
578,2012-03-01,693,693,693,693,-,0.00%
579,2012-03-02,690,690,690,690,-,-0.43%
580,2012-03-04,690,690,690,690,-,0.00%
581,2012-03-05,690,690,690,690,-,0.00%
582,2012-03-06,690,690,690,690,-,0.00%
583,2012-03-07,690,690,690,690,-,0.00%
584,2012-03-08,690,689,689,689,0.00K,0.00%
585,2012-03-09,690,690,690,690,-,0.00%
586,2012-03-11,690,690,690,690,-,0.00%
587,2012-03-12,690,690,690,690,-,0.00%
588,2012-03-13,690,688,690,688,0.01K,0.00%
589,2012-03-14,690,690,690,690,-,0.00%
590,2012-03-15,690,690,690,690,-,0.00%
591,2012-03-16,690,690,690,690,-,0.00%
592,2012-03-18,690,690,690,690,-,0.00%
593,2012-03-19,690,690,690,690,-,0.00%
594,2012-03-20,690,690,690,690,-,0.00%
595,2012-03-21,690,690,690,690,-,0.00%
596,2012-03-22,690,690,690,690,-,0.00%
597,2012-03-23,690,690,690,690,-,0.00%
598,2012-03-25,690,690,690,690,-,0.00%
599,2012-03-26,690,690,690,690,-,0.00%
600,2012-03-27,695,695,695,695,-,0.72%
601,2012-03-28,695,695,695,695,-,0.00%
602,2012-03-29,695,695,695,695,-,0.00%
603,2012-03-30,695,695,695,695,-,0.00%
604,2012-04-01,695,695,695,695,-,0.00%
605,2012-04-02,695,695,695,695,-,0.00%
606,2012-04-03,695,695,695,695,-,0.00%
607,2012-04-04,695,695,695,695,-,0.00%
608,2012-04-05,690,690,690,690,-,-0.72%
609,2012-04-06,690,690,690,690,-,0.00%
610,2012-04-08,690,690,690,690,-,0.00%
611,2012-04-09,690,690,690,690,-,0.00%
612,2012-04-10,690,690,690,690,-,0.00%
613,2012-04-11,690,690,690,690,-,0.00%
614,2012-04-12,690,690,690,690,-,0.00%
615,2012-04-13,690,690,690,690,-,0.00%
616,2012-04-16,690,690,690,690,-,0.00%
617,2012-04-17,687,687,687,687,-,-0.43%
618,2012-04-18,687,687,687,687,0.03K,0.00%
619,2012-04-19,687,687,687,687,-,0.00%
620,2012-04-20,687,687,687,687,-,0.00%
621,2012-04-23,685,685,685,685,-,-0.29%
622,2012-04-24,685,685,685,685,-,0.00%
623,2012-04-25,670,670,670,670,-,-2.19%
624,2012-04-26,670,670,670,670,-,0.00%
625,2012-04-27,670,670,670,670,-,0.00%
626,2012-04-30,670,670,670,670,-,0.00%
627,2012-05-01,660,660,660,660,-,-1.49%
628,2012-05-02,660,660,660,660,-,0.00%
629,2012-05-03,655,655,665,655,-,-0.76%
630,2012-05-04,665,665,665,665,-,1.53%
631,2012-05-07,665,665,665,665,-,0.00%
632,2012-05-08,665,665,665,665,-,0.00%
633,2012-05-09,665,665,665,665,0.03K,0.00%
634,2012-05-10,670,670,670,670,-,0.75%
635,2012-05-11,670,670,670,670,-,0.00%
636,2012-05-14,670,670,670,670,-,0.00%
637,2012-05-15,670,670,670,670,-,0.00%
638,2012-05-16,665,665,665,665,-,-0.75%
639,2012-05-17,662,662,662,662,-,-0.45%
640,2012-05-18,665,665,665,665,-,0.45%
641,2012-05-21,665,665,665,665,-,0.00%
642,2012-05-22,665,665,665,665,-,0.00%
643,2012-05-23,663,663,663,663,-,-0.30%
644,2012-05-24,662,662,662,662,-,-0.15%
645,2012-05-25,662,662,662,662,-,0.00%
646,2012-05-29,662,662,662,662,-,0.00%
647,2012-05-30,640,640,640,640,-,-3.32%
648,2012-05-31,640,640,640,640,-,0.00%
649,2012-06-01,630,630,630,630,-,-1.56%
650,2012-06-04,630,630,630,630,-,0.00%
651,2012-06-05,630,630,630,630,-,0.00%
652,2012-06-06,628,628,628,628,-,-0.32%
653,2012-06-07,628,628,628,628,-,0.00%
654,2012-06-08,628,628,628,628,-,0.00%
655,2012-06-11,625,625,625,625,-,-0.48%
656,2012-06-12,625,625,625,625,-,0.00%
657,2012-06-13,620,620,620,620,0.11K,-0.80%
658,2012-06-14,620,620,620,620,-,0.00%
659,2012-06-15,620,620,620,620,-,0.00%
660,2012-06-18,620,620,620,620,-,0.00%
661,2012-06-19,620,620,620,620,-,0.00%
662,2012-06-20,620,620,620,620,-,0.00%
663,2012-06-21,620,620,620,620,-,0.00%
664,2012-06-22,620,620,620,620,-,0.00%
665,2012-06-25,620,620,620,620,-,0.00%
666,2012-06-26,620,620,620,620,-,0.00%
667,2012-06-27,600,600,600,600,-,-3.23%
668,2012-06-28,600,600,600,600,-,0.00%
669,2012-06-29,600,600,600,600,-,0.00%
670,2012-07-02,625,625,625,625,0.05K,4.17%
671,2012-07-03,605,605,605,600,0.01K,-3.20%
672,2012-07-05,605,605,605,605,-,0.00%
673,2012-07-06,605,605,605,605,0.03K,0.00%
674,2012-07-09,605,605,605,605,-,0.00%
675,2012-07-10,605,605,605,605,0.05K,0.00%
676,2012-07-11,625,625,625,625,0.05K,3.31%
677,2012-07-12,605,605,605,605,0.01K,-3.20%
678,2012-07-13,605,605,605,605,-,0.00%
679,2012-07-16,605,600,600,600,-,0.00%
680,2012-07-17,605,605,605,605,-,0.00%
681,2012-07-18,605,605,605,605,-,0.00%
682,2012-07-19,605,605,605,605,-,0.00%
683,2012-07-20,605,605,605,605,-,0.00%
684,2012-07-23,605,605,605,605,-,0.00%
685,2012-07-24,605,605,605,605,-,0.00%
686,2012-07-25,620,620,620,620,-,2.48%
687,2012-07-26,630,630,630,630,0.00K,1.61%
688,2012-07-27,635,635,635,635,0.05K,0.79%
689,2012-07-30,635,635,635,635,-,0.00%
690,2012-07-31,635,635,635,635,-,0.00%
691,2012-08-01,635,635,635,635,-,0.00%
692,2012-08-02,640,640,640,640,-,0.79%
693,2012-08-03,640,640,640,640,-,0.00%
694,2012-08-06,640,640,640,640,-,0.00%
695,2012-08-07,640,640,640,640,-,0.00%
696,2012-08-08,640,640,640,640,-,0.00%
697,2012-08-09,641,641,641,641,-,0.16%
698,2012-08-10,641,641,641,641,-,0.00%
699,2012-08-13,641,641,641,640,-,0.00%
700,2012-08-14,641,641,641,641,-,0.00%
701,2012-08-15,645,645,645,645,-,0.62%
702,2012-08-16,645,645,645,645,-,0.00%
703,2012-08-17,645,645,645,645,-,0.00%
704,2012-08-20,645,645,645,645,-,0.00%
705,2012-08-21,645,645,645,645,-,0.00%
706,2012-08-22,645,645,645,645,-,0.00%
707,2012-08-23,645,645,645,645,-,0.00%
708,2012-08-24,645,645,645,645,-,0.00%
709,2012-08-27,645,645,645,645,-,0.00%
710,2012-08-29,640,640,640,640,-,-0.78%
711,2012-08-30,640,640,640,640,-,0.00%
712,2012-08-31,640,640,640,635,-,0.00%
713,2012-09-04,640,640,640,640,-,0.00%
714,2012-09-05,640,640,640,640,-,0.00%
715,2012-09-06,640,640,640,640,-,0.00%
716,2012-09-07,640,640,640,640,-,0.00%
717,2012-09-10,640,640,640,640,-,0.00%
718,2012-09-11,640,640,640,640,-,0.00%
719,2012-09-12,640,640,640,640,-,0.00%
720,2012-09-13,640,640,640,640,-,0.00%
721,2012-09-14,640,640,640,640,-,0.00%
722,2012-09-17,640,640,640,640,-,0.00%
723,2012-09-18,640,640,640,640,-,0.00%
724,2012-09-19,640,640,640,640,-,0.00%
725,2012-09-20,640,640,640,640,-,0.00%
726,2012-09-21,640,640,640,640,-,0.00%
727,2012-09-24,640,640,640,640,-,0.00%
728,2012-09-25,640,640,640,640,-,0.00%
729,2012-09-26,598,598,598,598,0.05K,-6.56%
730,2012-09-27,598,598,598,598,-,0.00%
731,2012-09-28,598,598,598,598,-,0.00%
732,2012-10-01,598,598,598,598,-,0.00%
733,2012-10-02,598,598,598,598,-,0.00%
734,2012-10-03,598,598,598,598,-,0.00%
735,2012-10-04,602,602,602,602,0.13K,0.67%
736,2012-10-05,596,596,596,596,0.02K,-1.00%
737,2012-10-08,597,597,597,595,0.15K,0.17%
738,2012-10-09,595,595,595,593,0.03K,-0.34%
739,2012-10-10,595,595,595,595,-,0.00%
740,2012-10-11,595,595,595,595,-,0.00%
741,2012-10-12,595,595,595,595,-,0.00%
742,2012-10-15,595,595,595,595,-,0.00%
743,2012-10-16,595,595,595,595,-,0.00%
744,2012-10-17,592,592,594,592,0.01K,-0.50%
745,2012-10-18,592,592,592,592,-,0.00%
746,2012-10-19,592,592,592,592,-,0.00%
747,2012-10-22,590,590,590,590,-,-0.34%
748,2012-10-23,590,590,590,590,-,0.00%
749,2012-10-24,590,590,590,590,-,0.00%
750,2012-10-25,591,591,591,591,0.01K,0.17%
751,2012-10-26,591,591,591,591,-,0.00%
752,2012-10-29,591,591,591,591,-,0.00%
753,2012-10-31,618,618,618,618,-,4.57%
754,2012-11-01,618,618,618,618,-,0.00%
755,2012-11-02,618,618,618,618,-,0.00%
756,2012-11-05,618,618,618,618,0.08K,0.00%
757,2012-11-06,618,618,618,618,-,0.00%
758,2012-11-07,618,618,618,615,-,0.00%
759,2012-11-08,618,618,618,618,-,0.00%
760,2012-11-09,618,618,618,618,-,0.00%
761,2012-11-12,618,618,618,618,-,0.00%
762,2012-11-13,618,618,618,618,-,0.00%
763,2012-11-14,618,618,618,618,-,0.00%
764,2012-11-15,618,618,618,618,-,0.00%
765,2012-11-16,618,618,618,618,-,0.00%
766,2012-11-19,618,618,618,618,-,0.00%
767,2012-11-20,618,618,618,618,-,0.00%
768,2012-11-21,618,618,618,618,-,0.00%
769,2012-11-23,618,618,618,618,-,0.00%
770,2012-11-26,618,618,618,618,-,0.00%
771,2012-11-28,650,650,650,650,-,5.18%
772,2012-11-29,650,650,650,650,-,0.00%
773,2012-11-30,650,650,650,650,-,0.00%
774,2012-12-03,650,650,650,650,-,0.00%
775,2012-12-04,650,650,650,650,-,0.00%
776,2012-12-05,650,650,650,650,-,0.00%
777,2012-12-06,650,650,650,650,-,0.00%
778,2012-12-07,650,650,650,650,-,0.00%
779,2012-12-10,645,645,645,645,-,-0.77%
780,2012-12-11,644,644,644,644,-,-0.16%
781,2012-12-12,643,643,643,643,-,-0.16%
782,2012-12-13,643,643,643,643,-,0.00%
783,2012-12-14,642,642,642,642,-,-0.16%
784,2012-12-17,642,642,642,642,-,0.00%
785,2012-12-18,642,642,642,642,-,0.00%
786,2012-12-19,642,642,642,642,-,0.00%
787,2012-12-20,642,642,642,642,-,0.00%
788,2012-12-21,642,642,642,642,-,0.00%
789,2012-12-24,642,642,642,642,-,0.00%
790,2012-12-26,650,650,650,650,-,1.25%
791,2012-12-27,650,650,650,650,-,0.00%
792,2012-12-28,650,650,650,650,-,0.00%
793,2012-12-31,655,655,655,655,-,0.77%
794,2013-01-02,640,640,640,640,0.00K,-2.29%
795,2013-01-03,645,645,645,645,0.15K,0.78%
796,2013-01-04,655,655,655,655,-,1.55%
797,2013-01-07,645,645,645,645,0.18K,-1.53%
798,2013-01-08,645,645,645,645,0.05K,0.00%
799,2013-01-09,645,645,645,640,-,0.00%
800,2013-01-10,640,640,640,640,-,-0.78%
801,2013-01-11,639,639,639,639,-,-0.16%
802,2013-01-14,635,635,635,635,-,-0.63%
803,2013-01-15,635,635,635,635,-,0.00%
804,2013-01-16,633,633,633,633,-,-0.31%
805,2013-01-17,633,633,633,633,-,0.00%
806,2013-01-18,633,633,633,633,-,0.00%
807,2013-01-22,633,633,633,633,-,0.00%
808,2013-01-23,624,626,626,624,-,-1.42%
809,2013-01-24,624,624,624,624,-,0.00%
810,2013-01-25,624,624,624,624,-,0.00%
811,2013-01-28,624,624,624,624,-,0.00%
812,2013-01-29,624,624,624,624,-,0.00%
813,2013-01-30,633,633,633,633,-,1.44%
814,2013-01-31,633,633,633,633,-,0.00%
815,2013-02-01,633,633,633,633,-,0.00%
816,2013-02-04,633,633,633,633,-,0.00%
817,2013-02-05,633,633,633,630,-,0.00%
818,2013-02-06,628,628,628,630,-,-0.79%
819,2013-02-07,625,625,625,627,-,-0.48%
820,2013-02-08,615,615,615,624,-,-1.60%
821,2013-02-11,615,615,615,615,-,0.00%
822,2013-02-12,615,615,615,615,0.04K,0.00%
823,2013-02-13,612,612,612,612,-,-0.49%
824,2013-02-14,611,611,611,611,-,-0.16%
825,2013-02-15,611,611,611,611,-,0.00%
826,2013-02-19,611,611,611,611,-,0.00%
827,2013-02-20,611,611,611,611,-,0.00%
828,2013-02-21,611,611,611,611,-,0.00%
829,2013-02-22,611,611,611,611,-,0.00%
830,2013-02-25,610,610,610,610,-,-0.16%
831,2013-02-27,610,616,616,616,0.00K,0.00%
832,2013-02-28,614,614,614,614,-,0.66%
833,2013-03-01,614,614,614,614,0.04K,0.00%
834,2013-03-04,617,617,617,617,-,0.49%
835,2013-03-05,617,620,620,620,0.01K,0.00%
836,2013-03-06,612,612,612,616,-,-0.81%
837,2013-03-07,612,612,612,612,-,0.00%
838,2013-03-08,612,612,612,612,-,0.00%
839,2013-03-11,612,612,612,612,-,0.00%
840,2013-03-12,612,612,612,612,-,0.00%
841,2013-03-13,610,610,610,610,-,-0.33%
842,2013-03-14,610,610,610,610,-,0.00%
843,2013-03-15,610,610,610,610,-,0.00%
844,2013-03-18,609,609,609,609,-,-0.16%
845,2013-03-19,609,609,609,609,-,0.00%
846,2013-03-20,609,609,609,609,-,0.00%
847,2013-03-21,609,609,609,609,-,0.00%
848,2013-03-22,608,608,611,610,-,-0.16%
849,2013-03-25,608,608,608,608,-,0.00%
850,2013-03-26,608,608,608,608,-,0.00%
851,2013-03-27,615,615,615,615,-,1.15%
852,2013-03-28,615,615,615,615,-,0.00%
853,2013-04-01,615,615,615,615,-,0.00%
854,2013-04-02,612,612,612,612,0.04K,-0.49%
855,2013-04-03,612,612,612,612,-,0.00%
856,2013-04-04,613,613,613,613,0.30K,0.16%
857,2013-04-05,608,612,612,608,-,-0.82%
858,2013-04-08,608,608,608,608,-,0.00%
859,2013-04-09,608,608,608,608,0.04K,0.00%
860,2013-04-10,608,608,608,608,0.28K,0.00%
861,2013-04-11,601,601,601,605,0.05K,-1.15%
862,2013-04-12,601,601,601,601,-,0.00%
863,2013-04-15,598,598,598,600,0.08K,-0.50%
864,2013-04-16,595,595,595,595,0.02K,-0.50%
865,2013-04-17,598,598,598,598,-,0.50%
866,2013-04-18,598,598,598,598,-,0.00%
867,2013-04-19,598,598,598,598,-,0.00%
868,2013-04-22,598,598,598,598,-,0.00%
869,2013-04-24,595,595,595,595,0.01K,-0.50%
870,2013-04-25,595,595,595,595,-,0.00%
871,2013-04-26,595,595,595,595,-,0.00%
872,2013-04-29,595,595,595,595,-,0.00%
873,2013-04-30,595,595,595,595,-,0.00%
874,2013-05-01,595,595,595,595,-,0.00%
875,2013-05-02,595,595,595,595,-,0.00%
876,2013-05-03,595,595,595,595,-,0.00%
877,2013-05-06,595,595,595,595,-,0.00%
878,2013-05-07,590,590,590,590,0.02K,-0.84%
879,2013-05-08,583,583,583,586,-,-1.19%
880,2013-05-09,583,583,583,583,-,0.00%
881,2013-05-10,583,583,583,583,-,0.00%
882,2013-05-13,583,583,583,583,-,0.00%
883,2013-05-14,583,583,583,583,-,0.00%
884,2013-05-15,578,578,578,578,-,-0.86%
885,2013-05-16,578,578,578,578,-,0.00%
886,2013-05-17,578,578,578,578,-,0.00%
887,2013-05-20,578,578,578,578,-,0.00%
888,2013-05-21,578,578,578,578,-,0.00%
889,2013-05-22,578,578,578,578,1.26K,0.00%
890,2013-05-23,578,578,578,578,-,0.00%
891,2013-05-24,578,578,578,578,-,0.00%
892,2013-05-28,578,578,578,578,-,0.00%
893,2013-05-29,583,583,583,583,-,0.87%
894,2013-05-30,588,588,588,588,0.11K,0.86%
895,2013-05-31,588,588,588,588,0.05K,0.00%
896,2013-06-03,588,588,588,588,-,0.00%
897,2013-06-04,588,588,588,588,-,0.00%
898,2013-06-05,588,588,588,588,0.25K,0.00%
899,2013-06-06,588,588,590,588,-,0.00%
900,2013-06-07,590,590,590,590,-,0.34%
901,2013-06-10,590,600,600,600,0.05K,0.00%
902,2013-06-11,603,603,603,603,0.15K,2.20%
903,2013-06-12,600,600,600,600,-,-0.50%
904,2013-06-13,600,600,600,600,-,0.00%
905,2013-06-14,600,600,600,600,-,0.00%
906,2013-06-17,600,600,600,600,-,0.00%
907,2013-06-18,600,600,600,600,-,0.00%
908,2013-06-19,600,600,600,600,-,0.00%
909,2013-06-20,600,600,600,600,-,0.00%
910,2013-06-21,600,600,600,600,-,0.00%
911,2013-06-24,600,600,600,600,-,0.00%
912,2013-06-26,626,628,628,628,0.11K,4.33%
913,2013-06-27,632,630,632,630,0.02K,0.96%
914,2013-06-28,632,632,635,632,0.05K,0.00%
915,2013-07-01,632,632,632,632,-,0.00%
916,2013-07-02,632,632,632,632,-,0.00%
917,2013-07-03,635,635,633,635,-,0.47%
918,2013-07-05,635,635,635,635,-,0.00%
919,2013-07-08,635,635,635,635,-,0.00%
920,2013-07-09,635,635,635,635,-,0.00%
921,2013-07-10,635,635,635,635,-,0.00%
922,2013-07-11,635,635,635,635,-,0.00%
923,2013-07-12,635,635,635,635,-,0.00%
924,2013-07-15,635,635,635,635,0.03K,0.00%
925,2013-07-16,635,635,635,635,-,0.00%
926,2013-07-17,635,635,635,635,-,0.00%
927,2013-07-18,635,635,635,635,-,0.00%
928,2013-07-19,635,635,635,635,-,0.00%
929,2013-07-22,635,635,635,635,-,0.00%
930,2013-07-23,635,635,635,635,-,0.00%
931,2013-07-24,636,636,636,636,-,0.16%
932,2013-07-25,636,636,636,636,-,0.00%
933,2013-07-26,636,636,636,636,-,0.00%
934,2013-07-29,636,636,636,636,-,0.00%
935,2013-07-30,636,636,636,636,-,0.00%
936,2013-07-31,642,642,642,642,-,0.94%
937,2013-08-01,642,642,642,642,-,0.00%
938,2013-08-02,642,642,642,642,-,0.00%
939,2013-08-05,642,642,642,642,-,0.00%
940,2013-08-06,642,642,642,642,-,0.00%
941,2013-08-07,642,642,642,642,-,0.00%
942,2013-08-08,648,648,648,648,-,0.93%
943,2013-08-09,648,648,648,648,-,0.00%
944,2013-08-12,648,648,648,648,-,0.00%
945,2013-08-13,648,648,648,648,-,0.00%
946,2013-08-14,648,648,648,648,-,0.00%
947,2013-08-15,648,648,648,648,-,0.00%
948,2013-08-16,648,648,648,648,-,0.00%
949,2013-08-19,648,648,648,648,-,0.00%
950,2013-08-20,648,648,648,648,-,0.00%
951,2013-08-21,648,648,648,648,-,0.00%
952,2013-08-22,648,648,648,648,-,0.00%
953,2013-08-23,648,648,648,648,-,0.00%
954,2013-08-26,648,648,648,648,-,0.00%
955,2013-08-27,648,648,648,648,-,0.00%
956,2013-08-28,645,645,645,645,-,-0.46%
957,2013-08-29,645,645,645,645,-,0.00%
958,2013-08-30,645,645,645,645,-,0.00%
959,2013-09-03,645,645,645,645,-,0.00%
960,2013-09-04,645,645,645,645,-,0.00%
961,2013-09-05,645,645,645,645,-,0.00%
962,2013-09-06,642,642,642,642,0.01K,-0.47%
963,2013-09-09,642,642,642,642,-,0.00%
964,2013-09-10,642,642,642,642,-,0.00%
965,2013-09-11,642,642,642,642,-,0.00%
966,2013-09-12,642,642,642,642,-,0.00%
967,2013-09-13,642,642,642,642,-,0.00%
968,2013-09-16,642,642,642,642,-,0.00%
969,2013-09-17,642,642,642,642,-,0.00%
970,2013-09-18,643,643,643,643,-,0.16%
971,2013-09-19,643,643,643,643,-,0.00%
972,2013-09-20,643,643,643,643,-,0.00%
973,2013-09-23,643,643,643,643,-,0.00%
974,2013-09-24,643,643,643,643,-,0.00%
975,2013-09-25,630,630,630,630,0.76K,-2.02%
976,2013-09-26,630,630,630,630,0.09K,0.00%
977,2013-09-27,630,630,630,630,-,0.00%
978,2013-09-30,630,630,630,630,-,0.00%
979,2013-10-01,635,635,635,635,0.11K,0.79%
980,2013-10-02,648,650,650,650,0.01K,2.05%
981,2013-10-03,648,648,648,648,-,0.00%
982,2013-10-04,648,648,648,648,-,0.00%
983,2013-10-07,648,648,648,648,-,0.00%
984,2013-10-08,645,645,645,645,-,-0.46%
985,2013-10-09,643,643,643,643,-,-0.31%
986,2013-10-10,643,643,643,643,0.01K,0.00%
987,2013-10-11,643,643,643,643,-,0.00%
988,2013-10-14,643,643,643,643,-,0.00%
989,2013-10-15,645,645,645,645,0.10K,0.31%
990,2013-10-16,650,650,648,650,-,0.78%
991,2013-10-17,650,650,652,650,-,0.00%
992,2013-10-18,650,650,650,650,-,0.00%
993,2013-10-21,651,651,651,651,-,0.15%
994,2013-10-22,651,651,651,651,-,0.00%
995,2013-10-23,651,651,651,651,-,0.00%
996,2013-10-24,651,651,651,651,-,0.00%
997,2013-10-25,651,651,651,651,-,0.00%
998,2013-10-28,651,651,651,651,-,0.00%
999,2013-10-29,651,651,651,651,-,0.00%
1000,2013-10-30,660,660,660,660,-,1.38%
1001,2013-10-31,659,659,659,647,-,-0.15%
1002,2013-11-01,659,659,659,659,-,0.00%
1003,2013-11-04,660,660,660,660,-,0.15%
1004,2013-11-05,660,660,660,660,-,0.00%
1005,2013-11-06,660,660,660,660,-,0.00%
1006,2013-11-07,667,667,667,667,-,1.06%
1007,2013-11-08,667,667,667,667,-,0.00%
1008,2013-11-11,665,665,665,665,-,-0.30%
1009,2013-11-12,665,665,665,665,-,0.00%
1010,2013-11-13,668,668,668,668,-,0.45%
1011,2013-11-14,668,668,668,668,-,0.00%
1012,2013-11-15,668,668,668,668,-,0.00%
1013,2013-11-18,668,668,668,668,-,0.00%
1014,2013-11-19,668,668,668,668,-,0.00%
1015,2013-11-20,668,668,668,668,-,0.00%
1016,2013-11-21,668,668,668,668,-,0.00%
1017,2013-11-22,668,668,668,668,-,0.00%
1018,2013-11-25,668,668,668,668,-,0.00%
1019,2013-11-27,675,675,675,675,0.01K,1.05%
1020,2013-11-29,675,675,675,675,-,0.00%
1021,2013-12-02,676,676,676,676,-,0.15%
1022,2013-12-03,676,676,676,676,-,0.00%
1023,2013-12-04,676,676,676,676,-,0.00%
1024,2013-12-05,676,676,676,676,-,0.00%
1025,2013-12-06,676,676,676,676,-,0.00%
1026,2013-12-09,676,676,676,676,-,0.00%
1027,2013-12-10,676,676,676,676,-,0.00%
1028,2013-12-11,676,676,676,676,-,0.00%
1029,2013-12-12,676,676,676,676,-,0.00%
1030,2013-12-13,676,676,676,676,-,0.00%
1031,2013-12-16,676,676,676,676,-,0.00%
1032,2013-12-17,676,676,676,676,-,0.00%
1033,2013-12-18,676,676,676,676,-,0.00%
1034,2013-12-19,670,670,670,670,-,-0.89%
1035,2013-12-20,670,670,670,670,-,0.00%
1036,2013-12-23,670,670,670,670,-,0.00%
1037,2013-12-24,670,670,670,670,-,0.00%
1038,2013-12-26,675,675,675,675,-,0.75%
1039,2013-12-27,675,675,675,675,-,0.00%
1040,2013-12-30,675,675,675,675,-,0.00%
1041,2013-12-31,675,675,675,675,-,0.00%
1042,2014-01-02,675,675,675,675,-,0.00%
1043,2014-01-03,673,673,673,673,-,-0.30%
1044,2014-01-06,670,670,670,670,-,-0.45%
1045,2014-01-07,670,670,670,670,-,0.00%
1046,2014-01-08,675,670,675,670,0.00K,0.75%
1047,2014-01-09,675,675,675,675,0.18K,0.00%
1048,2014-01-10,675,675,675,675,-,0.00%
1049,2014-01-13,675,675,675,675,0.03K,0.00%
1050,2014-01-14,675,675,675,675,-,0.00%
1051,2014-01-15,675,675,675,675,-,0.00%
1052,2014-01-16,675,675,675,675,-,0.00%
1053,2014-01-17,675,670,670,670,0.00K,0.00%
1054,2014-01-21,672,672,672,672,-,-0.44%
1055,2014-01-22,672,672,672,672,-,0.00%
1056,2014-01-23,672,672,672,672,-,0.00%
1057,2014-01-24,672,672,672,672,-,0.00%
1058,2014-01-27,672,672,672,672,-,0.00%
1059,2014-01-28,670,670,670,670,0.00K,-0.30%
1060,2014-01-29,659,659,657,659,-,-1.64%
1061,2014-01-30,658,655,655,655,0.04K,-0.15%
1062,2014-01-31,655,655,655,655,-,-0.46%
1063,2014-02-03,658,658,658,658,-,0.46%
1064,2014-02-04,660,660,660,660,0.03K,0.30%
1065,2014-02-05,660,660,660,660,-,0.00%
1066,2014-02-06,660,660,660,660,0.05K,0.00%
1067,2014-02-07,660,660,660,660,-,0.00%
1068,2014-02-10,660,660,660,660,-,0.00%
1069,2014-02-11,660,660,660,660,-,0.00%
1070,2014-02-12,658,658,658,658,-,-0.30%
1071,2014-02-13,655,655,655,655,-,-0.46%
1072,2014-02-14,655,655,655,655,-,0.00%
1073,2014-02-18,655,655,655,655,-,0.00%
1074,2014-02-19,655,655,655,655,-,0.00%
1075,2014-02-20,655,655,655,655,-,0.00%
1076,2014-02-21,655,655,655,655,-,0.00%
1077,2014-02-24,655,655,655,655,-,0.00%
1078,2014-02-25,655,655,655,655,-,0.00%
1079,2014-02-26,630,630,630,630,0.03K,-3.82%
1080,2014-02-27,630,630,630,630,-,0.00%
1081,2014-02-28,627,627,627,627,0.15K,-0.48%
1082,2014-03-03,627,627,627,627,-,0.00%
1083,2014-03-04,627,627,627,627,-,0.00%
1084,2014-03-05,627,627,627,627,-,0.00%
1085,2014-03-06,627,627,627,627,-,0.00%
1086,2014-03-07,626,626,626,626,0.08K,-0.16%
1087,2014-03-10,626,626,626,626,-,0.00%
1088,2014-03-11,626,626,626,626,-,0.00%
1089,2014-03-12,626,626,626,626,-,0.00%
1090,2014-03-13,626,626,626,626,-,0.00%
1091,2014-03-14,626,626,626,626,-,0.00%
1092,2014-03-17,626,626,626,626,-,0.00%
1093,2014-03-18,628,628,628,628,-,0.32%
1094,2014-03-19,628,628,628,628,-,0.00%
1095,2014-03-20,628,628,628,628,-,0.00%
1096,2014-03-21,628,628,628,628,-,0.00%
1097,2014-03-24,628,628,628,628,-,0.00%
1098,2014-03-25,628,628,628,628,-,0.00%
1099,2014-03-26,639,639,639,639,-,1.75%
1100,2014-03-27,639,639,639,639,-,0.00%
1101,2014-03-28,639,639,639,639,-,0.00%
1102,2014-03-31,639,639,640,639,-,0.00%
1103,2014-04-01,646,646,646,646,-,1.10%
1104,2014-04-02,648,648,648,648,-,0.31%
1105,2014-04-03,648,648,648,648,-,0.00%
1106,2014-04-04,653,653,653,653,-,0.77%
1107,2014-04-07,653,653,653,653,-,0.00%
1108,2014-04-08,653,653,653,653,-,0.00%
1109,2014-04-09,653,653,653,653,-,0.00%
1110,2014-04-10,653,653,653,653,-,0.00%
1111,2014-04-11,653,653,653,653,-,0.00%
1112,2014-04-14,653,653,653,653,-,0.00%
1113,2014-04-15,656,656,656,656,-,0.46%
1114,2014-04-16,656,656,656,656,-,0.00%
1115,2014-04-17,656,656,656,656,-,0.00%
1116,2014-04-21,656,656,656,656,-,0.00%
1117,2014-04-22,656,656,656,656,-,0.00%
1118,2014-04-23,660,660,660,660,-,0.61%
1119,2014-04-24,660,660,660,660,-,0.00%
1120,2014-04-25,660,660,660,660,-,0.00%
1121,2014-04-28,660,660,660,660,-,0.00%
1122,2014-04-29,660,660,660,660,-,0.00%
1123,2014-04-30,680,680,680,680,-,3.03%
1124,2014-05-01,684,684,684,684,-,0.59%
1125,2014-05-02,684,684,684,684,-,0.00%
1126,2014-05-05,684,684,684,684,-,0.00%
1127,2014-05-06,684,684,684,684,-,0.00%
1128,2014-05-07,684,684,684,684,-,0.00%
1129,2014-05-08,684,684,684,684,-,0.00%
