Date,Open,High,Low,Close,Adj Close,Volume
0,2010-01-04,8222.419922,8240.450195,8143.450195,8207.849609,8207.817383,6429400.0
1,2010-01-05,8277.709961,8283.639648,8162.540039,8211.400391,8211.368164,6762000.0
2,2010-01-06,8237.099609,8327.870117,8216.919922,8327.620117,8327.587891,6421600.0
3,2010-01-07,8344.55957,8369.549805,8233.589844,8237.419922,8237.387695,7133000.0
4,2010-01-08,8266.870117,8290.660156,8178.930176000001,8280.900391,8280.868164,5764400.0
5,2010-01-11,8291.519531,8357.900391,8281.719727,8323.820313,8323.788086,5857000.0
6,2010-01-12,8343.730469,8356.969727,8262.580078,8309.370117,8309.337891,5246000.0
7,2010-01-13,8229.25,8257.830078,8194.80957,8196.55957,8196.527344,4925600.0
8,2010-01-14,8245.860352,8313.94043,8237.669922,8289.980469,8289.948242,4837200.0
9,2010-01-15,8340.599609,8380.230469,8325.820313,8356.889648,8356.857422,5643400.0
10,2010-01-18,8290.379883,8367.650391,8290.379883,8337.820313,8337.788086,5100400.0
11,2010-01-19,8387.660156,8395.389648,8227.299805,8249.0,8248.967773,5582400.0
12,2010-01-20,8309.19043,8309.19043,8191.439941,8220.929688,8220.897461,5009800.0
13,2010-01-21,8189.5,8208.209961,8107.549805,8127.870117,8127.839355,4596800.0
14,2010-01-22,7986.430176000001,8015.950195,7912.850098000001,7927.310059,7927.279785,4907200.0
15,2010-01-25,7845.299805,7938.140137,7828.339844,7872.990234000001,7872.960448999999,3663800.0
16,2010-01-26,7903.029785,7922.069823999999,7572.580078,7598.810059,7598.78125,5680000.0
17,2010-01-27,7639.720215,7656.950195,7530.410156,7560.029785,7560.000977,3986200.0
18,2010-01-28,7630.160156,7756.77002,7607.560059,7694.580078,7694.55127,3931200.0
19,2010-01-29,7593.379883,7649.72998,7481.899901999999,7640.439941,7640.411133,3949400.0
20,2010-02-01,7653.890137,7661.700195,7493.810059,7524.669922,7524.641602,3222400.0
21,2010-02-02,7633.740234000001,7635.72998,7398.799805,7429.609863,7429.582031,3759800.0
22,2010-02-03,7523.790039,7550.819823999999,7441.919922,7547.97998,7547.951172,3152400.0
23,2010-02-04,7563.189941,7578.180176000001,7504.959961,7542.040039,7542.011719,2813800.0
24,2010-02-05,7323.160156,7352.97998,7196.390137,7217.830078,7217.802734000001,4614600.0
25,2010-02-08,7236.629883,7253.240234000001,7173.180176000001,7215.879883,7215.852539,3033600.0
26,2010-02-09,7225.709961,7381.819823999999,7197.129883,7361.040039,7361.012206999999,3730000.0
27,2010-02-10,7438.120117,7496.339844,7404.970215,7441.839844,7441.812012,3984400.0
28,2010-02-22,7619.870117,7619.870117,7553.290039,7560.040039,7560.01123,3187400.0
29,2010-02-23,7575.620117,7597.439941,7502.450195,7597.439941,7597.411133,2992800.0
30,2010-02-24,7516.470215,7585.189941,7515.379883,7529.669922,7529.641602,2858200.0
31,2010-02-25,7568.419922,7568.419922,7400.419922,7426.959961,7426.932129000001,3420800.0
32,2010-02-26,7451.169922,7479.279785,7383.680176000001,7436.100098000001,7436.072265999999,2737400.0
33,2010-03-01,7492.839844,7620.560059,7451.089844,7577.75,7577.721191,3501600.0
34,2010-03-02,7649.620117,7664.490234000001,7592.660156,7597.620117,7597.591309,3158200.0
35,2010-03-03,7628.779785,7670.25,7604.859863,7629.52002,7629.491211,3005000.0
36,2010-03-04,7664.0,7664.0,7524.189941,7569.799805,7569.770995999999,3480400.0
37,2010-03-05,7659.759765999999,7694.890137,7618.0,7666.259765999999,7666.230956999999,3218800.0
38,2010-03-08,7741.799805,7763.759765999999,7716.279785,7762.27002,7762.241211,3455000.0
39,2010-03-09,7762.399901999999,7770.589844,7737.649901999999,7770.589844,7770.561035,2978600.0
40,2010-03-10,7797.700195,7803.27002,7736.700195,7779.080078,7779.05127,2974000.0
41,2010-03-11,7817.589844,7818.839844,7749.399901999999,7749.660156,7749.631348000001,3106000.0
42,2010-03-12,7773.52002,7773.52002,7726.089844,7748.330078,7748.30127,2575400.0
43,2010-03-15,7750.870117,7766.359863,7634.919922,7634.919922,7634.891113,2705800.0
44,2010-03-16,7671.410156,7695.810059,7645.169922,7695.629883,7695.601073999999,2343400.0
45,2010-03-17,7763.430176000001,7849.379883,7762.850098000001,7847.839844,7847.810547,3959000.0
