Date,Price,Open,High,Low,Vol.,Change %
700,2012-10-11,"1,768.80","1,761.60","1,771.00","1,761.60",0.03K,0.32%
701,2012-10-12,"1,758.00","1,769.50","1,769.50","1,753.60",0.08K,-0.61%
702,2012-10-15,"1,736.00","1,750.00","1,750.00","1,729.90",0.11K,-1.25%
703,2012-10-16,"1,744.70","1,736.70","1,744.40","1,736.60",0.02K,0.50%
704,2012-10-17,"1,751.50","1,749.40","1,750.70","1,746.00",0.04K,0.39%
705,2012-10-18,"1,743.30","1,749.10","1,749.10","1,740.50",0.03K,-0.47%
706,2012-10-19,"1,722.80","1,741.10","1,741.10","1,721.00",0.07K,-1.18%
707,2012-10-22,"1,725.10","1,715.00","1,728.30","1,715.00",0.01K,0.13%
708,2012-10-23,"1,708.30","1,726.60","1,728.50","1,708.40",0.08K,-0.97%
709,2012-10-24,"1,700.50","1,708.40","1,708.50","1,698.60",0.03K,-0.46%
710,2012-10-25,"1,712.00","1,711.70","1,716.70","1,711.70",0.03K,0.68%
711,2012-10-26,"1,710.90","1,706.10","1,716.20","1,706.10",0.08K,-0.06%
712,2012-10-29,"1,707.70","1,712.00","1,712.00","1,707.00",0.01K,-0.19%
713,2012-10-30,"1,710.50","1,709.10","1,714.40","1,709.00",0.37K,0.16%
714,2012-10-31,"1,717.50","1,714.40","1,724.50","1,714.40",0.06K,0.41%
715,2012-11-01,"1,714.10","1,722.30","1,725.10","1,714.90",0.02K,-0.20%
716,2012-11-02,"1,674.10","1,711.30","1,711.30","1,674.30",0.05K,-2.33%
717,2012-11-05,"1,682.20","1,682.80","1,683.10","1,674.30",0.01K,0.48%
718,2012-11-06,"1,714.10","1,690.10","1,718.00","1,690.10",0.05K,1.90%
719,2012-11-07,"1,713.20","1,707.70","1,726.50","1,703.70",0.04K,-0.05%
720,2012-11-08,"1,725.40","1,715.90","1,729.60","1,714.20",0.03K,0.71%
721,2012-11-09,"1,730.30","1,733.70","1,734.10","1,727.60",0.01K,0.28%
722,2012-11-12,"1,730.30","1,733.20","1,734.90","1,733.20",0.01K,0.00%
723,2012-11-13,"1,724.20","1,721.60","1,728.20","1,718.50",0.01K,-0.35%
724,2012-11-14,"1,729.50","1,722.00","1,727.70","1,722.00",0.01K,0.31%
725,2012-11-15,"1,713.30","1,724.90","1,724.90","1,706.30",0.01K,-0.94%
726,2012-11-16,"1,714.30","1,710.00","1,713.80","1,706.90",0.02K,0.06%
727,2012-11-19,"1,734.00","1,721.80","1,731.00","1,721.80",0.00K,1.15%
728,2012-11-20,"1,723.20","1,730.60","1,731.10","1,722.50",0.02K,-0.62%
729,2012-11-21,"1,727.90","1,725.80","1,725.80","1,725.80",0.02K,0.27%
730,2012-11-23,"1,751.30","1,735.00","1,735.00","1,735.00",0.01K,1.35%
731,2012-11-26,"1,749.50","1,750.30","1,750.50","1,749.40",0.02K,-0.10%
732,2012-11-27,"1,742.20","1,746.40","1,746.40","1,745.20",0.01K,-0.42%
733,2012-11-28,"1,716.50","1,739.80","1,739.80","1,716.30",0.01K,-1.48%
734,2012-11-29,"1,727.20","1,719.60","1,729.00","1,717.70",65.60K,0.62%
735,2012-11-30,"1,710.90","1,725.20","1,731.20","1,708.40",3.69K,-0.94%
736,2012-12-03,"1,719.60","1,714.90","1,721.90","1,714.50",1.24K,0.51%
737,2012-12-04,"1,694.40","1,716.30","1,716.80","1,691.60",1.43K,-1.47%
738,2012-12-05,"1,692.40","1,697.10","1,706.00","1,685.00",1.26K,-0.12%
739,2012-12-06,"1,700.30","1,694.30","1,702.10","1,686.40",0.53K,0.47%
740,2012-12-07,"1,704.00","1,701.20","1,704.50","1,684.00",0.17K,0.22%
741,2012-12-10,"1,713.00","1,704.20","1,717.00","1,704.20",0.09K,0.53%
742,2012-12-11,"1,708.20","1,710.00","1,714.10","1,705.90",0.09K,-0.28%
743,2012-12-12,"1,716.60","1,710.10","1,722.30","1,708.00",0.20K,0.49%
744,2012-12-13,"1,695.60","1,707.20","1,707.20","1,689.90",0.24K,-1.22%
745,2012-12-14,"1,695.80","1,698.30","1,699.20","1,694.40",0.07K,0.01%
746,2012-12-17,"1,697.00","1,690.50","1,698.50","1,689.50",0.07K,0.07%
747,2012-12-18,"1,669.50","1,701.40","1,702.80","1,661.00",0.50K,-1.62%
748,2012-12-19,"1,666.50","1,675.30","1,676.00","1,664.60",0.08K,-0.18%
749,2012-12-20,"1,644.90","1,667.90","1,671.00","1,637.60",0.16K,-1.30%
750,2012-12-21,"1,659.10","1,648.00","1,656.70","1,635.80",0.08K,0.86%
751,2012-12-24,"1,658.60","1,657.70","1,663.80","1,654.90",0.07K,-0.03%
752,2012-12-26,"1,659.80","1,654.50","1,666.70","1,654.50",0.07K,0.07%
753,2012-12-27,"1,662.60","1,656.20","1,662.10","1,656.20",0.21K,0.17%
754,2012-12-28,"1,654.90","1,664.00","1,664.00","1,653.70",0.20K,-0.46%
755,2012-12-31,"1,674.80","1,655.40","1,677.10","1,655.40",0.09K,1.20%
756,2013-01-02,"1,687.90","1,672.80","1,693.80","1,670.00",0.04K,0.78%
757,2013-01-03,"1,673.70","1,686.10","1,686.80","1,662.00",0.14K,-0.84%
758,2013-01-04,"1,648.10","1,647.00","1,658.30","1,625.70",0.20K,-1.53%
759,2013-01-07,"1,645.50","1,656.50","1,659.90","1,643.80",0.05K,-0.16%
760,2013-01-08,"1,661.50","1,647.70","1,659.50","1,647.70",0.02K,0.97%
761,2013-01-09,"1,654.80","1,658.60","1,662.10","1,651.20",0.01K,-0.40%
762,2013-01-10,"1,677.30","1,672.50","1,673.80","1,672.50",0.01K,1.36%
763,2013-01-11,"1,660.00","1,673.10","1,673.10","1,654.20",0.15K,-1.03%
764,2013-01-14,"1,668.90","1,665.40","1,673.80","1,664.10",0.01K,0.54%
765,2013-01-15,"1,683.40","1,671.60","1,684.30","1,671.60",0.02K,0.87%
766,2013-01-16,"1,682.70","1,674.40","1,680.50","1,674.40",0.01K,-0.04%
767,2013-01-17,"1,690.40","1,676.40","1,694.60","1,671.00",0.08K,0.46%
768,2013-01-18,"1,686.60","1,687.40","1,692.00","1,687.30",0.01K,-0.22%
769,2013-01-22,"1,692.80","1,690.30","1,694.70","1,687.80",0.02K,0.37%
770,2013-01-23,"1,686.30","1,691.30","1,693.70","1,685.20",0.03K,-0.38%
771,2013-01-24,"1,669.50","1,680.80","1,681.70","1,668.00",0.01K,-1.00%
772,2013-01-25,"1,656.40","1,663.00","1,663.00","1,657.20",0.04K,-0.78%
773,2013-01-28,"1,652.40","1,651.60","1,655.50","1,651.60",0.08K,-0.24%
774,2013-01-29,"1,660.70","1,661.20","1,661.50","1,660.70",0.02K,0.50%
775,2013-01-30,"1,679.90","1,662.40","1,683.20","1,661.80",44.89K,1.16%
776,2013-01-31,"1,660.60","1,675.40","1,680.00","1,657.40",6.04K,-1.15%
777,2013-02-01,"1,669.40","1,663.90","1,681.20","1,659.90",3.25K,0.53%
778,2013-02-04,"1,675.30","1,668.00","1,676.50","1,661.60",0.45K,0.35%
779,2013-02-05,"1,672.40","1,674.20","1,683.40","1,666.50",0.35K,-0.17%
780,2013-02-06,"1,677.70","1,672.20","1,678.50","1,668.00",0.38K,0.32%
781,2013-02-07,"1,670.40","1,677.00","1,682.10","1,663.10",0.48K,-0.44%
782,2013-02-08,"1,666.00","1,671.50","1,672.50","1,664.80",0.29K,-0.26%
783,2013-02-11,"1,648.20","1,666.50","1,668.00","1,643.70",0.87K,-1.07%
784,2013-02-12,"1,648.70","1,643.80","1,650.40","1,642.40",0.09K,0.03%
785,2013-02-13,"1,644.20","1,652.20","1,652.30","1,640.20",0.24K,-0.27%
786,2013-02-14,"1,634.70","1,641.10","1,646.90","1,632.70",0.22K,-0.58%
787,2013-02-15,"1,608.80","1,633.20","1,633.90","1,599.50",0.46K,-1.58%
788,2013-02-19,"1,603.60","1,610.00","1,617.00","1,599.70",0.27K,-0.32%
789,2013-02-20,"1,577.60","1,604.70","1,606.90","1,561.80",0.28K,-1.62%
790,2013-02-21,"1,578.20","1,568.50","1,581.20","1,554.50",2.02K,0.04%
791,2013-02-22,"1,572.40","1,580.00","1,585.40","1,572.30",0.08K,-0.37%
792,2013-02-25,"1,586.20","1,579.40","1,596.00","1,577.70",0.12K,0.88%
793,2013-02-26,"1,615.20","1,593.30","1,609.00","1,589.00",0.19K,1.83%
794,2013-02-27,"1,595.20","1,612.80","1,612.80","1,591.80",0.70K,-1.24%
795,2013-02-28,"1,577.70","1,596.00","1,601.60","1,575.10",0.10K,-1.10%
796,2013-03-01,"1,571.90","1,579.60","1,585.60","1,566.00",0.07K,-0.37%
797,2013-03-04,"1,572.10","1,580.80","1,580.80","1,569.70",0.06K,0.01%
798,2013-03-05,"1,574.60","1,577.60","1,585.50","1,571.40",0.07K,0.16%
799,2013-03-06,"1,574.60","1,577.60","1,582.60","1,566.80",0.11K,0.00%
800,2013-03-07,"1,574.80","1,580.00","1,583.50","1,573.90",0.05K,0.01%
801,2013-03-08,"1,576.60","1,578.60","1,581.20","1,561.80",0.07K,0.11%
802,2013-03-11,"1,577.80","1,576.00","1,579.70","1,576.00",1.12K,0.08%
803,2013-03-12,"1,591.50","1,579.80","1,595.60","1,579.80",0.16K,0.87%
804,2013-03-13,"1,588.30","1,592.30","1,596.00","1,585.00",0.40K,-0.20%
805,2013-03-14,"1,590.60","1,585.70","1,587.90","1,575.70",0.14K,0.14%
806,2013-03-15,"1,592.50","1,590.50","1,594.40","1,590.20",0.01K,0.12%
807,2013-03-18,"1,604.60","1,605.90","1,607.70","1,601.60",0.61K,0.76%
808,2013-03-19,"1,611.30","1,613.10","1,613.10","1,613.00",0.20K,0.42%
809,2013-03-20,"1,607.50","1,610.00","1,613.00","1,606.20",0.01K,-0.24%
810,2013-03-21,"1,613.80","1,612.80","1,613.00","1,611.90",0.01K,0.39%
811,2013-03-22,"1,606.20","1,611.00","1,611.00","1,604.10",0.10K,-0.47%
812,2013-03-25,"1,604.60","1,607.10","1,607.80","1,596.10",0.03K,-0.10%
813,2013-03-26,"1,595.80","1,595.80","1,595.80","1,595.80",0.01K,-0.55%
814,2013-03-27,"1,606.20","1,598.50","1,608.10","1,590.30",50.45K,0.65%
815,2013-03-28,"1,594.80","1,604.70","1,606.60","1,593.60",4.72K,-0.71%
816,2013-04-01,"1,600.00","1,596.80","1,600.50","1,594.80",0.69K,0.33%
817,2013-04-02,"1,575.10","1,599.20","1,602.60","1,574.10",2.29K,-1.56%
818,2013-04-03,"1,552.80","1,575.70","1,576.40","1,549.20",2.17K,-1.42%
819,2013-04-04,"1,551.80","1,557.30","1,557.30","1,539.10",0.83K,-0.06%
820,2013-04-05,"1,575.40","1,553.20","1,580.60","1,550.10",1.18K,1.52%
821,2013-04-08,"1,572.00","1,575.80","1,580.60","1,567.60",0.10K,-0.22%
822,2013-04-09,"1,586.20","1,571.60","1,589.30","1,570.00",0.22K,0.90%
823,2013-04-10,"1,558.30","1,584.40","1,586.00","1,557.00",0.36K,-1.76%
824,2013-04-11,"1,564.30","1,557.10","1,566.70","1,554.80",1.07K,0.39%
825,2013-04-12,"1,501.00","1,560.80","1,560.80","1,480.20",0.88K,-4.05%
826,2013-04-15,"1,360.60","1,478.20","1,487.40","1,338.00",1.31K,-9.35%
827,2013-04-16,"1,386.80","1,358.00","1,401.00","1,323.00",0.62K,1.93%
828,2013-04-17,"1,382.20","1,373.20","1,394.20","1,370.20",0.09K,-0.33%
829,2013-04-18,"1,392.00","1,347.50","1,396.40","1,347.50",0.06K,0.71%
830,2013-04-19,"1,395.30","1,419.30","1,420.30","1,395.10",0.24K,0.24%
831,2013-04-22,"1,421.00","1,406.80","1,434.90","1,406.80",0.07K,1.84%
832,2013-04-23,"1,408.60","1,429.50","1,429.50","1,405.80",0.33K,-0.87%
833,2013-04-24,"1,423.40","1,423.20","1,430.10","1,420.40",0.14K,1.05%
834,2013-04-25,"1,461.80","1,433.00","1,458.30","1,433.00",0.22K,2.70%
835,2013-04-26,"1,453.60","1,467.40","1,480.00","1,451.40",0.63K,-0.56%
836,2013-04-29,"1,467.40","1,462.70","1,475.50","1,462.30",0.27K,0.95%
837,2013-04-30,"1,472.20","1,471.10","1,476.60","1,461.00",0.53K,0.33%
838,2013-05-01,"1,446.30","1,475.80","1,477.10","1,440.00",0.13K,-1.76%
839,2013-05-02,"1,467.70","1,459.00","1,471.20","1,453.50",0.24K,1.48%
840,2013-05-03,"1,464.30","1,465.50","1,487.10","1,461.40",0.07K,-0.23%
841,2013-05-06,"1,468.10","1,468.10","1,477.20","1,466.80",0.03K,0.26%
842,2013-05-07,"1,449.00","1,462.00","1,466.20","1,441.20",0.09K,-1.30%
843,2013-05-08,"1,473.90","1,455.50","1,474.70","1,450.70",0.08K,1.72%
844,2013-05-09,"1,468.80","1,471.20","1,473.40","1,453.00",0.03K,-0.35%
845,2013-05-10,"1,436.80","1,455.60","1,459.30","1,423.00",0.57K,-2.18%
846,2013-05-13,"1,434.50","1,440.00","1,440.60","1,427.80",0.34K,-0.16%
847,2013-05-14,"1,424.70","1,430.10","1,444.40","1,422.00",0.07K,-0.68%
848,2013-05-15,"1,396.50","1,425.70","1,425.70","1,390.10",0.36K,-1.98%
849,2013-05-16,"1,387.10","1,390.40","1,395.10","1,370.60",0.04K,-0.67%
850,2013-05-17,"1,364.90","1,386.70","1,391.10","1,359.10",0.05K,-1.60%
851,2013-05-20,"1,384.30","1,342.90","1,391.90","1,342.90",0.02K,1.42%
852,2013-05-21,"1,377.80","1,386.50","1,392.30","1,358.50",0.05K,-0.47%
853,2013-05-22,"1,367.60","1,387.20","1,395.70","1,364.50",0.01K,-0.74%
854,2013-05-23,"1,392.00","1,380.60","1,394.80","1,377.80",0.06K,1.78%
855,2013-05-24,"1,386.80","1,386.80","1,386.80","1,386.80",0.00K,-0.37%
856,2013-05-27,"1,395.95","1,385.95","1,396.15","1,384.15",-,0.66%
857,2013-05-28,"1,379.10","1,380.80","1,392.50","1,379.80",0.06K,-1.21%
858,2013-05-29,"1,391.30","1,391.30","1,391.30","1,391.30",0.00K,0.88%
859,2013-05-30,"1,411.50","1,392.10","1,417.50","1,388.30",45.13K,1.45%
860,2013-05-31,"1,392.60","1,412.40","1,421.10","1,384.20",6.00K,-1.34%
861,2013-06-03,"1,411.70","1,389.10","1,416.30","1,388.30",1.42K,1.37%
862,2013-06-04,"1,397.10","1,410.90","1,414.10","1,389.00",0.93K,-1.03%
863,2013-06-05,"1,398.40","1,397.50","1,410.00","1,395.60",1.69K,0.09%
864,2013-06-06,"1,415.70","1,401.70","1,422.70","1,391.60",0.78K,1.24%
865,2013-06-07,"1,383.00","1,411.50","1,416.40","1,377.90",1.16K,-2.31%
866,2013-06-10,"1,386.20","1,378.80","1,386.90","1,375.60",0.37K,0.23%
867,2013-06-11,"1,377.00","1,384.20","1,384.40","1,366.00",0.48K,-0.66%
868,2013-06-12,"1,391.80","1,375.00","1,393.50","1,373.70",0.51K,1.07%
869,2013-06-13,"1,377.60","1,386.80","1,390.90","1,373.40",0.46K,-1.02%
870,2013-06-14,"1,387.30","1,383.90","1,389.60","1,377.80",0.09K,0.70%
871,2013-06-17,"1,382.80","1,390.30","1,390.50","1,380.00",0.11K,-0.32%
872,2013-06-18,"1,366.60","1,383.10","1,383.50","1,363.00",0.35K,-1.17%
873,2013-06-19,"1,373.60","1,368.10","1,372.70","1,348.10",0.20K,0.51%
874,2013-06-20,"1,285.90","1,348.10","1,348.10","1,275.40",0.71K,-6.38%
875,2013-06-21,"1,291.60","1,280.40","1,300.00","1,268.90",0.46K,0.44%
876,2013-06-24,"1,276.80","1,297.30","1,297.30","1,275.70",0.32K,-1.15%
877,2013-06-25,"1,274.80","1,281.30","1,286.00","1,273.20",0.95K,-0.16%
878,2013-06-26,"1,229.60","1,273.90","1,273.90","1,228.80",0.37K,-3.55%
879,2013-06-27,"1,211.40","1,224.70","1,241.60","1,198.30",0.53K,-1.48%
880,2013-06-28,"1,223.80","1,200.90","1,232.30","1,183.20",0.23K,1.02%
881,2013-07-01,"1,255.90","1,234.70","1,261.00","1,234.20",0.15K,2.62%
882,2013-07-02,"1,243.60","1,254.10","1,266.30","1,241.20",0.11K,-0.98%
883,2013-07-03,"1,252.10","1,243.80","1,258.20","1,240.30",0.02K,0.68%
884,2013-07-04,"1,247.05","1,254.55","1,256.15","1,244.45",-,-0.40%
885,2013-07-05,"1,212.90","1,252.70","1,254.10","1,208.90",0.07K,-2.74%
886,2013-07-08,"1,234.90","1,218.80","1,235.20","1,215.40",0.06K,1.81%
887,2013-07-09,"1,245.90","1,234.70","1,254.50","1,234.40",0.03K,0.89%
888,2013-07-10,"1,247.40","1,244.60","1,263.90","1,244.60",0.06K,0.12%
889,2013-07-11,"1,280.10","1,284.60","1,285.00","1,278.90",0.02K,2.62%
890,2013-07-12,"1,277.80","1,282.30","1,282.30","1,273.30",0.01K,-0.18%
891,2013-07-15,"1,283.80","1,292.10","1,292.40","1,281.60",0.02K,0.47%
892,2013-07-16,"1,290.80","1,279.40","1,291.40","1,279.40",0.01K,0.55%
893,2013-07-17,"1,277.90","1,286.20","1,300.00","1,272.90",0.01K,-1.00%
894,2013-07-18,"1,284.60","1,275.30","1,286.40","1,275.20",0.03K,0.52%
895,2013-07-19,"1,293.30","1,291.70","1,292.20","1,290.00",0.01K,0.68%
896,2013-07-22,"1,336.40","1,317.00","1,332.20","1,317.00",0.02K,3.33%
897,2013-07-23,"1,335.10","1,334.80","1,342.30","1,327.90",0.01K,-0.10%
898,2013-07-24,"1,319.70","1,342.20","1,345.10","1,318.60",0.04K,-1.15%
899,2013-07-25,"1,329.00","1,318.50","1,336.80","1,318.50",0.06K,0.70%
900,2013-07-26,"1,321.70","1,326.50","1,326.50","1,322.40",0.07K,-0.55%
901,2013-07-29,"1,328.40","1,328.40","1,328.40","1,328.40",0.00K,0.51%
902,2013-07-30,"1,324.00","1,327.20","1,329.60","1,316.20",44.77K,-0.33%
903,2013-07-31,"1,312.40","1,325.50","1,338.40","1,304.90",6.25K,-0.88%
904,2013-08-01,"1,311.00","1,323.00","1,328.50","1,306.90",1.56K,-0.11%
905,2013-08-02,"1,310.60","1,306.70","1,317.60","1,283.00",1.45K,-0.03%
906,2013-08-05,"1,302.60","1,311.20","1,318.30","1,297.50",0.90K,-0.61%
907,2013-08-06,"1,283.20","1,303.00","1,305.90","1,279.30",1.31K,-1.49%
908,2013-08-07,"1,286.10","1,282.50","1,288.40","1,274.00",0.99K,0.23%
909,2013-08-08,"1,310.70","1,283.90","1,312.80","1,283.70",0.48K,1.91%
910,2013-08-09,"1,312.90","1,315.10","1,315.80","1,306.70",0.45K,0.17%
911,2013-08-12,"1,334.70","1,317.20","1,342.40","1,317.20",0.31K,1.66%
912,2013-08-13,"1,321.20","1,331.90","1,339.10","1,320.20",0.21K,-1.01%
913,2013-08-14,"1,334.00","1,317.70","1,336.30","1,317.70",0.33K,0.97%
914,2013-08-15,"1,361.60","1,340.10","1,369.60","1,319.90",0.24K,2.07%
915,2013-08-16,"1,371.70","1,366.80","1,378.90","1,361.00",0.18K,0.74%
916,2013-08-19,"1,366.20","1,379.00","1,384.40","1,363.90",0.14K,-0.40%
917,2013-08-20,"1,373.10","1,355.00","1,377.00","1,355.00",0.12K,0.51%
918,2013-08-21,"1,370.60","1,372.50","1,377.30","1,360.90",0.11K,-0.18%
919,2013-08-22,"1,371.20","1,362.00","1,380.40","1,362.00",0.08K,0.04%
920,2013-08-23,"1,395.70","1,376.80","1,398.20","1,373.90",0.18K,1.79%
921,2013-08-26,"1,393.00","1,398.60","1,403.00","1,391.30",0.20K,-0.19%
922,2013-08-27,"1,420.60","1,403.80","1,421.10","1,398.70",0.40K,1.98%
923,2013-08-28,"1,419.00","1,417.30","1,428.00","1,415.10",0.02K,-0.11%
924,2013-08-29,"1,412.90","1,417.40","1,417.40","1,404.50",0.38K,-0.43%
925,2013-08-30,"1,396.10","1,407.20","1,409.80","1,392.30",0.10K,-1.19%
926,2013-09-02,"1,393.70","1,380.40","1,398.00","1,379.60",-,-0.17%
927,2013-09-03,"1,412.00","1,393.00","1,414.40","1,382.30",0.14K,1.31%
928,2013-09-04,"1,389.90","1,413.00","1,413.00","1,387.10",0.10K,-1.57%
929,2013-09-05,"1,373.10","1,393.50","1,397.50","1,367.10",0.04K,-1.21%
930,2013-09-06,"1,386.70","1,371.00","1,390.10","1,368.90",0.05K,0.99%
931,2013-09-09,"1,386.80","1,389.80","1,389.80","1,386.50",0.04K,0.01%
932,2013-09-10,"1,364.10","1,377.50","1,377.50","1,357.60",0.02K,-1.64%
933,2013-09-11,"1,363.90","1,365.80","1,365.80","1,356.70",0.06K,-0.01%
934,2013-09-12,"1,330.40","1,360.00","1,360.00","1,322.40",0.12K,-2.46%
935,2013-09-13,"1,308.40","1,322.90","1,323.00","1,305.30",0.04K,-1.65%
936,2013-09-16,"1,317.90","1,328.40","1,329.60","1,310.80",0.11K,0.73%
937,2013-09-17,"1,309.50","1,313.00","1,313.10","1,310.20",0.02K,-0.64%
938,2013-09-18,"1,307.80","1,292.10","1,347.70","1,292.10",0.03K,-0.13%
939,2013-09-19,"1,369.40","1,362.90","1,373.00","1,362.90",0.04K,4.71%
940,2013-09-20,"1,332.50","1,347.50","1,347.50","1,330.70",0.00K,-2.69%
941,2013-09-23,"1,326.90","1,327.10","1,327.80","1,317.60",0.08K,-0.42%
942,2013-09-24,"1,316.00","1,321.20","1,324.90","1,309.40",0.06K,-0.82%
943,2013-09-25,"1,335.90","1,322.70","1,335.30","1,322.70",0.05K,1.51%
944,2013-09-26,"1,323.60","1,335.20","1,338.30","1,335.20",0.01K,-0.92%
945,2013-09-27,"1,338.40","1,321.50","1,343.80","1,319.70",2.99K,1.12%
946,2013-09-30,"1,326.50","1,345.80","1,350.90","1,322.00",0.60K,-0.89%
947,2013-10-01,"1,286.00","1,328.00","1,334.20","1,283.80",0.82K,-3.05%
948,2013-10-02,"1,320.60","1,288.50","1,321.00","1,280.00",0.15K,2.69%
949,2013-10-03,"1,317.40","1,312.00","1,319.50","1,302.50",0.22K,-0.24%
950,2013-10-04,"1,309.70","1,316.20","1,318.10","1,305.70",0.04K,-0.58%
951,2013-10-07,"1,324.80","1,313.80","1,325.40","1,311.80",0.08K,1.15%
952,2013-10-08,"1,324.20","1,326.50","1,330.00","1,321.20",0.06K,-0.05%
953,2013-10-09,"1,306.90","1,317.60","1,319.00","1,295.30",0.14K,-1.31%
954,2013-10-10,"1,296.60","1,303.40","1,310.80","1,285.00",0.09K,-0.79%
955,2013-10-11,"1,268.00","1,286.90","1,291.60","1,263.80",0.21K,-2.21%
956,2013-10-14,"1,276.40","1,275.80","1,285.80","1,272.10",0.06K,0.66%
957,2013-10-15,"1,273.00","1,270.50","1,284.80","1,254.10",0.21K,-0.27%
958,2013-10-16,"1,282.00","1,282.80","1,284.00","1,269.20",0.09K,0.71%
959,2013-10-17,"1,322.70","1,307.00","1,320.80","1,307.00",0.07K,3.17%
960,2013-10-18,"1,314.40","1,318.80","1,326.00","1,312.60",0.07K,-0.63%
961,2013-10-21,"1,315.70","1,316.80","1,317.70","1,316.50",0.02K,0.10%
962,2013-10-22,"1,342.50","1,313.90","1,342.60","1,313.90",0.06K,2.04%
963,2013-10-23,"1,333.90","1,331.90","1,333.40","1,331.90",0.01K,-0.64%
964,2013-10-24,"1,350.20","1,334.50","1,350.10","1,334.50",0.02K,1.22%
965,2013-10-25,"1,352.40","1,346.20","1,353.00","1,346.20",0.02K,0.16%
966,2013-10-28,"1,352.00","1,351.40","1,359.20","1,349.00",0.02K,-0.03%
967,2013-10-29,"1,345.20","1,359.60","1,359.70","1,359.60",0.01K,-0.50%
968,2013-10-30,"1,349.00","1,340.80","1,355.80","1,335.60",0.04K,0.28%
969,2013-10-31,"1,323.60","1,334.00","1,334.00","1,321.70",0.06K,-1.88%
970,2013-11-01,"1,313.10","1,325.70","1,325.70","1,308.00",0.02K,-0.79%
971,2013-11-04,"1,314.60","1,314.60","1,320.50","1,312.10",0.04K,0.11%
972,2013-11-05,"1,308.00","1,313.30","1,317.50","1,306.90",0.10K,-0.50%
973,2013-11-06,"1,317.70","1,313.50","1,318.60","1,312.50",0.01K,0.74%
974,2013-11-07,"1,308.40","1,323.60","1,323.60","1,298.00",0.13K,-0.71%
975,2013-11-08,"1,284.50","1,308.00","1,308.10","1,281.30",0.02K,-1.83%
976,2013-11-11,"1,281.00","1,281.60","1,281.80","1,281.00",0.01K,-0.27%
977,2013-11-12,"1,271.10","1,282.30","1,282.30","1,268.50",0.00K,-0.77%
978,2013-11-13,"1,268.30","1,274.00","1,280.50","1,271.10",0.02K,-0.22%
979,2013-11-14,"1,286.20","1,280.20","1,293.30","1,278.10",0.03K,1.41%
980,2013-11-15,"1,287.30","1,287.70","1,288.50","1,281.50",0.02K,0.09%
981,2013-11-18,"1,272.20","1,284.70","1,284.80","1,272.20",0.01K,-1.17%
982,2013-11-19,"1,273.40","1,274.20","1,275.20","1,271.00",0.01K,0.09%
983,2013-11-20,"1,257.90","1,269.00","1,269.00","1,241.90",0.12K,-1.22%
984,2013-11-21,"1,243.50","1,245.70","1,247.10","1,236.50",0.09K,-1.14%
985,2013-11-22,"1,244.00","1,243.20","1,247.00","1,241.40",0.08K,0.04%
986,2013-11-25,"1,241.10","1,231.10","1,240.70","1,229.00",0.02K,-0.23%
987,2013-11-26,"1,241.40","1,243.00","1,243.00","1,243.00",0.00K,0.02%
988,2013-11-27,"1,237.80","1,241.60","1,254.80","1,235.50",82.33K,-0.29%
989,2013-11-28,"1,243.80","1,237.90","1,245.30","1,236.20",-,0.48%
990,2013-11-29,"1,250.60","1,237.80","1,254.50","1,233.70",9.20K,0.55%
991,2013-12-02,"1,222.30","1,251.40","1,251.50","1,217.80",4.98K,-2.26%
992,2013-12-03,"1,221.70","1,219.20","1,225.70","1,215.60",1.93K,-0.05%
993,2013-12-04,"1,248.20","1,225.10","1,250.40","1,212.90",1.82K,2.17%
994,2013-12-05,"1,233.20","1,240.00","1,241.50","1,218.60",0.45K,-1.20%
995,2013-12-06,"1,230.30","1,228.70","1,242.00","1,213.00",1.03K,-0.24%
996,2013-12-09,"1,235.30","1,230.20","1,243.20","1,229.00",0.35K,0.41%
997,2013-12-10,"1,262.40","1,239.00","1,267.00","1,239.00",0.88K,2.19%
998,2013-12-11,"1,258.50","1,261.90","1,261.90","1,252.10",0.15K,-0.31%
999,2013-12-12,"1,226.00","1,253.50","1,255.40","1,225.90",0.61K,-2.58%
1000,2013-12-13,"1,235.70","1,226.70","1,239.00","1,222.20",0.45K,0.79%
1001,2013-12-16,"1,245.50","1,238.40","1,250.60","1,228.90",0.24K,0.79%
1002,2013-12-17,"1,231.20","1,237.00","1,240.40","1,231.30",0.02K,-1.15%
1003,2013-12-18,"1,236.10","1,231.50","1,245.10","1,217.00",0.11K,0.40%
1004,2013-12-19,"1,195.00","1,226.60","1,226.60","1,188.70",0.12K,-3.32%
1005,2013-12-20,"1,205.10","1,190.90","1,207.80","1,190.90",0.20K,0.85%
1006,2013-12-23,"1,198.40","1,205.20","1,205.20","1,195.90",0.12K,-0.56%
1007,2013-12-24,"1,205.10","1,199.80","1,205.60","1,197.70",0.18K,0.56%
1008,2013-12-26,"1,214.10","1,207.10","1,215.90","1,207.10",0.14K,0.75%
1009,2013-12-27,"1,216.10","1,213.40","1,218.50","1,212.90",0.28K,0.16%
1010,2013-12-30,"1,203.10","1,215.00","1,215.50","1,194.40",0.35K,-1.07%
1011,2013-12-31,"1,201.90","1,196.40","1,212.40","1,182.00",0.12K,-0.10%
1012,2014-01-01,"1,205.40","1,203.60","1,205.40","1,202.80",-,0.29%
