,Date,NTD/USD
1764,20170206,30.943
1765,20170207,31.048000000000002
1766,20170208,31.128
1767,20170209,31.046
1768,20170210,31.051
1769,20170213,31.03
1770,20170214,30.868000000000002
1771,20170215,30.765
1772,20170216,30.791999999999998
1773,20170217,30.776
1774,20170218,30.796
1775,20170220,30.804000000000002
1776,20170221,30.793000000000003
1777,20170222,30.779
1778,20170223,30.745
1779,20170224,30.65
1780,20170301,30.76
1781,20170302,30.795
1782,20170303,31.02
1783,20170306,30.982
1784,20170307,30.85
1785,20170308,30.865
1786,20170309,31.02
1787,20170310,31.035999999999998
1788,20170313,30.916
1789,20170314,30.965999999999998
1790,20170315,30.84
1791,20170316,30.656999999999996
1792,20170317,30.625999999999998
1793,20170320,30.526999999999997
1794,20170321,30.458000000000002
1795,20170322,30.503
1796,20170323,30.488000000000003
1797,20170324,30.488000000000003
1798,20170327,30.25
1799,20170328,30.17
1800,20170329,30.285
1801,20170330,30.315
1802,20170331,30.336
1803,20170405,30.381
1804,20170406,30.56
1805,20170407,30.601
1806,20170410,30.651999999999997
1807,20170411,30.65
1808,20170412,30.555999999999997
1809,20170413,30.325
1810,20170414,30.4
1811,20170417,30.35
1812,20170418,30.406
1813,20170419,30.418000000000003
1814,20170420,30.408
1815,20170421,30.363000000000003
1816,20170424,30.272
1817,20170425,30.151999999999997
1818,20170426,30.151
1819,20170427,30.156
1820,20170428,30.218000000000004
1821,20170502,30.061999999999998
1822,20170503,30.072
1823,20170504,30.14
1824,20170505,30.182
1825,20170508,30.166
1826,20170509,30.258000000000003
1827,20170510,30.266
1828,20170511,30.215
1829,20170512,30.201
1830,20170515,30.158
1831,20170516,30.115
1832,20170517,30.14
1833,20170518,30.225
1834,20170519,30.21
1835,20170522,30.052
1836,20170523,30.166
1837,20170524,30.183000000000003
1838,20170525,30.084
1839,20170526,30.122
1840,20170531,30.101999999999997
1841,20170601,30.116999999999997
1842,20170602,30.116999999999997
1843,20170603,30.127
1844,20170605,30.09
1845,20170606,30.093000000000004
1846,20170607,30.095
1847,20170608,30.105
1848,20170609,30.108
1849,20170612,30.176
1850,20170613,30.226999999999997
1851,20170614,30.23
1852,20170615,30.247
1853,20170616,30.381
1854,20170619,30.361
1855,20170620,30.401
1856,20170621,30.471
1857,20170622,30.441999999999997
1858,20170623,30.4
1859,20170626,30.335
1860,20170627,30.340999999999998
1861,20170628,30.438000000000002
1862,20170629,30.37
1863,20170630,30.436
1864,20170703,30.428
1865,20170704,30.528000000000002
1866,20170705,30.509
1867,20170706,30.601
1868,20170707,30.61
1869,20170710,30.585
1870,20170711,30.593000000000004
1871,20170712,30.49
1872,20170713,30.385
1873,20170714,30.416999999999998
1874,20170717,30.419
1875,20170718,30.37
1876,20170719,30.397
1877,20170720,30.456999999999997
1878,20170721,30.451
1879,20170724,30.359
1880,20170725,30.36
1881,20170726,30.401999999999997
1882,20170727,30.252
1883,20170728,30.302
1884,20170731,30.226999999999997
1885,20170801,30.256
1886,20170802,30.252
1887,20170803,30.226999999999997
1888,20170804,30.22
1889,20170807,30.234
1890,20170808,30.201
1891,20170809,30.218000000000004
1892,20170810,30.309
1893,20170811,30.358
1894,20170814,30.302
1895,20170815,30.316999999999997
1896,20170816,30.365
1897,20170817,30.311999999999998
1898,20170818,30.331999999999997
1899,20170821,30.328000000000003
1900,20170822,30.3
1901,20170823,30.29
1902,20170824,30.265
1903,20170825,30.25
1904,20170828,30.162
1905,20170829,30.2
1906,20170830,30.156
1907,20170831,30.203000000000003
1908,20170901,31.741999999999997
1909,20170904,30.101
1910,20170905,30.07
1911,20170906,30.105
1912,20170907,30.061999999999998
1913,20170908,30.006
1914,20170911,30.026
1915,20170912,30.03
1916,20170913,30.055999999999997
1917,20170914,30.105999999999998
1918,20170915,30.075
1919,20170918,30.108
1920,20170919,30.136999999999997
1921,20170920,30.131999999999998
1922,20170921,30.208000000000002
1923,20170922,30.191
1924,20170925,30.171999999999997
1925,20170926,30.215999999999998
1926,20170927,30.303
1927,20170928,30.405
1928,20170929,30.336
1929,20170930,30.305
1930,20171002,30.413
1931,20171003,30.45
1932,20171005,30.35
1933,20171006,30.375999999999998
1934,20171011,30.232
1935,20171012,30.213
1936,20171013,30.185
1937,20171016,30.158
1938,20171017,30.205
1939,20171018,30.2
1940,20171019,30.23
1941,20171020,30.241
1942,20171023,30.261999999999997
1943,20171024,30.27
1944,20171025,30.266
1945,20171026,30.229
1946,20171027,30.276999999999997
1947,20171030,30.205
1948,20171031,30.17
1949,20171101,30.175
1950,20171102,30.186
1951,20171103,30.171999999999997
1952,20171106,30.204
1953,20171107,30.17
1954,20171108,30.186999999999998
1955,20171109,30.18
1956,20171110,30.171999999999997
1957,20171113,30.19
1958,20171114,30.18
1959,20171115,30.15
1960,20171116,30.158
1961,20171117,30.101
1962,20171120,30.101999999999997
1963,20171121,30.06
1964,20171122,30.02
1965,20171123,30.006999999999998
1966,20171124,30.01
1967,20171127,30.006
1968,20171128,30.000999999999998
1969,20171129,29.99
1970,20171130,30.01
1971,20171201,30.028000000000002
1972,20171204,30.035999999999998
1973,20171205,29.993000000000002
1974,20171206,30.01
1975,20171207,30.025
1976,20171208,30.015
1977,20171211,30.018
1978,20171212,30.018
1979,20171213,30.026
1980,20171214,30.006
1981,20171215,29.991999999999997
1982,20171218,30.006
1983,20171219,29.99
1984,20171220,29.99
1985,20171221,29.988000000000003
1986,20171222,29.968000000000004
1987,20171225,29.968000000000004
1988,20171226,29.945
1989,20171227,29.94
1990,20171228,29.84
1991,20171229,29.848000000000003
1992,20180102,29.628
1993,20180103,29.6
1994,20180104,29.59
1995,20180105,29.523000000000003
1996,20180108,29.523000000000003
1997,20180109,29.535999999999998
1998,20180110,29.601
1999,20180111,29.605
2000,20180112,29.6
2001,20180115,29.541999999999998
2002,20180116,29.555
2003,20180117,29.56
2004,20180118,29.561999999999998
2005,20180119,29.43
2006,20180122,29.432
2007,20180123,29.401999999999997
2008,20180124,29.302
2009,20180125,29.069000000000003
2010,20180126,29.101
2011,20180129,29.15
2012,20180130,29.24
2013,20180131,29.15
2014,20180201,29.206999999999997
2015,20180202,29.235
2016,20180205,29.307
2017,20180206,29.386
2018,20180207,29.27
2019,20180208,29.39
2020,20180209,29.406999999999996
2021,20180212,29.4
2022,20180213,29.358
2023,20180214,29.342
2024,20180221,29.245
2025,20180222,29.301
2026,20180223,29.305999999999997
2027,20180226,29.235
2028,20180227,29.23
2029,20180301,29.318
2030,20180302,29.29
2031,20180305,29.291999999999998
2032,20180306,29.287
2033,20180307,29.254
2034,20180308,29.261
2035,20180309,29.3
2036,20180312,29.28
2037,20180313,29.252
2038,20180314,29.256999999999998
2039,20180315,29.2
2040,20180316,29.230999999999998
2041,20180319,29.201
2042,20180320,29.175
2043,20180321,29.189
2044,20180322,29.153000000000002
2045,20180323,29.17
2046,20180326,29.153000000000002
2047,20180327,29.135
2048,20180328,29.163
2049,20180329,29.165
2050,20180330,29.12
2051,20180331,29.12
2052,20180402,29.142
2053,20180403,29.148000000000003
2054,20180409,29.209
2055,20180410,29.19
2056,20180411,29.201
2057,20180412,29.26
2058,20180413,29.302
2059,20180416,29.425
2060,20180417,29.362
2061,20180418,29.366
2062,20180419,29.34
2063,20180420,29.406999999999996
2064,20180423,29.528000000000002
2065,20180424,29.616
2066,20180425,29.66
2067,20180426,29.705
2068,20180427,29.636
2069,20180430,29.605
2070,20180502,29.758000000000003
2071,20180503,29.741999999999997
2072,20180504,29.715999999999998
2073,20180507,29.763
2074,20180508,29.783
2075,20180509,29.928
2076,20180510,29.872
2077,20180511,29.773000000000003
2078,20180514,29.741999999999997
2079,20180515,29.848000000000003
2080,20180516,29.892
2081,20180517,29.906
2082,20180518,29.912
2083,20180521,29.991999999999997
2084,20180522,29.921999999999997
2085,20180523,29.96
2086,20180524,29.93
2087,20180525,29.945
2088,20180528,29.928
2089,20180529,29.988000000000003
2090,20180530,30.05
2091,20180531,29.98
2092,20180601,29.864
2093,20180604,29.82
2094,20180605,29.815
2095,20180606,29.738000000000003
2096,20180607,29.74
2097,20180608,29.816
2098,20180611,29.820999999999998
2099,20180612,29.86
2100,20180613,29.89
2101,20180614,29.938000000000002
2102,20180615,30.002
2103,20180619,30.186
2104,20180620,30.17
2105,20180621,30.302
2106,20180622,30.307
2107,20180625,30.403000000000002
2108,20180626,30.412
2109,20180627,30.454
2110,20180628,30.586
2111,20180629,30.5
2112,20180702,30.523000000000003
2113,20180703,30.586
2114,20180704,30.500999999999998
2115,20180705,30.54
2116,20180706,30.5
2117,20180709,30.386
2118,20180710,30.403000000000002
2119,20180711,30.480999999999998
2120,20180712,30.541999999999998
2121,20180713,30.555999999999997
2122,20180716,30.575
2123,20180717,30.516
2124,20180718,30.581999999999997
2125,20180719,30.631999999999998
2126,20180720,30.715999999999998
2127,20180723,30.645
2128,20180724,30.72
2129,20180725,30.631999999999998
2130,20180726,30.573
2131,20180727,30.592
2132,20180730,30.609
2133,20180731,30.614
2134,20180801,30.616
2135,20180802,30.682
2136,20180803,30.706
2137,20180806,30.63
2138,20180807,30.621
2139,20180808,30.616
2140,20180809,30.625999999999998
2141,20180810,30.708000000000002
2142,20180813,30.811999999999998
2143,20180814,30.807
2144,20180815,30.858
2145,20180816,30.845
2146,20180817,30.802
2147,20180820,30.76
2148,20180821,30.73
2149,20180822,30.73
2150,20180823,30.79
2151,20180824,30.783
2152,20180827,30.772
2153,20180828,30.724
2154,20180829,30.706
2155,20180830,30.711
2156,20180831,30.730999999999998
2157,20180903,30.712
2158,20180904,30.766
2159,20180905,30.805999999999997
2160,20180906,30.802
2161,20180907,30.776
2162,20180910,30.83
2163,20180911,30.814
2164,20180912,30.825
2165,20180913,30.805
2166,20180914,30.76
2167,20180917,30.805
2168,20180918,30.813000000000002
2169,20180919,30.793000000000003
2170,20180920,30.795
2171,20180921,30.715999999999998
2172,20180925,30.675
2173,20180926,30.697
2174,20180927,30.601999999999997
2175,20180928,30.551
2176,20181001,30.555999999999997
2177,20181002,30.668000000000003
2178,20181003,30.67
2179,20181004,30.791999999999998
2180,20181005,30.84
2181,20181008,30.926
2182,20181009,30.968000000000004
2183,20181011,31.105
2184,20181012,30.91
2185,20181015,30.94
2186,20181016,30.92
2187,20181017,30.85
2188,20181018,30.975
2189,20181019,30.976
2190,20181022,30.92
2191,20181023,30.985
2192,20181024,30.947
2193,20181025,30.996
2194,20181026,31.006
2195,20181029,30.996
2196,20181030,30.985
2197,20181031,30.968000000000004
2198,20181101,30.926
2199,20181102,30.738000000000003
2200,20181105,30.771
2201,20181106,30.781999999999996
2202,20181107,30.76
2203,20181108,30.701999999999998
2204,20181109,30.811999999999998
2205,20181112,30.888
2206,20181113,30.901999999999997
2207,20181114,30.932
2208,20181115,30.845
2209,20181116,30.888
2210,20181119,30.906
2211,20181120,30.908
2212,20181121,30.908
2213,20181122,30.894000000000002
2214,20181123,30.901999999999997
2215,20181126,30.886
2216,20181127,30.9
2217,20181128,30.91
2218,20181129,30.84
2219,20181130,30.85
2220,20181203,30.752
2221,20181204,30.705
2222,20181205,30.805999999999997
2223,20181206,30.857
2224,20181207,30.840999999999998
2225,20181210,30.877
2226,20181211,30.894000000000002
2227,20181212,30.881
2228,20181213,30.85
2229,20181214,30.866999999999997
2230,20181217,30.87
2231,20181218,30.87
2232,20181219,30.813000000000002
2233,20181220,30.843000000000004
2234,20181221,30.8
2235,20181222,30.824
2236,20181224,30.838
2237,20181225,30.81
2238,20181226,30.815
2239,20181227,30.802
2240,20181228,30.733
2241,20190102,30.794
2242,20190103,30.886
2243,20190104,30.863000000000003
2244,20190107,30.811999999999998
2245,20190108,30.836
2246,20190109,30.801
2247,20190110,30.781999999999996
2248,20190111,30.802
2249,20190114,30.851
2250,20190115,30.82
2251,20190116,30.831
2252,20190117,30.851999999999997
2253,20190118,30.842
2254,20190119,30.842
2255,20190121,30.851
2256,20190122,30.896
2257,20190123,30.892
2258,20190124,30.885
2259,20190125,30.825
2260,20190128,30.79
2261,20190129,30.811
2262,20190130,30.776
2263,20190131,30.74
2264,20190201,30.745
2265,20190211,30.809
2266,20190212,30.831
2267,20190213,30.831
2268,20190214,30.833000000000002
2269,20190215,30.85
2270,20190218,30.843000000000004
2271,20190219,30.846
2272,20190220,30.824
2273,20190221,30.83
2274,20190222,30.822
2275,20190223,30.823
2276,20190225,30.793000000000003
2277,20190226,30.783
2278,20190227,30.775
2279,20190304,30.83
2280,20190305,30.846999999999998
2281,20190306,30.851999999999997
2282,20190307,30.869
2283,20190308,30.901999999999997
2284,20190311,30.91
2285,20190312,30.905
2286,20190313,30.91
2287,20190314,30.901
2288,20190315,30.888
2289,20190318,30.831999999999997
2290,20190319,30.838
2291,20190320,30.833000000000002
2292,20190321,30.816
2293,20190322,30.805999999999997
2294,20190325,30.83
2295,20190326,30.835
2296,20190327,30.855999999999998
2297,20190328,30.855999999999998
2298,20190329,30.825
2299,20190401,30.801
2300,20190402,30.843000000000004
2301,20190403,30.816999999999997
2302,20190408,30.845
2303,20190409,30.840999999999998
2304,20190410,30.845
2305,20190411,30.866
2306,20190412,30.88
2307,20190415,30.866
2308,20190416,30.874000000000002
2309,20190417,30.848000000000003
2310,20190418,30.840999999999998
2311,20190419,30.842
2312,20190422,30.855999999999998
2313,20190423,30.858
2314,20190424,30.875
2315,20190425,30.905
2316,20190426,30.906999999999996
2317,20190429,30.897
2318,20190430,30.905
2319,20190502,30.905
2320,20190503,30.906999999999996
2321,20190506,30.925
2322,20190507,30.910999999999998
2323,20190508,30.92
2324,20190509,30.956
2325,20190510,30.958000000000002
2326,20190513,31.081999999999997
2327,20190514,31.128
2328,20190515,31.11
2329,20190516,31.165
2330,20190517,31.296999999999997
2331,20190520,31.385
2332,20190521,31.46
2333,20190522,31.53
2334,20190523,31.546999999999997
2335,20190524,31.52
2336,20190527,31.45
2337,20190528,31.484
2338,20190529,31.581
2339,20190530,31.61
2340,20190531,31.612
2341,20190603,31.503
2342,20190604,31.48
2343,20190605,31.39
2344,20190606,31.401999999999997
2345,20190610,31.436
2346,20190611,31.436
2347,20190612,31.43
2348,20190613,31.511999999999997
2349,20190614,31.53
2350,20190617,31.52
2351,20190618,31.528000000000002
2352,20190619,31.35
2353,20190620,31.175
2354,20190621,31.15
2355,20190624,31.11
2356,20190625,31.115
2357,20190626,31.14
2358,20190627,31.101
2359,20190628,31.072
2360,20190701,31.002
2361,20190702,31.052
2362,20190703,31.13
2363,20190704,31.101999999999997
2364,20190705,31.107
2365,20190708,31.195999999999998
2366,20190709,31.180999999999997
2367,20190710,31.16
2368,20190711,31.026
2369,20190712,31.081
2370,20190715,31.052
2371,20190716,31.041999999999998
2372,20190717,31.075
2373,20190718,31.076999999999998
2374,20190719,31.05
2375,20190722,31.083000000000002
2376,20190723,31.090999999999998
2377,20190724,31.084
2378,20190725,31.085
2379,20190726,31.09
2380,20190729,31.101999999999997
2381,20190730,31.075
2382,20190731,31.096
2383,20190801,31.182
2384,20190802,31.375999999999998
2385,20190805,31.628
2386,20190806,31.51
2387,20190807,31.487
2388,20190808,31.363000000000003
2389,20190812,31.4
2390,20190813,31.506
2391,20190814,31.401999999999997
2392,20190815,31.405
2393,20190816,31.366
2394,20190819,31.351999999999997
2395,20190820,31.405
2396,20190821,31.366
2397,20190822,31.384
2398,20190823,31.401999999999997
2399,20190826,31.451
2400,20190827,31.415
2401,20190828,31.42
2402,20190829,31.441999999999997
2403,20190830,31.41
2404,20190902,31.401999999999997
2405,20190903,31.432
2406,20190904,31.365
2407,20190905,31.28
2408,20190906,31.256999999999998
2409,20190909,31.25
2410,20190910,31.23
2411,20190911,31.22
2412,20190912,31.055
2413,20190916,31.002
2414,20190917,31.035
2415,20190918,31.0
2416,20190919,31.006
2417,20190920,30.98
2418,20190923,31.057
2419,20190924,31.013
2420,20190925,31.034000000000002
2421,20190926,31.04
2422,20190927,31.041999999999998
2423,20191001,31.045
2424,20191002,31.063000000000002
2425,20191003,31.064
2426,20191004,30.973000000000003
2427,20191005,30.973000000000003
2428,20191007,30.901999999999997
2429,20191008,30.842
2430,20191009,30.85
2431,20191014,30.62
2432,20191015,30.686
2433,20191016,30.721999999999998
2434,20191017,30.680999999999997
2435,20191018,30.611
2436,20191021,30.592
2437,20191022,30.594
2438,20191023,30.611
2439,20191024,30.586
2440,20191025,30.594
2441,20191028,30.572
2442,20191029,30.522
2443,20191030,30.533
2444,20191031,30.462
2445,20191101,30.479
2446,20191104,30.405
2447,20191105,30.371
2448,20191106,30.4
2449,20191107,30.406
2450,20191108,30.412
2451,20191111,30.435
2452,20191112,30.421999999999997
2453,20191113,30.503
2454,20191114,30.581999999999997
2455,20191115,30.538
2456,20191118,30.500999999999998
2457,20191119,30.509
2458,20191120,30.5
2459,20191121,30.524
2460,20191122,30.517
2461,20191125,30.506999999999998
2462,20191126,30.511999999999997
2463,20191127,30.515
2464,20191128,30.505
2465,20191129,30.513
2466,20191202,30.509
2467,20191203,30.506999999999998
2468,20191204,30.508000000000003
2469,20191205,30.5
2470,20191206,30.5
2471,20191209,30.502
2472,20191210,30.503
2473,20191211,30.505
2474,20191212,30.406
2475,20191213,30.316999999999997
2476,20191216,30.263
2477,20191217,30.21
2478,20191218,30.233
2479,20191219,30.208000000000002
2480,20191220,30.21
2481,20191223,30.215
2482,20191224,30.205
2483,20191225,30.203000000000003
2484,20191226,30.201
2485,20191227,30.203000000000003
2486,20191230,30.135
2487,20191231,30.105999999999998
2488,20200102,30.114
2489,20200103,30.105
2490,20200106,30.11
2491,20200107,30.081999999999997
2492,20200108,30.087
2493,20200109,30.008000000000003
2494,20200110,30.019000000000002
2495,20200113,29.951999999999998
2496,20200114,29.941999999999997
2497,20200115,29.95
2498,20200116,29.955
2499,20200117,29.96
2500,20200120,29.96
2501,20200121,29.998
2502,20200122,30.006
2503,20200130,30.276999999999997
2504,20200131,30.25
2505,20200203,30.331999999999997
2506,20200204,30.206999999999997
2507,20200205,30.151999999999997
2508,20200206,30.081999999999997
2509,20200207,30.125999999999998
2510,20200210,30.101999999999997
2511,20200211,30.068
2512,20200212,30.031999999999996
2513,20200213,30.037
2514,20200214,30.051
2515,20200215,30.051
2516,20200217,30.055999999999997
2517,20200218,30.125
2518,20200219,30.151999999999997
2519,20200220,30.254
2520,20200221,30.403000000000002
2521,20200224,30.471999999999998
2522,20200225,30.401999999999997
2523,20200226,30.383000000000003
2524,20200227,30.33
2525,20200302,30.124000000000002
2526,20200303,30.087
2527,20200304,30.038
2528,20200305,29.96
2529,20200306,30.04
2530,20200309,30.13
2531,20200310,30.035999999999998
2532,20200311,30.095
2533,20200312,30.15
2534,20200313,30.21
2535,20200316,30.22
2536,20200317,30.25
2537,20200318,30.276
2538,20200319,30.506
2539,20200320,30.302
2540,20200323,30.405
2541,20200324,30.316
2542,20200325,30.325
2543,20200326,30.305999999999997
2544,20200327,30.236
2545,20200330,30.25
2546,20200331,30.254
2547,20200401,30.308000000000003
2548,20200406,30.230999999999998
2549,20200407,30.151999999999997
2550,20200408,30.16
2551,20200409,30.151999999999997
2552,20200410,30.103
2553,20200413,30.12
2554,20200414,30.070999999999998
2555,20200415,30.031
2556,20200416,30.12
2557,20200417,30.101999999999997
2558,20200420,30.072
2559,20200421,30.101999999999997
2560,20200422,30.1
2561,20200423,30.072
2562,20200424,30.08
2563,20200427,30.025
2564,20200428,30.035999999999998
2565,20200429,29.951
2566,20200430,29.802
2567,20200504,29.9
2568,20200505,29.88
2569,20200506,29.91
2570,20200507,29.95
2571,20200508,29.901999999999997
2572,20200511,29.861
2573,20200512,29.92
2574,20200513,29.906
2575,20200514,29.948
2576,20200515,29.95
2577,20200518,29.98
2578,20200519,29.95
2579,20200520,29.96
2580,20200521,29.95
2581,20200522,30.009
2582,20200525,30.076
2583,20200526,29.988000000000003
2584,20200527,30.03
2585,20200528,30.045
2586,20200529,30.031999999999996
2587,20200601,29.951999999999998
2588,20200602,29.988000000000003
2589,20200603,29.905
2590,20200604,29.926
2591,20200605,29.839000000000002
2592,20200608,29.811
2593,20200609,29.803
2594,20200610,29.715999999999998
2595,20200611,29.733
2596,20200612,29.761999999999997
2597,20200615,29.77
2598,20200616,29.704
2599,20200617,29.682
2600,20200618,29.655
2601,20200619,29.66
2602,20200620,29.66
2603,20200622,29.66
2604,20200623,29.635
2605,20200624,29.64
2606,20200629,29.625
2607,20200630,29.66
2608,20200701,29.612
2609,20200702,29.586
2610,20200703,29.609
2611,20200706,29.551
2612,20200707,29.58
2613,20200708,29.605999999999998
2614,20200709,29.581
2615,20200710,29.613000000000003
2616,20200713,29.584
2617,20200714,29.595
2618,20200715,29.581999999999997
2619,20200716,29.596
2620,20200717,29.593000000000004
2621,20200720,29.565
2622,20200721,29.553
2623,20200722,29.526999999999997
2624,20200723,29.535999999999998
2625,20200724,29.555999999999997
2626,20200727,29.506999999999998
2627,20200728,29.502
2628,20200729,29.500999999999998
2629,20200730,29.521
2630,20200731,29.502
2631,20200803,29.531
2632,20200804,29.539
2633,20200805,29.506
2634,20200806,29.503
2635,20200807,29.514
2636,20200810,29.52
2637,20200811,29.531
2638,20200812,29.54
2639,20200813,29.535999999999998
2640,20200814,29.541999999999998
2641,20200817,29.526
2642,20200818,29.518
2643,20200819,29.508000000000003
2644,20200820,29.522
2645,20200821,29.511999999999997
2646,20200824,29.517
2647,20200825,29.506999999999998
2648,20200826,29.515
2649,20200827,29.51
2650,20200828,29.521
2651,20200831,29.526
2652,20200901,29.521
2653,20200902,29.526
2654,20200903,29.531
2655,20200904,29.537
2656,20200907,29.524
2657,20200908,29.505
2658,20200909,29.53
2659,20200910,29.519000000000002
2660,20200911,29.506
2661,20200914,29.486
2662,20200915,29.38
2663,20200916,29.308000000000003
2664,20200917,29.31
2665,20200918,29.151999999999997
2666,20200921,29.158
2667,20200922,29.201999999999998
2668,20200923,29.215999999999998
2669,20200924,29.318
2670,20200925,29.275
2671,20200926,29.276
2672,20200928,29.22
2673,20200929,29.151
2674,20200930,29.125999999999998
2675,20201005,29.02
2676,20201006,28.96
2677,20201007,28.965
2678,20201008,28.965999999999998
2679,20201012,28.909000000000002
2680,20201013,28.92
2681,20201014,28.951999999999998
2682,20201015,28.96
2683,20201016,28.979
2684,20201019,28.95
2685,20201020,28.932
2686,20201021,28.892
2687,20201022,28.903000000000002
2688,20201023,28.916999999999998
2689,20201026,28.901999999999997
2690,20201027,28.872
2691,20201028,28.906
2692,20201029,28.914
2693,20201030,28.925
2694,20201102,28.909000000000002
2695,20201103,28.92
2696,20201104,29.006
2697,20201105,28.874000000000002
2698,20201106,28.875999999999998
2699,20201109,28.825
2700,20201110,28.855999999999998
2701,20201111,28.83
2702,20201112,28.86
2703,20201113,28.846999999999998
2704,20201116,28.81
2705,20201117,28.815
2706,20201118,28.758000000000003
2707,20201119,28.818
2708,20201120,28.82
2709,20201123,28.803
2710,20201124,28.831
2711,20201125,28.816
2712,20201126,28.811
2713,20201127,28.811
2714,20201130,28.824
2715,20201201,28.837
2716,20201202,28.766
2717,20201203,28.668000000000003
2718,20201204,28.521
2719,20201207,28.534000000000002
2720,20201208,28.516
2721,20201209,28.51
2722,20201210,28.506
2723,20201211,28.44
2724,20201214,28.45
2725,20201215,28.46
2726,20201216,28.476
2727,20201217,28.480999999999998
2728,20201218,28.489
2729,20201221,28.517
2730,20201222,28.545
2731,20201223,28.555
2732,20201224,28.533
2733,20201225,28.541
2734,20201228,28.525
2735,20201229,28.515
2736,20201230,28.506999999999998
2737,20201231,28.508000000000003
2738,20210104,28.424
2739,20210105,28.401999999999997
2740,20210106,28.406999999999996
2741,20210107,28.429000000000002
2742,20210108,28.456999999999997
2743,20210111,28.485
2744,20210112,28.480999999999998
2745,20210113,28.445
2746,20210114,28.467
2747,20210115,28.48
2748,20210118,28.49
2749,20210119,28.471
2750,20210120,28.415
2751,20210121,28.373
2752,20210122,28.381
2753,20210125,28.391
2754,20210126,28.41
2755,20210127,28.38
2756,20210128,28.421999999999997
2757,20210129,28.412
2758,20210201,28.385
2759,20210202,28.386999999999997
2760,20210203,28.377
2761,20210204,28.381999999999998
2762,20210205,28.39
2763,20210208,28.39
2764,20210209,28.39
2765,20210217,28.38
2766,20210218,28.33
2767,20210219,28.338
2768,20210220,28.338
2769,20210222,28.336
2770,20210223,28.302
2771,20210224,28.305999999999997
2772,20210225,28.256
2773,20210226,28.305999999999997
2774,20210302,28.319000000000003
2775,20210303,28.258000000000003
2776,20210304,28.266
2777,20210305,28.276
2778,20210308,28.303
2779,20210309,28.39
2780,20210310,28.326
2781,20210311,28.241
2782,20210312,28.186999999999998
2783,20210315,28.243000000000002
2784,20210316,28.263
2785,20210317,28.302
2786,20210318,28.305999999999997
2787,20210319,28.463
2788,20210322,28.491999999999997
2789,20210323,28.482
2790,20210324,28.538
2791,20210325,28.61
2792,20210326,28.601999999999997
2793,20210329,28.552
2794,20210330,28.519000000000002
2795,20210331,28.531
2796,20210401,28.533
2797,20210406,28.486
2798,20210407,28.427
2799,20210408,28.43
2800,20210409,28.436
2801,20210412,28.459
2802,20210413,28.465
2803,20210414,28.435
2804,20210415,28.381999999999998
2805,20210416,28.340999999999998
2806,20210419,28.205
2807,20210420,28.138
2808,20210421,28.151
2809,20210422,28.141
2810,20210423,28.111
2811,20210426,27.959
2812,20210427,27.905
2813,20210428,27.938000000000002
2814,20210429,27.95
2815,20210503,27.979
2816,20210504,27.951999999999998
2817,20210505,27.96
2818,20210506,27.99
2819,20210507,27.908
2820,20210510,27.816
2821,20210511,27.951999999999998
2822,20210512,27.955
2823,20210513,27.996
2824,20210514,28.011999999999997
2825,20210517,28.041999999999998
2826,20210518,27.951999999999998
2827,20210519,27.982
2828,20210520,28.011999999999997
2829,20210521,27.94
2830,20210524,27.95
2831,20210525,27.875999999999998
2832,20210526,27.820999999999998
2833,20210527,27.822
2834,20210528,27.767
2835,20210531,27.656999999999996
2836,20210601,27.637
2837,20210602,27.720
2838,20210603,27.704
2839,20210604,27.721
2840,20210607,27.712
2841,20210608,27.703
2842,20210609,27.767
2843,20210610,27.704
2844,20210611,27.631
2845,20210615,27.652
2846,20210616,27.691
2847,20210617,27.765
2848,20210618,27.810
2849,20210621,27.952
2850,20210622,27.962
2851,20210623,28.006
2852,20210624,28.002
2853,20210625,27.907
2854,20210628,27.910
2855,20210629,27.908
2856,20210630,27.870
