Date,Price,Open,High,Low,Vol.,Change %
2218,2019-01-09,"11,255.00","11,242.50","11,327.50","11,197.50",-,0.42%
2219,2019-01-10,"11,227.50","11,242.50","11,317.50","11,162.50",-,-0.24%
2220,2019-01-11,"11,462.50","11,232.50","11,512.50","11,197.50",-,2.09%
2221,2019-01-14,"11,397.50","11,442.50","11,512.50","11,332.50",-,-0.57%
2222,2019-01-15,"11,607.50","11,410.00","11,670.00","11,390.00",-,1.84%
2223,2019-01-16,"11,607.50","11,612.50","11,767.50","11,582.50",-,0.00%
2224,2019-01-17,"11,582.50","11,605.00","11,662.50","11,467.50",-,-0.22%
2225,2019-01-18,"11,807.50","11,615.00","11,857.50","11,592.50",-,1.94%
2226,2019-01-21,"11,815.00","11,800.00","11,882.50","11,727.50",-,0.06%
2227,2019-01-22,"11,590.00","11,807.50","11,837.50","11,555.00",-,-1.90%
2228,2019-01-23,"11,692.50","11,590.00","11,727.50","11,582.50",-,0.88%
2229,2019-01-24,"11,750.00","11,700.00","11,792.50","11,595.00",-,0.49%
2230,2019-01-25,"11,945.00","11,755.00","11,980.00","11,745.00",-,1.66%
2231,2019-01-28,"11,847.50","11,965.00","12,015.00","11,822.50",-,-0.82%
2232,2019-01-29,"12,147.50","11,840.00","12,197.50","11,752.50",-,2.53%
2233,2019-01-30,"12,350.00","12,172.50","12,447.50","12,142.50",-,1.67%
2234,2019-01-31,"12,467.50","12,372.50","12,517.50","12,322.50",-,0.95%
2235,2019-02-01,"12,675.00","12,465.00","12,697.50","12,310.00",-,1.66%
2236,2019-02-04,"13,227.50","12,570.00","13,255.00","12,570.00",-,4.36%
2237,2019-02-05,"13,062.50","13,210.00","13,265.00","12,870.00",-,-1.25%
2238,2019-02-06,"12,912.50","13,090.00","13,347.50","12,857.50",-,-1.15%
2239,2019-02-07,"12,902.50","12,892.50","13,037.50","12,857.50",-,-0.08%
2240,2019-02-08,"12,572.50","12,905.00","12,905.00","12,482.50",-,-2.56%
2241,2019-02-11,"12,465.00","12,575.00","12,730.00","12,412.50",-,-0.86%
2242,2019-02-12,"12,385.00","12,462.50","12,547.50","12,212.50",-,-0.64%
2243,2019-02-13,"12,395.00","12,392.50","12,457.50","12,302.50",-,0.08%
2244,2019-02-14,"12,195.00","12,402.50","12,472.50","12,147.50",-,-1.61%
2245,2019-02-15,"12,412.50","12,197.50","12,422.50","12,082.50",-,1.78%
2246,2019-02-18,"12,465.00","12,405.00","12,527.50","12,292.50",-,0.42%
2247,2019-02-19,"12,662.50","12,447.50","12,677.50","12,385.00",-,1.58%
2248,2019-02-20,"12,917.50","12,660.00","12,952.50","12,625.00",-,2.01%
2249,2019-02-21,"12,850.00","12,897.50","12,942.50","12,777.50",-,-0.52%
2250,2019-02-22,"12,987.50","12,845.00","13,102.50","12,780.00",-,1.07%
2251,2019-02-25,"12,967.50","13,045.00","13,172.50","12,877.50",-,-0.15%
2252,2019-02-26,"12,937.50","12,962.50","12,997.50","12,847.50",-,-0.23%
2253,2019-02-27,"13,062.50","12,942.50","13,112.50","12,847.50",-,0.97%
2254,2019-02-28,"13,060.00","13,062.50","13,157.50","13,022.50",-,-0.02%
2255,2019-03-01,"13,172.50","13,057.50","13,382.50","12,997.50",-,0.86%
2256,2019-03-04,"13,280.00","13,217.50","13,467.50","13,172.50",-,0.82%
2257,2019-03-05,"13,647.50","13,292.50","13,722.50","13,265.00",-,2.77%
2258,2019-03-06,"13,637.50","13,642.50","13,757.50","13,565.00",-,-0.07%
2259,2019-03-07,"13,220.00","13,640.00","13,672.50","13,115.00",-,-3.06%
2260,2019-03-08,"13,082.50","13,202.50","13,232.50","13,060.00",-,-1.04%
2261,2019-03-11,"12,912.50","13,077.50","13,175.00","12,882.50",-,-1.30%
2262,2019-03-12,"13,122.50","12,927.50","13,257.50","12,922.50",-,1.63%
2263,2019-03-13,"13,187.50","13,132.50","13,232.50","12,915.00",-,0.50%
2264,2019-03-14,"12,907.50","13,185.00","13,195.00","12,812.50",-,-2.12%
2265,2019-03-15,"12,932.50","12,902.50","13,042.50","12,842.50",-,0.19%
2266,2019-03-18,"13,012.50","12,875.00","13,062.50","12,855.00",-,0.62%
2267,2019-03-19,"13,152.50","13,015.00","13,292.50","13,015.00",-,1.08%
2268,2019-03-20,"13,340.00","13,150.00","13,365.00","13,107.50",-,1.43%
2269,2019-03-21,"13,027.50","13,342.50","13,370.00","12,905.00",-,-2.34%
2270,2019-03-22,"12,975.00","13,032.50","13,072.50","12,907.50",-,-0.40%
2271,2019-03-25,"12,957.50","12,967.50","12,992.50","12,842.50",-,-0.13%
2272,2019-03-26,"13,102.50","12,962.50","13,152.50","12,845.00",-,1.12%
2273,2019-03-27,"13,052.50","13,112.50","13,147.50","12,880.00",-,-0.38%
2274,2019-03-28,"12,875.00","13,045.00","13,047.50","12,827.50",-,-1.36%
2275,2019-03-29,"12,995.00","12,880.00","13,167.50","12,877.50",-,0.93%
2276,2019-04-01,"13,105.00","13,015.00","13,330.00","13,015.00",-,0.85%
2277,2019-04-02,"13,162.50","13,122.50","13,195.00","12,952.50",-,0.44%
2278,2019-04-03,"13,360.00","13,145.00","13,427.50","13,145.00",-,1.50%
2279,2019-04-04,"13,165.00","13,365.00","13,395.00","12,997.50",-,-1.46%
2280,2019-04-05,"13,057.50","13,167.50","13,277.50","13,042.50",-,-0.82%
2281,2019-04-08,"13,200.00","13,082.50","13,322.50","13,082.50",-,1.09%
2282,2019-04-09,"13,232.50","13,215.00","13,315.00","13,092.50",-,0.25%
2283,2019-04-10,"13,185.00","13,240.00","13,302.50","13,150.00",-,-0.36%
2284,2019-04-11,"12,965.00","13,195.00","13,212.50","12,872.50",-,-1.67%
2285,2019-04-12,"13,012.50","12,970.00","13,060.00","12,882.50",-,0.37%
2286,2019-04-15,"12,995.00","12,965.00","13,067.50","12,857.50",-,-0.13%
2287,2019-04-16,"12,925.00","12,995.00","13,160.00","12,902.50",-,-0.54%
2288,2019-04-17,"12,890.00","12,945.00","13,155.00","12,847.50",-,-0.27%
2289,2019-04-18,"12,657.50","12,892.50","12,925.00","12,627.50",-,-1.80%
2290,2019-04-23,"12,410.00","12,655.00","12,665.00","12,382.50",-,-1.96%
2291,2019-04-24,"12,430.00","12,415.00","12,502.50","12,382.50",-,0.16%
2292,2019-04-25,"12,327.50","12,427.50","12,477.50","12,312.50",-,-0.82%
2293,2019-04-26,"12,432.50","12,340.00","12,507.50","12,317.50",-,0.85%
2294,2019-04-29,"12,420.00","12,425.00","12,512.50","12,382.50",-,-0.10%
2295,2019-04-30,"12,235.00","12,422.50","12,482.50","12,190.00",-,-1.49%
2296,2019-05-01,"12,167.50","12,240.00","12,317.50","12,152.50",-,-0.55%
2297,2019-05-02,"12,162.50","12,165.00","12,217.50","12,112.50",-,-0.04%
2298,2019-05-03,"12,202.50","12,170.00","12,387.50","12,117.50",-,0.33%
2299,2019-05-07,"12,025.00","12,102.50","12,160.00","11,992.50",-,-1.45%
2300,2019-05-08,"11,937.50","12,030.00","12,142.50","11,937.50",-,-0.73%
2301,2019-05-09,"11,820.00","11,932.50","11,962.50","11,732.50",-,-0.98%
2302,2019-05-10,"11,962.50","11,825.00","12,072.50","11,820.00",-,1.21%
2303,2019-05-13,"11,770.00","11,907.50","11,932.50","11,727.50",-,-1.61%
2304,2019-05-14,"11,930.00","11,777.50","11,955.00","11,737.50",-,1.36%
2305,2019-05-15,"12,145.00","12,275.00","12,280.00","11,825.00",-,1.80%
2306,2019-05-16,"12,130.00","12,172.50","12,222.50","12,057.50",-,-0.12%
2307,2019-05-17,"12,005.00","12,140.00","12,160.00","12,002.50",-,-1.03%
2308,2019-05-20,"11,987.50","12,012.50","12,062.50","11,875.00",-,-0.15%
2309,2019-05-21,"12,087.50","12,002.50","12,142.50","11,925.00",-,0.83%
2310,2019-05-22,"11,957.50","12,067.50","12,090.00","11,915.00",-,-1.08%
2311,2019-05-23,"11,890.00","11,962.50","11,967.50","11,817.50",-,-0.56%
2312,2019-05-24,"12,395.00","11,892.50","12,492.50","11,885.00",-,4.25%
2313,2019-05-28,"12,142.50","12,442.50","12,462.50","12,077.50",-,-2.04%
2314,2019-05-29,"12,042.50","12,135.00","12,162.50","12,037.50",-,-0.82%
2315,2019-05-30,"12,097.50","12,050.00","12,182.50","12,002.50",-,0.46%
2316,2019-05-31,"11,990.00","12,097.50","12,177.50","11,982.50",-,-0.89%
2317,2019-06-03,"11,882.50","11,982.50","12,035.00","11,867.50",-,-0.90%
2318,2019-06-04,"11,802.50","11,882.50","11,922.50","11,792.50",-,-0.67%
2319,2019-06-05,"11,715.00","11,810.00","11,857.50","11,707.50",-,-0.74%
2320,2019-06-06,"11,667.50","11,720.00","11,852.50","11,622.50",-,-0.41%
2321,2019-06-07,"11,625.00","11,667.50","11,760.00","11,607.50",-,-0.36%
2322,2019-06-10,"11,627.50","11,632.50","11,812.50","11,612.50",-,0.02%
2323,2019-06-11,"11,902.50","11,627.50","12,022.50","11,627.50",-,2.37%
2324,2019-06-12,"11,847.50","11,905.00","11,975.00","11,792.50",-,-0.46%
2325,2019-06-13,"11,850.00","11,855.00","12,040.00","11,787.50",-,0.02%
2326,2019-06-14,"11,917.50","11,855.00","12,067.50","11,840.00",-,0.57%
2327,2019-06-17,"11,765.00","11,922.50","12,005.00","11,732.50",-,-1.28%
2328,2019-06-18,"11,952.50","11,747.50","12,047.50","11,730.00",-,1.59%
2329,2019-06-19,"12,130.00","11,957.50","12,177.50","11,855.00",-,1.49%
2330,2019-06-20,"12,322.50","12,155.00","12,387.50","12,107.50",-,1.59%
2331,2019-06-21,"12,112.50","12,312.50","12,330.00","12,047.50",-,-1.70%
2332,2019-06-24,"12,190.00","12,132.50","12,230.00","12,012.50",-,0.64%
2333,2019-06-25,"12,300.00","12,185.00","12,372.50","12,150.00",-,0.90%
2334,2019-06-26,"12,507.50","12,305.00","12,507.50","12,232.50",-,1.69%
2335,2019-06-27,"12,732.50","12,495.00","12,765.00","12,432.50",-,1.80%
2336,2019-06-28,"12,675.00","12,727.50","12,775.00","12,587.50",-,-0.45%
2337,2019-07-01,"12,317.50","12,777.50","12,847.50","12,262.50",-,-2.82%
2338,2019-07-02,"12,102.50","12,302.50","12,335.00","12,020.00",-,-1.75%
2339,2019-07-03,"12,365.00","12,112.50","12,387.50","12,072.50",-,2.17%
2340,2019-07-04,"12,375.00","12,362.50","12,422.50","12,255.00",-,0.08%
2341,2019-07-05,"12,462.50","12,385.00","12,477.50","12,240.00",-,0.71%
2342,2019-07-08,"12,712.50","12,445.00","12,725.00","12,435.00",-,2.01%
2343,2019-07-09,"12,752.50","12,710.00","12,772.50","12,555.00",-,0.31%
2344,2019-07-10,"13,015.00","12,745.00","13,032.50","12,707.50",-,2.06%
2345,2019-07-11,"13,112.50","13,025.00","13,187.50","13,002.50",-,0.75%
2346,2019-07-12,"13,570.00","13,105.00","13,587.50","13,057.50",-,3.49%
2347,2019-07-15,"13,665.00","13,550.00","13,722.50","13,372.50",-,0.70%
2348,2019-07-16,"13,950.00","13,645.00","14,197.50","13,572.50",-,2.09%
2349,2019-07-17,"14,372.50","13,950.00","14,460.00","13,902.50",-,3.03%
2350,2019-07-18,"14,945.00","14,342.50","15,117.50","14,305.00",-,3.98%
2351,2019-07-19,"14,645.00","14,902.50","15,102.50","14,367.50",-,-2.01%
2352,2019-07-22,"14,237.50","14,650.00","14,690.00","14,152.50",-,-2.78%
2353,2019-07-23,"14,220.00","14,235.00","14,425.00","14,077.50",-,-0.12%
2354,2019-07-24,"14,530.00","14,210.00","14,547.50","14,142.50",-,2.18%
2355,2019-07-25,"14,020.00","14,522.50","14,545.00","13,942.50",-,-3.51%
2356,2019-07-26,"14,137.50","14,015.00","14,237.50","13,960.00",-,0.84%
2357,2019-07-29,"14,345.00","14,127.50","14,375.00","13,887.50",-,1.47%
2358,2019-07-30,"14,307.50","14,355.00","14,482.50","14,215.00",-,-0.26%
2359,2019-07-31,"14,552.50","14,310.00","14,557.50","14,260.00",-,1.71%
2360,2019-08-01,"14,472.50","14,487.50","14,767.50","14,222.50",-,-0.55%
2361,2019-08-02,"14,482.50","14,377.50","14,597.50","14,177.50",-,0.07%
2362,2019-08-05,"14,857.50","14,435.00","14,962.50","14,285.00",-,2.59%
2363,2019-08-06,"14,962.50","14,835.00","15,087.50","14,797.50",-,0.71%
2364,2019-08-07,"15,460.00","14,947.50","15,522.50","14,612.50",-,3.32%
2365,2019-08-08,"15,822.50","15,430.00","16,687.50","15,310.00",-,2.34%
2366,2019-08-09,"15,647.50","15,800.00","15,907.50","15,502.50",-,-1.11%
2367,2019-08-12,"15,687.50","15,642.50","16,142.50","15,022.50",-,0.26%
2368,2019-08-13,"15,767.50","15,652.50","15,950.00","15,625.00",-,0.51%
2369,2019-08-14,"15,895.00","15,780.00","16,080.00","15,492.50",-,0.81%
2370,2019-08-15,"16,190.00","15,867.50","16,387.50","15,762.50",-,1.86%
2371,2019-08-16,"16,172.50","16,197.50","16,392.50","16,007.50",-,-0.11%
2372,2019-08-19,"15,937.50","16,170.00","16,197.50","15,792.50",-,-1.45%
2373,2019-08-20,"15,812.50","15,922.50","16,157.50","15,630.00",-,-0.78%
2374,2019-08-21,"15,770.00","15,885.00","15,995.00","15,695.00",-,-0.27%
2375,2019-08-22,"15,640.00","15,777.50","15,820.00","15,535.00",-,-0.82%
2376,2019-08-23,"15,665.00","15,657.50","15,862.50","15,382.50",-,0.16%
2377,2019-08-27,"15,650.00","15,747.50","15,905.00","15,630.00",-,-0.10%
2378,2019-08-28,"16,280.00","15,635.00","16,345.00","15,632.50",-,4.03%
2379,2019-08-29,"16,410.00","16,245.00","16,600.00","16,010.00",-,0.80%
2380,2019-08-30,"17,900.00","16,387.50","18,127.50","16,382.50",-,9.08%
2381,2019-09-02,"17,970.00","17,880.00","18,842.50","17,812.50",-,0.39%
2382,2019-09-03,"17,892.50","18,025.00","18,717.50","17,790.00",-,-0.43%
2383,2019-09-04,"18,090.00","17,880.00","18,195.00","17,827.50",-,1.10%
2384,2019-09-05,"17,482.50","18,070.00","18,105.00","17,400.00",-,-3.36%
2385,2019-09-06,"17,942.50","17,482.50","17,947.50","17,360.00",-,2.63%
2386,2019-09-09,"18,102.50","17,842.50","18,230.00","17,410.00",-,0.89%
2387,2019-09-10,"17,955.00","18,295.00","18,332.50","17,877.50",-,-0.81%
2388,2019-09-11,"17,857.50","17,985.00","18,195.00","17,787.50",-,-0.54%
2389,2019-09-12,"17,995.00","17,872.50","18,397.50","17,822.50",-,0.77%
2390,2019-09-13,"17,750.00","18,000.00","18,147.50","17,507.50",-,-1.36%
2391,2019-09-16,"17,285.00","17,755.00","17,895.00","17,110.00",-,-2.62%
2392,2019-09-17,"17,050.00","17,282.50","17,297.50","16,797.50",-,-1.36%
2393,2019-09-18,"17,192.50","17,032.50","17,265.00","16,997.50",-,0.84%
2394,2019-09-19,"17,297.50","17,192.50","17,347.50","17,065.00",-,0.61%
2395,2019-09-20,"17,390.00","17,275.00","17,895.00","17,257.50",-,0.53%
2396,2019-09-23,"17,355.00","17,445.00","17,697.50","17,267.50",-,-0.20%
2397,2019-09-24,"17,162.50","17,362.50","17,497.50","17,035.00",-,-1.11%
2398,2019-09-25,"17,307.50","17,175.00","17,365.00","16,990.00",-,0.84%
2399,2019-09-26,"17,237.50","17,310.00","17,410.00","17,117.50",-,-0.40%
2400,2019-09-27,"17,220.00","17,240.00","17,417.50","17,177.50",-,-0.10%
2401,2019-09-30,"17,110.00","17,215.00","17,632.50","17,005.00",-,-0.64%
2402,2019-10-01,"17,355.00","17,100.00","17,375.00","16,927.50",-,1.43%
2403,2019-10-02,"17,520.00","17,335.00","17,547.50","17,332.50",-,0.95%
2404,2019-10-03,"17,655.00","17,562.50","17,662.50","17,522.50",-,0.77%
2405,2019-10-04,"17,735.00","17,645.00","17,812.50","17,430.00",-,0.45%
2406,2019-10-07,"17,700.00","17,760.00","17,817.50","17,675.00",-,-0.20%
2407,2019-10-08,"17,462.50","17,695.00","17,705.00","17,125.00",-,-1.34%
2408,2019-10-09,"17,340.00","17,515.00","17,645.00","17,287.50",-,-0.70%
2409,2019-10-10,"17,575.00","17,345.00","17,682.50","17,295.00",-,1.36%
2410,2019-10-11,"17,530.00","17,595.00","17,802.50","17,440.00",-,-0.26%
2411,2019-10-14,"17,290.00","17,480.00","17,542.50","16,540.00",-,-1.37%
2412,2019-10-15,"17,007.50","17,172.50","17,255.00","16,710.00",-,-1.63%
2413,2019-10-16,"16,392.50","16,977.50","17,015.00","16,355.00",-,-3.62%
2414,2019-10-17,"16,225.00","16,385.00","16,457.50","16,090.00",-,-1.02%
2415,2019-10-18,"16,217.50","16,222.50","16,475.00","16,192.50",-,-0.05%
2416,2019-10-21,"16,087.50","16,255.00","16,255.00","16,052.50",-,-0.80%
2417,2019-10-22,"16,570.00","16,090.00","16,637.50","16,042.50",-,3.00%
2418,2019-10-23,"16,607.50","16,557.50","16,712.50","16,260.00",-,0.23%
2419,2019-10-24,"16,855.00","16,610.00","16,967.50","16,532.50",-,1.49%
2420,2019-10-25,"16,842.50","16,862.50","16,935.00","16,675.00",-,-0.07%
2421,2019-10-28,"16,560.00","16,820.00","17,007.50","16,455.00",-,-1.68%
2422,2019-10-29,"16,810.00","16,565.00","16,995.00","16,557.50",-,1.51%
2423,2019-10-30,"16,790.00","16,807.50","16,917.50","16,707.50",-,-0.12%
2424,2019-10-31,"16,690.00","16,797.50","16,892.50","16,522.50",-,-0.60%
2425,2019-11-01,"16,757.50","16,697.50","16,812.50","16,655.00",-,0.40%
2426,2019-11-04,"16,327.50","16,767.50","16,782.50","16,277.50",-,-2.57%
2427,2019-11-05,"16,285.00","16,325.00","16,367.50","16,165.00",-,-0.26%
2428,2019-11-06,"16,220.00","16,277.50","16,457.50","16,122.50",-,-0.40%
2429,2019-11-07,"16,222.50","16,220.00","16,587.50","16,167.50",-,0.02%
2430,2019-11-08,"16,185.00","16,212.50","16,302.50","15,847.50",-,-0.23%
2431,2019-11-11,"15,567.50","16,162.50","16,162.50","15,507.50",-,-3.82%
2432,2019-11-12,"15,642.50","15,577.50","15,667.50","15,387.50",-,0.48%
2433,2019-11-13,"15,402.50","15,635.00","15,672.50","15,377.50",-,-1.53%
2434,2019-11-14,"15,117.50","15,405.00","15,507.50","15,072.50",-,-1.85%
2435,2019-11-15,"14,952.50","15,132.50","15,152.50","14,932.50",-,-1.09%
2436,2019-11-18,"14,780.00","14,967.50","14,980.00","14,630.00",-,-1.15%
2437,2019-11-19,"14,642.50","14,790.00","14,797.50","14,472.50",-,-0.93%
2438,2019-11-20,"14,327.50","14,640.00","14,692.50","14,302.50",-,-2.15%
2439,2019-11-21,"14,502.50","14,312.50","14,512.50","14,155.00",-,1.22%
2440,2019-11-22,"14,642.50","14,502.50","14,662.50","14,235.00",-,0.97%
2441,2019-11-25,"14,470.00","14,647.50","14,742.50","14,442.50",-,-1.18%
2442,2019-11-26,"14,550.00","14,480.00","14,590.00","14,352.50",-,0.55%
2443,2019-11-27,"14,367.50","14,540.00","14,562.50","14,337.50",-,-1.25%
2444,2019-11-28,"13,987.50","14,362.50","14,362.50","13,947.50",-,-2.64%
2445,2019-11-29,"13,667.50","13,977.50","14,042.50","13,660.00",-,-2.29%
2446,2019-12-02,"13,710.00","13,675.00","13,812.50","13,612.50",-,0.31%
2447,2019-12-03,"13,357.50","13,715.00","13,785.00","13,202.50",-,-2.57%
2448,2019-12-04,"13,137.50","13,347.50","13,357.50","13,120.00",-,-1.65%
2449,2019-12-05,"13,287.50","13,135.00","13,442.50","13,027.50",-,1.14%
2450,2019-12-06,"13,490.00","13,290.00","13,567.50","13,285.00",-,1.52%
2451,2019-12-09,"13,322.50","13,500.00","13,500.00","13,170.00",-,-1.24%
2452,2019-12-10,"13,420.00","13,327.50","13,537.50","12,897.50",-,0.73%
2453,2019-12-11,"13,847.50","13,427.50","13,862.50","13,390.00",-,3.19%
2454,2019-12-12,"14,012.50","13,855.00","14,022.50","13,717.50",-,1.19%
2455,2019-12-13,"14,212.50","14,065.00","14,262.50","13,950.00",-,1.43%
2456,2019-12-16,"14,227.50","14,195.00","14,252.50","14,020.00",-,0.11%
2457,2019-12-17,"14,015.00","14,212.50","14,287.50","13,975.00",-,-1.49%
2458,2019-12-18,"13,872.50","14,015.00","14,055.00","13,825.00",-,-1.02%
2459,2019-12-19,"14,205.00","13,887.50","14,232.50","13,872.50",-,2.40%
2460,2019-12-20,"14,492.50","14,195.00","14,495.00","14,162.50",-,2.02%
2461,2019-12-23,"14,377.50","14,490.00","14,507.50","14,347.50",-,-0.79%
2462,2019-12-24,"14,312.50","14,370.00","14,485.00","14,195.00",-,-0.45%
2463,2019-12-27,"14,222.50","14,230.00","14,270.00","14,032.50",-,-0.63%
2464,2019-12-30,"14,317.50","14,215.00","14,362.50","14,165.00",-,0.67%
2465,2019-12-31,"14,052.50","14,317.50","14,325.00","13,912.50",-,-1.85%
2466,2020-01-02,"14,232.50","14,132.50","14,265.00","14,040.00",-,1.28%
2467,2020-01-03,"13,772.50","14,245.00","14,280.00","13,745.00",-,-3.23%
2468,2020-01-06,"13,807.50","13,747.50","13,862.50","13,625.00",-,0.25%
2469,2020-01-07,"13,907.50","13,805.00","13,997.50","13,677.50",-,0.72%
2470,2020-01-08,"14,055.00","13,860.00","14,132.50","13,757.50",-,1.06%
2471,2020-01-09,"14,115.00","14,060.00","14,252.50","14,060.00",-,0.43%
2472,2020-01-10,"14,225.00","14,115.00","14,247.50","14,052.50",-,0.78%
2473,2020-01-13,"14,102.50","14,210.00","14,347.50","14,065.00",-,-0.86%
2474,2020-01-14,"13,887.50","14,110.00","14,152.50","13,642.50",-,-1.52%
2475,2020-01-15,"14,342.50","13,867.50","14,382.50","13,717.50",-,3.28%
2476,2020-01-16,"13,797.50","14,357.50","14,432.50","13,767.50",-,-3.80%
2477,2020-01-17,"13,937.50","13,817.50","13,982.50","13,807.50",-,1.01%
2478,2020-01-20,"14,020.00","13,945.00","14,175.00","13,855.00",-,0.59%
2479,2020-01-21,"13,672.50","14,020.00","14,065.00","13,642.50",-,-2.48%
2480,2020-01-22,"13,655.00","13,677.50","13,890.00","13,517.50",-,-0.13%
2481,2020-01-23,"13,385.00","13,650.00","13,672.50","13,312.50",-,-1.98%
2482,2020-01-24,"12,975.00","13,362.50","13,375.00","12,937.50",-,-3.06%
2483,2020-01-27,"12,697.50","12,757.50","13,040.00","12,562.50",-,-2.14%
2484,2020-01-28,"12,587.50","12,657.50","12,960.00","12,570.00",-,-0.87%
2485,2020-01-29,"12,655.00","12,602.50","12,762.50","12,512.50",-,0.54%
2486,2020-01-30,"12,592.50","12,672.50","12,747.50","12,527.50",-,-0.49%
2487,2020-01-31,"12,777.50","12,647.50","12,922.50","12,550.00",-,1.47%
2488,2020-02-03,"12,727.50","12,787.50","12,940.00","12,705.00",-,-0.39%
2489,2020-02-04,"12,945.00","12,737.50","13,360.00","12,732.50",-,1.71%
2490,2020-02-05,"13,207.50","12,940.00","13,267.50","12,940.00",-,2.03%
2491,2020-02-06,"13,107.50","13,217.50","13,307.50","13,075.00",-,-0.76%
2492,2020-02-07,"12,832.50","13,092.50","13,207.50","12,762.50",-,-2.10%
2493,2020-02-10,"12,922.50","12,790.00","13,080.00","12,790.00",-,0.70%
2494,2020-02-11,"13,120.00","12,952.50","13,277.50","12,952.50",-,1.53%
2495,2020-02-12,"13,152.50","13,142.50","13,227.50","12,940.00",-,0.25%
2496,2020-02-13,"13,257.50","13,120.00","13,292.50","13,052.50",-,0.80%
2497,2020-02-14,"13,047.50","13,252.50","13,342.50","13,022.50",-,-1.58%
2498,2020-02-17,"13,150.00","13,070.00","13,202.50","13,050.00",-,0.79%
2499,2020-02-18,"12,852.50","13,140.00","13,185.00","12,772.50",-,-2.26%
2500,2020-02-19,"12,850.00","12,870.00","12,987.50","12,692.50",-,-0.02%
2501,2020-02-20,"12,737.50","12,845.00","12,962.50","12,652.50",-,-0.88%
2502,2020-02-21,"12,572.50","12,757.50","12,782.50","12,505.00",-,-1.30%
2503,2020-02-24,"12,462.50","12,495.00","12,670.00","12,370.00",-,-0.87%
2504,2020-02-25,"12,525.00","12,495.00","12,765.00","12,447.50",-,0.50%
2505,2020-02-26,"12,487.50","12,522.50","12,590.00","12,357.50",-,-0.30%
2506,2020-02-27,"12,382.50","12,470.00","12,545.00","12,287.50",-,-0.84%
2507,2020-02-28,"12,220.00","12,407.50","12,410.00","12,142.50",-,-1.31%
2508,2020-03-02,"12,677.50","12,210.00","12,737.50","12,210.00",-,3.74%
2509,2020-03-03,"12,687.50","12,747.50","12,915.00","12,502.50",-,0.08%
2510,2020-03-04,"12,682.50","12,712.50","12,817.50","12,627.50",-,-0.04%
2511,2020-03-05,"12,897.50","12,702.50","12,912.50","12,675.00",-,1.70%
2512,2020-03-06,"12,837.50","12,867.50","12,882.50","12,665.00",-,-0.47%
2513,2020-03-09,"12,605.00","12,757.50","12,757.50","12,305.00",-,-1.81%
2514,2020-03-10,"12,732.50","12,635.00","12,987.50","12,577.50",-,1.01%
2515,2020-03-11,"12,447.50","12,767.50","12,905.00","12,352.50",-,-2.24%
2516,2020-03-12,"11,882.50","12,417.50","12,492.50","11,735.00",-,-4.54%
2517,2020-03-13,"12,307.50","11,917.50","12,812.50","11,742.50",-,3.58%
2518,2020-03-16,"12,002.50","12,225.00","12,457.50","11,670.00",-,-2.48%
2519,2020-03-17,"11,912.50","12,050.00","12,290.00","11,812.50",-,-0.75%
2520,2020-03-18,"11,382.50","11,927.50","12,162.50","11,307.50",-,-4.45%
2521,2020-03-19,"11,302.50","11,452.50","11,635.00","11,092.50",-,-0.70%
2522,2020-03-20,"11,330.00","11,297.50","11,687.50","11,270.00",-,0.24%
2523,2020-03-23,"10,930.00","11,125.00","11,280.00","10,867.50",-,-3.53%
2524,2020-03-24,"11,282.50","11,177.50","11,292.50","10,980.00",-,3.23%
2525,2020-03-25,"11,320.00","11,385.00","11,385.00","11,102.50",-,0.33%
2526,2020-03-26,"11,220.00","11,302.50","11,322.50","11,112.50",-,-0.88%
2527,2020-03-27,"11,415.00","11,267.50","11,420.00","11,225.00",-,1.74%
2528,2020-03-30,"11,317.50","11,372.50","11,452.50","11,262.50",-,-0.85%
2529,2020-03-31,"11,470.00","11,340.00","11,495.00","11,232.50",-,1.35%
2530,2020-04-01,"11,252.50","11,440.00","11,440.00","11,235.00",-,-1.90%
2531,2020-04-02,"11,292.50","11,265.00","11,352.50","10,962.50",-,0.36%
2532,2020-04-03,"11,215.00","11,322.50","11,352.50","11,205.00",-,-0.69%
2533,2020-04-06,"11,292.50","11,235.00","11,312.50","11,207.50",-,0.69%
2534,2020-04-07,"11,440.00","11,325.00","11,510.00","11,302.50",-,1.31%
2535,2020-04-08,"11,507.50","11,407.50","11,582.50","11,335.00",-,0.59%
2536,2020-04-09,"11,695.00","11,532.50","11,702.50","11,477.50",-,1.63%
2537,2020-04-14,"11,902.50","11,717.50","11,907.50","11,715.00",-,1.77%
2538,2020-04-15,"11,772.50","11,857.50","11,997.50","11,747.50",-,-1.09%
2539,2020-04-16,"11,757.50","11,780.00","11,797.50","11,622.50",-,-0.13%
2540,2020-04-17,"12,065.00","11,805.00","12,067.50","11,787.50",-,2.62%
2541,2020-04-20,"12,482.50","12,042.50","12,535.00","11,920.00",-,3.46%
2542,2020-04-21,"12,172.50","12,465.00","12,495.00","12,135.00",-,-2.48%
2543,2020-04-22,"11,947.50","12,190.00","12,222.50","11,777.50",-,-1.85%
2544,2020-04-23,"12,180.00","11,932.50","12,240.00","11,882.50",-,1.95%
2545,2020-04-24,"12,260.00","12,170.00","12,312.50","12,047.50",-,0.66%
